seq_rep	seq_member	antigen_member	pdb_member
seq_1	seq_101	spike_protein_s1	7l7e
seq_1	seq_103	spike_glycoprotein	7ljr
seq_1	seq_104	spike_protein_s1	7n3i
seq_1	seq_106	circumsporozoite_protein	6o25
seq_1	seq_107	spike_glycoprotein	7n5h
seq_1	seq_108	spike_glycoprotein	7l2f
seq_1	seq_109	spike_protein_s1	7s4s
seq_1	seq_110	factor_h_binding_protein	7lcv
seq_1	seq_112	tetanus_toxin	7ce2
seq_1	seq_115	spike_glycoprotein	7coe
seq_1	seq_117	surface_glycoprotein	7bnv
seq_1	seq_118	sars-cov-2_spike_glycoprotein	7lrt
seq_1	seq_121	t-cell_immunoreceptor_with_ig_and_itim_domains	7vyt
seq_1	seq_124	surface_glycoprotein	7k8m
seq_1	seq_125	spike_glycoprotein,fibritin	7zr9
seq_1	seq_126	spike_protein_s1	7r6x
seq_1	seq_129	s_protein	5gmq
seq_1	seq_130	spike_glycoprotein	7lab
seq_1	seq_133	spike_glycoprotein	7d0c
seq_1	seq_134	spike_protein_s1	7mzm
seq_1	seq_136	interleukin-13_receptor_subunit_alpha-1	4hwb
seq_1	seq_140	imv_membrane_protein	6b9j
seq_1	seq_146	spike_protein_s1	6xe1
seq_1	seq_147	toxin_b	4np4
seq_1	seq_151	spike_glycoprotein	7n62
seq_3	seq_3	apical_membrane_antigen_1	9bjh
seq_5	seq_5	spike_glycoprotein	8xsd
seq_6	seq_6	cytotoxic_t-lymphocyte_protein_4	9dq3
seq_7	seq_7	aquaporin-4	8v9d
seq_8	seq_8	disintegrin_and_metalloproteinase_domain-containing_protein17_	9e6k
seq_9	seq_9	spike_glycoprotein	8wyj
seq_9	seq_131	surface_glycoprotein	7ps1
seq_10	seq_10	angiopoietin-2	8vgp
seq_14	seq_14	spike_glycoprotein	9fgr
seq_15	seq_15	spike_glycoprotein,fibritin	9fgs
seq_15	seq_20	envelope_glycoprotein_e2	8w0v
seq_15	seq_22	spike_protein_s1	8sis
seq_19	seq_19	neuraminidase	8u1c
seq_23	seq_23	spike_protein_s2'	8hp9
seq_26	seq_26	spike_protein_s1	8bg2
seq_28	seq_28	neuraminidase	8ez7
seq_31	seq_31	transforming_growth_factor_beta-1_proprotein	4kv5
seq_33	seq_33	sars-cov2_trimeric_spike_in_1-up_conformation_in_complexwith_three_fab47_	8a95
seq_33	seq_94	spike_glycoprotein	7m6g
seq_33	seq_105	envelope_glycoprotein_e2	6uyg
seq_34	seq_34	cytotoxic_t-lymphocyte_protein_4	5xj3
seq_34	seq_91	spike_protein_s1	7r8l
seq_34	seq_135	vrc42_epitope_t117-f_scaffold	6mtq
seq_35	seq_35	programmed_cell_death_1_ligand_1	5xj4
seq_36	seq_36	neuropilin-2	8ivw
seq_36	seq_77	spike_glycoprotein	7ej4
seq_36	seq_148	interleukin-1_receptor-like_2	6u6u
seq_38	seq_38	spike_glycoprotein	7xj6
seq_38	seq_64	spike_glycoprotein,envelope_glycoprotein	7qti
seq_38	seq_90	glycoprotein_g	6cmg
seq_38	seq_114	glycoprotein_120	7rdw
seq_38	seq_119	spike_glycoprotein	7e3k
seq_38	seq_143	spike_protein_s1	7rr0
seq_46	seq_46	leukocyte_surface_antigen_cd47	7wn8
seq_48	seq_48	surface_glycoprotein	7wch
seq_52	seq_52	spike_protein_s1	8dw9
seq_53	seq_53	envelope_glycoprotein_h	7s1b
seq_54	seq_54	transmembrane_protein_gp41	7sd3
seq_55	seq_55	envelope_protein	8gpx
seq_57	seq_30	spike_glycoprotein	8hgl
seq_57	seq_57	spike_protein_s1	7y0c
seq_57	seq_128	5'-nucleotidase,_ecto_(cd73),_isoform_cra_a	6vc9
seq_63	seq_63	gametocyte_surface_protein_p45/48	7unb
seq_65	seq_65	spike_glycoprotein	7woa
seq_71	seq_71	vrc42_epitope_t117-f_scaffold	6mto
seq_72	seq_72	hemagglutinin	5ibl
seq_75	seq_49	spike_glycoprotein	7ykj
seq_75	seq_75	c-c_motif_chemokine_2	4dn4
seq_75	seq_79	virion_spike_glycoprotein_1	7kfh
seq_84	seq_84	clade_a/e_93th057_hiv-1_gp120_core	5w4l
seq_87	seq_87	neuraminidase	6v4o
seq_88	seq_76	spike_protein_s1	7nx7
seq_88	seq_88	spike_protein_s1	7m6d
seq_89	seq_89	spike_glycoprotein	7m6i
seq_92	seq_92	2-c-methyl-d-erythritol_2,4-cyclodiphosphate_synthase,envelope_glycoprotein_gp160_	5esv
seq_93	seq_93	hemagglutinin	6xq0
seq_99	seq_99	cytotoxic_t-lymphocyte_protein_4	7su0
seq_100	seq_100	spike_protein_s1	7qez
seq_102	seq_102	alpha-hemolysin	4idj
seq_111	seq_111	envelope_glycoprotein_gp160,envelope_glycoprotein_gp160	4ydl
seq_113	seq_113	envelope_glycoprotein_gp160	5vn8
seq_116	seq_27	spike_glycoprotein	8bg8
seq_116	seq_116	surface_glycoprotein	7ps5
seq_116	seq_120	glycoprotein_g2	7s8h
seq_122	seq_122	envelope_glycoprotein_gp120	6utk
seq_123	seq_97	surface_glycoprotein	7q9f
seq_123	seq_123	factor_h_binding_protein	7ket
seq_123	seq_138	human_factor_viii	1iqd
seq_127	seq_12	spike_glycoprotein	8keo
seq_127	seq_127	spike_glycoprotein	7ezv
seq_132	seq_18	envelope_glycoprotein_gp350	8sm1
seq_132	seq_45	gametocyte_surface_protein_p230	7uc8
seq_132	seq_132	glycoprotein_120	3hi1
seq_137	seq_137	envelope_glycoprotein_d	3w9e
seq_139	seq_37	6-deoxyerythronolide_b_synthase	8ee1
seq_139	seq_139	hemagglutinin_ha1	5ug0
seq_141	seq_141	dipeptidase_3	6vgr
seq_142	seq_142	polyprotein	6bkd
seq_144	seq_144	envelope_glycoprotein_gp160,envelope_glycoprotein_gp160,envelope_glycoprotein_gp160_	4xny
seq_145	seq_145	envelope_glycoprotein_e2	6wo4
seq_149	seq_149	hemagglutinin	5w42
seq_150	seq_150	lipoprot_c_domain-containing_protein	6xzw
