seq_rep	seq_member	antigen_member	pdb_member
seq_79	seq_79	reticulocyte_binding_protein_2b	6wty
seq_83	seq_83	spike_protein_s1	6xkq
seq_94	seq_92	spike_glycoprotein	7tcc
seq_94	seq_94	5'-nucleotidase,_ecto_(cd73),_isoform_cra_a	6vca
seq_96	seq_57	spike_glycoprotein	7x08
seq_96	seq_96	spike_glycoprotein	7wee
seq_96	seq_145	complement_c5	4uu9
seq_99	seq_99	serine_protease_hepsin	3t2n
seq_115	seq_115	envelope_glycoprotein_gp160	5t3z
seq_125	seq_125	apolipoprotein_l1	7lfa
seq_133	seq_100	sars-cov-2_spike_glycoprotein	7jv4
seq_133	seq_133	kr1	6wh9
seq_138	seq_138	vitamin_k-dependent_protein_c_heavy_chain	6m3b
seq_139	seq_15	spike_glycoprotein	8zho
seq_139	seq_22	spike_protein_s1	8siq
seq_139	seq_27	spike_protein_s1	8hrd
seq_139	seq_34	structurally_designed_hmpv_f_protein_hmpv_v3b_d12_ds454,fibritin_	8f6x
seq_139	seq_35	spike_protein_s1	7yh6
seq_139	seq_44	envelope_polyprotein	8ahn
seq_139	seq_45	spike_glycoprotein	8csj
seq_139	seq_59	fusion_glycoprotein_f0	8dg9
seq_139	seq_61	spike_protein_s1	7wqv
seq_139	seq_68	fusion_glycoprotein_f0	7tjq
seq_139	seq_70	spike_protein_s1	7wp0
seq_139	seq_76	hemagglutinin	3whe
seq_139	seq_93	spike_protein_s1	7cho
seq_139	seq_98	spike_glycoprotein	7m6h
seq_139	seq_101	lysozyme_c	4ttd
seq_139	seq_105	ig_epsilon_chain_c_region	5anm
seq_139	seq_107	spike_glycoprotein	7m6f
seq_139	seq_108	spike_protein_s1	7dx4
seq_139	seq_118	hemagglutinin	6ii9
seq_139	seq_120	imv_membrane_protein	5ush
seq_139	seq_121	spike_protein_s1	7wi0
seq_139	seq_127	low_affinity_immunoglobulin_gamma_fc_region_receptor_ii-b	5occ
seq_139	seq_131	lysozyme_c	4tsb
seq_139	seq_134	lysozyme_c	4tsa
seq_139	seq_135	spike_glycoprotein	7laa
seq_139	seq_139	polcalcin_phl_p_7	5otj
seq_140	seq_140	v1v2_region_of_hiv-1_on_1fd6_scaffold	3u4e
seq_143	seq_110	reticulocyte_binding_protein_2b	6wm9
seq_143	seq_143	plasmodium_vivax_reticulocyte_binding_protein_2b	6wno
seq_146	seq_146	spike_protein_s1	7swp
