seq_rep	seq_member	antigen_member	pdb_member
seq_22	seq_196	long_neurotoxin_1	8d9y
seq_22	seq_204	leukocyte_surface_antigen_cd47	7xjf
seq_22	seq_211	spike_protein_s1	7xsc
seq_22	seq_213	spike_glycoprotein	8cwj
seq_22	seq_216	spike_glycoprotein	8bse
seq_22	seq_229	spike_protein_s1	8bcz
seq_22	seq_230	spike_protein_s1	8bcz
seq_22	seq_234	spike_protein_s1	7s5q
seq_22	seq_259	spike_protein_s1	7ycl
seq_22	seq_266	spike_protein_s1	7t72
seq_22	seq_271	spike_glycoprotein	7x92
seq_22	seq_285	spike_protein_s1	7y0w
seq_22	seq_295	spike_glycoprotein	7upl
seq_22	seq_338	megakaryocyte_and_platelet_inhibitory_receptor_g6b	6r0x
seq_22	seq_356	spike_glycoprotein	7czu
seq_22	seq_357	s_protein	4zs6
seq_22	seq_368	fusion_glycoprotein_f0	4jhw
seq_22	seq_382	hepatocyte_growth_factor_receptor	5lsp
seq_22	seq_389	spike_protein_s1	7pqy
seq_22	seq_429	hemagglutinin	6xpz
seq_22	seq_445	fusion_glycoprotein_f0	6oe4
seq_22	seq_456	fusion_glycoprotein_f0	5udc
seq_22	seq_467	envelope_glycoprotein_gp160,envelope_glycoprotein_gp160	4ydk
seq_22	seq_497	epidermal_growth_factor_receptor	5sx4
seq_22	seq_525	vascular_endothelial_growth_factor_a	6bft
seq_22	seq_531	426c.tm4deltav1-3_gp120	5fec
seq_22	seq_556	spike_protein_s1	7fcp
seq_22	seq_561	spike_glycoprotein	7s0c
seq_22	seq_570	spike_protein_s1	7e88
seq_22	seq_572	hiv-1_hxbc2_gp120_core	3idy
seq_22	seq_614	transmembrane_protein_gp41	2xra
seq_22	seq_616	spike_protein_s1	7kmh
seq_22	seq_621	spike_glycoprotein	7s0d
seq_22	seq_623	coagulation_factor_xi	6hhc
seq_22	seq_630	spike_protein_s1	7mzn
seq_22	seq_635	spike_protein_s1	7s0b
seq_22	seq_636	25_kda_ookinete_surface_antigen	6phb
seq_22	seq_664	spike_glycoprotein	7nd3
seq_22	seq_685	spike_glycoprotein	7czq
seq_22	seq_713	spike_glycoprotein	7ntc
seq_23	seq_23	conglutin	8si1
seq_24	seq_24	conglutin	8sj4
seq_24	seq_466	envelope_protein_e	6iw2
seq_24	seq_586	programmed_cell_death_protein_1	7cu5
seq_27	seq_27	ns1	8jkf
seq_28	seq_28	non-structural_protein_1	8jqm
seq_28	seq_487	insulin-like_growth_factor_ii	3kr3
seq_29	seq_29	non-structural_protein_1	8jqn
seq_29	seq_254	gametocyte_surface_protein_p45/48	7uxl
seq_29	seq_258	spike_protein_s1	7wr9
seq_29	seq_300	fusion_glycoprotein_f0	8cw9
seq_29	seq_339	spike_protein_s1	7cyv
seq_29	seq_516	spike_glycoprotein_e2	7sfw
seq_29	seq_537	imv_membrane_protein	5usl
seq_29	seq_620	envelope_glycoprotein_gp160	6dfh
seq_36	seq_36	nkg2-d_type_ii_integral_membrane_protein	9dh2
seq_37	seq_37	hemagglutinin	8uzc
seq_39	seq_39	spike_glycoprotein	9c44
seq_39	seq_354	hemagglutinin_ha2	4hg4
seq_39	seq_430	hemagglutinin_ha1_chain	7mem
seq_39	seq_451	fusion_glycoprotein_f1,fibritin	7mmn
seq_39	seq_530	genome_polyprotein	7bu8
seq_39	seq_667	interleukin-17a	5n7w
seq_40	seq_40	isoform_vegf121_of_vascular_endothelial_growth_factor_a,long_form_	8uwz
seq_44	seq_44	interleukin-6	8ywq
seq_45	seq_45	spike_protein_s1	8wpw
seq_45	seq_108	spike_glycoprotein	8r8k
seq_46	seq_46	spike_protein_s1	8k18
seq_53	seq_52	interleukin-2	8sow
seq_53	seq_53	interleukin-2	8soz
seq_54	seq_54	t-cell_immunoglobulin_mucin_receptor_3	8tbb
seq_57	seq_57	outer_surface_protein_a	8tvd
seq_59	seq_59	spike_glycoprotein	8kdr
seq_59	seq_355	hemagglutinin_ha2	5k9q
seq_65	seq_65	spike_protein_s2	8vcr
seq_65	seq_225	beta-nerve_growth_factor	4edw
seq_65	seq_371	c-x-c_motif_chemokine_3	6wzk
seq_65	seq_434	tumor_necrosis_factor_receptor_superfamily_member_10b	6t3j
seq_65	seq_544	sonic_hedgehog_protein	3mxw
seq_66	seq_66	spike_glycoprotein	8yww
seq_69	seq_26	conglutin	8sja
seq_69	seq_69	envelope_glycoprotein_e2	8tgv
seq_69	seq_89	der_p_2_variant_3	8vk1
seq_69	seq_122	spike_glycoprotein	8vye
seq_72	seq_72	spike_glycoprotein	8q5y
seq_81	seq_81	hemagglutinin	8ghk
seq_83	seq_83	spike_protein_s2'	8c0y
seq_90	seq_90	spike_glycoprotein	8xbf
seq_96	seq_96	reticulocyte-binding_protein_homolog_5	8pwu
seq_96	seq_560	fusion_glycoprotein_f0,envelope_glycoprotein_fusion	6w16
seq_101	seq_101	spike_protein	8r9y
seq_104	seq_104	gn	8wsp
seq_104	seq_117	spike_glycoprotein	8khc
seq_104	seq_370	tumor_necrosis_factor_ligand_superfamily_member_13b	5y9j
seq_104	seq_401	phosphatidylcholine-sterol_acyltransferase	5bv7
seq_104	seq_484	virion_spike_glycoprotein	7kej
seq_104	seq_610	fusion_glycoprotein_f0	7ur4
seq_104	seq_716	tumor_necrosis_factor_receptor_superfamily_member_10b	4od2
seq_106	seq_106	spike_protein_s1	8x0y
seq_111	seq_111	interleukin-17f	8ruu
seq_113	seq_113	fusion_glycoprotein_f0	8tqk
seq_114	seq_114	spike_glycoprotein	8xea
seq_123	seq_123	envelope_glycoprotein_e2	8w0x
seq_123	seq_552	zika_virus_envelope_protein_diii	5vig
seq_129	seq_13	major_allergen_can_f_1	8vqf
seq_129	seq_94	spike_glycoprotein	8hld
seq_129	seq_129	spike_glycoprotein,fibritin	8r1d
seq_129	seq_146	spike_protein_s1	8f2j
seq_129	seq_159	spike_glycoprotein	7ukl
seq_129	seq_292	spike_glycoprotein	8dlr
seq_129	seq_299	spike_glycoprotein	7v23
seq_129	seq_325	phosphatidylcholine-sterol_acyltransferase	4xx1
seq_129	seq_337	il13	7rew
seq_129	seq_385	genome_polyprotein	6kyz
seq_129	seq_396	25_kda_ookinete_surface_antigen	6phf
seq_129	seq_418	fusion_glycoprotein_f0	4dag
seq_129	seq_567	circumsporozoite_protein	7rxj
seq_129	seq_593	circumsporozoite_protein	7rxl
seq_129	seq_668	circumsporozoite_protein	6b0s
seq_130	seq_120	neuraminidase	8u1q
seq_130	seq_121	neuraminidase	8u1s
seq_130	seq_130	spike_protein_s1	8sdg
seq_130	seq_142	spike_glycoprotein	8tma
seq_130	seq_181	circumsporozoite_protein	8dyy
seq_130	seq_186	hcv_e2_ectodomain,_synzip2_scaffold_fusion	8fsj
seq_130	seq_187	coagulation_factor_ix_heavy_chain	8ol9
seq_130	seq_224	spike_glycoprotein	7xj6
seq_130	seq_231	spike_glycoprotein	7xdl
seq_130	seq_238	glypican-2	6wjl
seq_130	seq_245	gametocyte_surface_protein_p230	7u9w
seq_130	seq_253	gametocyte_surface_protein_p45/48	7uxl
seq_130	seq_294	spike_glycoprotein	7v3l
seq_130	seq_297	spike_protein_s1	7fjc
seq_130	seq_393	surface_glycoprotein	7qnw
seq_130	seq_435	envelope_glycoprotein_b	6vn1
seq_130	seq_437	plasma_kallikrein	4ogx
seq_130	seq_475	alpha-hemolysin	4u6v
seq_130	seq_478	env	6uta
seq_130	seq_538	spike_protein_s1	7wi0
seq_130	seq_591	spike_protein_s1	7mzf
seq_130	seq_647	chitinase_3-like_1_(cartilage_glycoprotein-39),_isoformcra_a_	7cj2
seq_130	seq_671	coagulation_factor_ix	7ahv
seq_130	seq_672	ephrin_type-a_receptor_2	3skj
seq_130	seq_675	interleukin-2_receptor_subunit_alpha	6yio
seq_130	seq_699	duffy_receptor	6r2s
seq_130	seq_711	sars-cov-2_spike_glycoprotein	7byr
seq_131	seq_131	spike_protein_s1	8sit
seq_134	seq_118	bcl-2_homologous_antagonist/killer	8uky
seq_134	seq_134	t-cell_immunoreceptor_with_ig_and_itim_domains	8jel
seq_134	seq_189	anrp2-14	8ivx
seq_134	seq_236	programmed_cell_death_protein_1	7wsl
seq_140	seq_140	envelope_glycoprotein_gp160	8sxj
seq_143	seq_143	envelope_glycoprotein_b	8kfa
seq_145	seq_145	ara_h_2_allergen	8g4p
seq_150	seq_150	fusion_glycoprotein_f0	8t9z
seq_150	seq_298	gametocyte_surface_protein_p45/48	7unb
seq_153	seq_153	spike_protein_s2'	8pq2
seq_154	seq_154	spike_protein_s1	8eqf
seq_154	seq_273	spike_glycoprotein	8dxs
seq_158	seq_158	hemagglutinin	8tp9
seq_160	seq_160	programmed_cell_death_protein_1	8gy5
seq_161	seq_161	tumor_necrosis_factor_receptor_superfamily_member_1b,maltose/maltodextrin-binding_periplasmic_protein_	8hlb
seq_161	seq_240	low-density_lipoprotein_receptor-related_protein_6	8ffe
seq_161	seq_361	protein_jagged-1	5bo1
seq_161	seq_444	signal-regulatory_protein_gamma	4i2x
seq_161	seq_486	proprotein_convertase_subtilisin/kexin_type_9	5vl7
seq_161	seq_511	hepatocyte_growth_factor_activator_long_chain	2wub
seq_161	seq_518	programmed_cell_death_1_ligand_1	5x8l
seq_161	seq_520	linear_di-ubiquitin	3u30
seq_161	seq_541	interleukin-34	4dke
seq_161	seq_546	programmed_cell_death_protein_1	7e9b
seq_161	seq_547	tumor_necrosis_factor_receptor_superfamily_member_10bprecursor_	2h9g
seq_161	seq_549	vascular_endothelial_growth_factor_a	2fjg
seq_161	seq_611	neuropilin-2	2qqk
seq_161	seq_659	beta-secretase_1	3r1g
seq_161	seq_677	hepatocyte_growth_factor_activator	2r0k
seq_161	seq_697	fibroblast_growth_factor_receptor_3	3grw
seq_162	seq_162	spike_glycoprotein	8i3u
seq_166	seq_166	glycoprotein	8awm
seq_167	seq_167	plasma_kallikrein_light_chain	8fgx
seq_170	seq_170	spike_glycoprotein	8h7l
seq_172	seq_172	envelope_glycoprotein_o	8tco
seq_175	seq_175	fusion_glycoprotein_f0	8eay
seq_175	seq_322	interleukin-17a	4qhu
seq_178	seq_178	neuraminidase	8e6k
seq_183	seq_183	circumsporozoite_protein	8dz4
seq_195	seq_195	spike_glycoprotein	7y6l
seq_200	seq_200	interleukin-13,_human	8blq
seq_202	seq_10	apical_membrane_antigen_1	9bjg
seq_202	seq_202	glycoprotein_g2	8eji
seq_202	seq_502	der_p_2_variant_3	7mlh
seq_202	seq_515	spike_glycoprotein	7k8z
seq_202	seq_536	envelope_glycoprotein_gp160	2qad
seq_207	seq_207	neuraminidase	8g30
seq_208	seq_208	neuraminidase	8g3m
seq_210	seq_210	spike_glycoprotein	8h07
seq_219	seq_219	spike_glycoprotein	8f0h
seq_227	seq_25	ara_h_2_allergen	8sj6
seq_227	seq_79	pro-secreted_protein_orf2	8pmz
seq_227	seq_227	spike_protein_s1	8bbn
seq_227	seq_378	cytotoxic_t-lymphocyte_protein_4	5ggv
seq_227	seq_637	uncharacterized_leukocidin-like_protein_1	5k59
seq_239	seq_239	t18.1_major_pilin_backbone_protein_t-antigen	8f5n
seq_243	seq_243	fusion_glycoprotein_f0	8dg8
seq_244	seq_244	gametocyte_surface_protein_p230	7u9e
seq_247	seq_198	spike_glycoprotein	7wt7
seq_247	seq_247	gametocyte_surface_protein_p230	7ua8
seq_248	seq_248	gametocyte_surface_protein_p230	7ucq
seq_249	seq_249	gametocyte_surface_protein_p230	7ui1
seq_250	seq_250	gametocyte_surface_protein_p230	7uvh
seq_252	seq_252	gametocyte_surface_protein_p230	7uvq
seq_257	seq_17	histone_chaperone_asf1	9avo
seq_257	seq_18	beta-arrestin-1,soluble_cytochrome_b562	9dng
seq_257	seq_31	butyrophilin_subfamily_2_member_a1	8vc7
seq_257	seq_32	nora-bril(3a)_fusion	9b3k
seq_257	seq_49	receptor_tyrosine-protein_kinase_erbb-2/higg1_fc_domainfusion_	8vqd
seq_257	seq_60	9mer_peptide,beta-2-microglobulin,mhc_class_i_antigenchimera_	8tnj
seq_257	seq_61	9mer_peptide,beta-2-microglobulin,mhc_class_i_antigenchimera_	8tnj
seq_257	seq_80	erythropoietin_receptor	8vui
seq_257	seq_82	ephrin_type-a_receptor_2	8tv1
seq_257	seq_110	hyaluronan_synthase_1	8smm
seq_257	seq_132	protein-arginine_deiminase_type-4	8smk
seq_257	seq_141	heme/hemoglobin_uptake_outer_membrane_receptor_phur	8the
seq_257	seq_164	solute_carrier_organic_anion_transporter_family_member_1b3	8pg0
seq_257	seq_203	cobalt/magnesium_transport_protein_cora	8slb
seq_257	seq_257	cadmium_and_zinc_efflux_pump_fief	8f6e
seq_257	seq_279	spike_glycoprotein_s1	7vng
seq_257	seq_304	stromal_cell-derived_factor_1	7sk3
seq_257	seq_305	atypical_chemokine_receptor_3	7sk3
seq_257	seq_331	insulin-degrading_enzyme	5uoe
seq_257	seq_350	rhodopsin_kinase_grk1	7mtb
seq_257	seq_374	maltose-binding_periplasmic_protein	5bjz
seq_257	seq_383	two_pore_calcium_channel_protein_1	6e1k
seq_257	seq_384	chimera_of_soluble_cytochrome_b562_(bril)_and_neuronalacetylcholine_receptor_subunit_alpha-4_	6usf
seq_257	seq_395	voltage-sensor_containing_phosphatase	4g80
seq_257	seq_403	protein_mj0480	5c8j
seq_257	seq_405	ion_transport_protein,voltage-gated_sodium_channel	7pgb
seq_257	seq_412	spike_glycoprotein	7kml
seq_257	seq_426	antigen_asf1p	4rrp
seq_257	seq_441	frizzled-7	6o3b
seq_257	seq_463	tudor_and_kh_domain-containing_protein	6pi7
seq_257	seq_468	frizzled-7	6o3a
seq_257	seq_492	lipoprotein	4nnp
seq_257	seq_513	e3_sumo-protein_ligase_ranbp2	7mnl
seq_257	seq_527	lymphotoxin-alpha	4mxw
seq_257	seq_545	maltose-binding_periplasmic_protein	5bk2
seq_257	seq_558	nucleoprotein	5vkd
seq_257	seq_574	voltage-sensor_containing_phosphatase	4g7v
seq_257	seq_577	spike_glycoprotein	7klg
seq_257	seq_581	putative_cell_surface_polysaccharide_polymerase/ligase	7tpg
seq_257	seq_585	dass_family_sodium-coupled_anion_symporter	6ww5
seq_257	seq_622	phosphatidylcholine_translocator_abcb4	7niw
seq_257	seq_626	histone_chaperone_asf1	5uek
seq_257	seq_633	maltose_binding_protein	5bk1
seq_257	seq_640	chloroquine_resistance_transporter	6ukj
seq_257	seq_657	integrase	5eu7
seq_257	seq_682	maltose-binding_periplasmic_protein	3pgf
seq_257	seq_684	frizzled-5	6o39
seq_257	seq_686	kelch-like_ech-associated_protein_1	5f72
seq_257	seq_703	histone_chaperone_asf1	5eii
seq_264	seq_264	spike_protein_s1	8dxt
seq_265	seq_147	spike_protein_s2'	8hws
seq_265	seq_265	surface_glycoprotein	7wcp
seq_265	seq_689	spike_glycoprotein_s1	7f7h
seq_272	seq_272	spike_protein_s1	8dwa
seq_277	seq_277	envelope_glycoprotein_h	7s07
seq_282	seq_282	t-cell_surface_glycoprotein_cd8_alpha_chain	7uvf
seq_284	seq_284	spike_protein_s1	7y0v
seq_289	seq_289	fusion_glycoprotein_f0	7tl0
seq_289	seq_312	envelope_glycoprotein_h	7t4r
seq_289	seq_402	hemagglutinin	7kqh
seq_289	seq_587	neurogenic_locus_notch_homolog_protein_3	5czv
seq_289	seq_619	tumor_necrosis_factor_receptor_superfamily_member_5	6fax
seq_290	seq_290	integrin_alpha-iib	7ubr
seq_290	seq_321	spike_protein_s1	7te1
seq_293	seq_163	tumor_necrosis_factor_receptor_superfamily_member_9	8gye
seq_293	seq_293	bifunctional_hemolysin-adenylate_cyclase	7usl
seq_301	seq_149	spike_protein	8j1t
seq_301	seq_152	spike_protein_s1	8bg4
seq_301	seq_217	spike_protein_s1	8hn6
seq_301	seq_221	spike_glycoprotein	7uow
seq_301	seq_222	spike_protein_s1	7wn2
seq_301	seq_291	spike_protein_s1	7wbz
seq_301	seq_301	spike_glycoprotein,envelope_glycoprotein	7qti
seq_301	seq_316	spike_glycoprotein	7bej
seq_301	seq_358	spike_glycoprotein	7sc1
seq_301	seq_400	surface_glycoprotein	7kfv
seq_301	seq_409	spike_glycoprotein	7nd5
seq_301	seq_411	m48u1_peptide	4r4n
seq_301	seq_416	surface_glycoprotein	7kfw
seq_301	seq_423	surface_glycoprotein	7neg
seq_301	seq_439	spike_protein_s1	7cdj
seq_301	seq_455	spike_glycoprotein	7czs
seq_301	seq_489	membrane-type_serine_protease_1	3bn9
seq_301	seq_490	sars-cov-2_receptor_binding_domain	7che
seq_301	seq_533	spike_protein_s1	7q0h
seq_301	seq_550	spike_protein_s1	7msq
seq_301	seq_553	spike_glycoprotein	7chc
seq_301	seq_555	spike_glycoprotein	7rw2
seq_301	seq_565	surface_glycoprotein	7kfy
seq_301	seq_594	spike_protein_s1	7bz5
seq_301	seq_607	spike_protein_s1	7chs
seq_301	seq_646	surface_glycoprotein	7kfx
seq_301	seq_652	surface_glycoprotein	7b3o
seq_301	seq_654	spike_protein_s1	7vmu
seq_301	seq_669	spike_protein_s1	7qf0
seq_302	seq_99	pfrh5	8q5d
seq_302	seq_270	spike_glycoprotein	7x91
seq_302	seq_302	spike_protein_s1	7t7b
seq_314	seq_314	tumor_necrosis_factor_receptor_superfamily_member_4	6okm
seq_315	seq_33	gp38	9b8j
seq_315	seq_109	tumor_necrosis_factor_receptor_superfamily_member_5	8yx1
seq_315	seq_223	spike_protein_s1	7wnb
seq_315	seq_315	beta-lactoglobulin	2r56
seq_315	seq_584	proprotein_convertase_subtilisin/kexin_type_9	4k8r
seq_315	seq_615	proprotein_convertase_subtilisin/kexin_type_9	3sqo
seq_315	seq_644	rna_polymerase_sigma_factor	3lev
seq_317	seq_8	hemagglutinin_ha1_chain	9azr
seq_317	seq_12	short_neurotoxin_1	8v13
seq_317	seq_55	t-cell_immunoglobulin_mucin_receptor_3	8tft
seq_317	seq_63	spike_protein_s1	8sdh
seq_317	seq_74	gp38	8vvk
seq_317	seq_84	envelope_glycoprotein_b	8rh0
seq_317	seq_115	spike_glycoprotein	8xi6
seq_317	seq_193	spike_protein_s1	7ytn
seq_317	seq_237	spike_protein_s1	7s5p
seq_317	seq_287	amc009_sosipv5.2_envelope_glycoprotein_gp41	7zlk
seq_317	seq_303	spike_glycoprotein	7wjy
seq_317	seq_317	circumsporozoite_protein	7s0x
seq_317	seq_335	spike_glycoprotein	7f3q
seq_317	seq_351	hemagglutinin_ha1_chain	4m5z
seq_317	seq_415	epidermal_growth_factor_receptor	5xwd
seq_317	seq_431	hemagglutinin_ha1	5ugy
seq_317	seq_447	hemagglutinin	6urm
seq_317	seq_457	receptor_binding_protein	6vy5
seq_317	seq_474	reticulocyte_binding_protein_2b	6wtv
seq_317	seq_491	spike_protein_s1	7q0i
seq_317	seq_504	spike_glycoprotein	7q9j
seq_317	seq_519	pfs25	6b08
seq_317	seq_557	spike_protein_s1	7vyr
seq_317	seq_578	spike_protein_s1	7m3i
seq_317	seq_592	circumsporozoite_protein	7rxi
seq_317	seq_599	receptor_binding_protein	6vy4
seq_317	seq_638	reticulocyte-binding_protein_homolog_5	7phu
seq_317	seq_698	spike_glycoprotein	2dd8
seq_317	seq_707	igg4_rea_fc	1adq
seq_318	seq_318	toll-like_receptor_3	3ulu
seq_323	seq_323	spike_glycoprotein	7wwl
seq_324	seq_324	clade_a/e_93th057_hiv-1_gp120_core	6mfp
seq_329	seq_329	neuraminidase	6v4n
seq_330	seq_330	complement_factor_d	6vmj
seq_330	seq_641	spike_protein_s1	7f15
seq_343	seq_228	spike_glycoprotein	8bbo
seq_343	seq_278	var2csa	7z12
seq_343	seq_343	sgp	6uye
seq_343	seq_399	iron-regulated_surface_determinant_protein_b	5d1q
seq_343	seq_450	hiv-1_gp120_envelope_glycoprotein	3jwo
seq_343	seq_663	interleukin-1_beta	4g6m
seq_348	seq_348	gp41_helix	4khx
seq_348	seq_601	transmembrane_glycoprotein	3ma9
seq_352	seq_352	tissue_factor	1jps
seq_353	seq_353	reticulocyte_binding_protein_homologue_5	6rcv
seq_359	seq_180	circumsporozoite_protein	8dyw
seq_359	seq_251	gametocyte_surface_protein_p230	7uvi
seq_359	seq_283	merozoite_surface_protein_1	8dfg
seq_359	seq_309	major_pollen_allergen_bet_v_1-a	7mxl
seq_359	seq_359	spike_glycoprotein	7akd
seq_362	seq_362	major_capsid_protein	6n8d
seq_369	seq_87	asialoglycoprotein_receptor_1	8ts0
seq_369	seq_88	asialoglycoprotein_receptor_2	8urf
seq_369	seq_369	myeloid-derived_growth_factor	6svl
seq_369	seq_650	cytotoxic_t-lymphocyte_protein_4	6xy2
seq_388	seq_388	proprotein_convertase_subtilisin/kexin_type_9	6u36
seq_390	seq_390	arginase-1	7lf2
seq_394	seq_394	env	6plk
seq_397	seq_397	spike_glycoprotein	7wwm
seq_398	seq_38	outer_surface_protein_c	9bif
seq_398	seq_398	lysozyme_c	2eks
seq_404	seq_334	spike_glycoprotein	7eh5
seq_404	seq_404	toxin_b	5vqm
seq_407	seq_319	toll-like_receptor_3	3ulu
seq_407	seq_407	adiponectin_receptor_protein_2	6yxd
seq_407	seq_600	lysozyme	1bvk
seq_408	seq_408	spike_glycoprotein	7r40
seq_410	seq_410	disintegrin_and_metalloproteinase_domain-containing_protein10_	5l0q
seq_413	seq_413	complement_factor_d	4d9r
seq_414	seq_414	stromal_cell-derived_factor_1	4lmq
seq_417	seq_20	envelopment_polyprotein	8zhq
seq_417	seq_48	envelope_glycoprotein_e	8v5s
seq_417	seq_56	outer_surface_protein_a	8tv3
seq_417	seq_64	reticulocyte-binding_protein-like_protein_5	8qkr
seq_417	seq_70	envelope_glycoprotein_e2	8thz
seq_417	seq_71	gp38	8vww
seq_417	seq_76	spike_protein_s1	8xse
seq_417	seq_77	spike_protein_s1	8xsf
seq_417	seq_85	leukocyte_surface_antigen_cd47	8rp8
seq_417	seq_95	spike_glycoprotein	8jmm
seq_417	seq_98	reticulocyte-binding_protein_homolog_5	8pwx
seq_417	seq_119	spike_protein_s1	8qzr
seq_417	seq_126	long_neurotoxin_2	8sxp
seq_417	seq_138	spike_protein_s1	8cbd
seq_417	seq_139	spike_protein_s1	8cbe
seq_417	seq_148	killer_cell_immunoglobulin-like_receptor_2dl3	8tui
seq_417	seq_157	hemagglutinin	8tp6
seq_417	seq_165	spike_protein_s1	8f0i
seq_417	seq_168	disintegrin_and_metalloproteinase_domain-containing_protein10_	8gh4
seq_417	seq_169	spike_glycoprotein	8gnh
seq_417	seq_171	spike_protein_s1	8gf2
seq_417	seq_177	neuraminidase	8e6j
seq_417	seq_185	isoform_2b_of_gtpase_kras	7yv1
seq_417	seq_190	spike_glycoprotein,fibritin	8cim
seq_417	seq_199	duffy_binding_protein	8a44
seq_417	seq_201	ankyrin_repeat_family_a_protein_2,envelope_e_protein	8cxg
seq_417	seq_205	e2_glycoprotein	8dww
seq_417	seq_218	spike_protein_s1	8hn7
seq_417	seq_226	ciliary_neurotrophic_factor_receptor_subunit_alpha	8d7e
seq_417	seq_256	interleukin-1_beta	7z4t
seq_417	seq_260	tumor_necrosis_factor_receptor_superfamily_member_9	7yxu
seq_417	seq_261	ara_h_2_allergen	8db4
seq_417	seq_263	spike_glycoprotein	7wh8
seq_417	seq_274	spike_glycoprotein	7u9o
seq_417	seq_275	spike_glycoprotein	7u9p
seq_417	seq_276	programmed_cell_death_protein_1	8as0
seq_417	seq_281	spike_glycoprotein	7yr1
seq_417	seq_307	spike_glycoprotein	7cwn
seq_417	seq_311	426c_ds-sosip_d3	6myy
seq_417	seq_313	tumor_necrosis_factor_receptor_superfamily_member_10b	3x3f
seq_417	seq_328	spike_glycoprotein	7ws1
seq_417	seq_340	spike_glycoprotein	7s6j
seq_417	seq_347	arginase-1	7lex
seq_417	seq_360	interleukin-1_beta	5mvz
seq_417	seq_365	triggering_receptor_expressed_on_myeloid_cells_2	6yye
seq_417	seq_366	spike_protein_s1	7ejz
seq_417	seq_375	spike_protein_s1	7si2
seq_417	seq_377	spike_glycoprotein	7k8s
seq_417	seq_379	gtpase_hras	2vh5
seq_417	seq_386	spike_protein_s1	7qf1
seq_417	seq_391	influenza_a_virus	5xku
seq_417	seq_406	triggering_receptor_expressed_on_myeloid_cells_2	6ymq
seq_417	seq_417	epidermal_growth_factor_receptor	3b2u
seq_417	seq_427	protein_l	1hez
seq_417	seq_438	programmed_cell_death_1_ligand_1	5ggt
seq_417	seq_443	hemagglutinin	4yk4
seq_417	seq_446	neuraminidase	6pzz
seq_417	seq_460	programmed_cell_death_protein_1	5ggr
seq_417	seq_470	spike_glycoprotein	7r7n
seq_417	seq_472	neuraminidase	6u02
seq_417	seq_479	immunoglobulin_g_binding_protein_a	1dee
seq_417	seq_481	spike_protein_s1	7e86
seq_417	seq_493	interleukin-34	4dkf
seq_417	seq_496	surface_glycoprotein	7pry
seq_417	seq_499	major_capsid_protein	6n81
seq_417	seq_503	neurogenic_locus_notch_homolog_protein_3	5czx
seq_417	seq_506	reticulocyte_binding_protein_2b	6woz
seq_417	seq_554	spike_glycoprotein	7kqb
seq_417	seq_564	spike_protein_s1	7or9
seq_417	seq_571	cadherin-6	5veb
seq_417	seq_576	adp-ribosyl_cyclase/cyclic_adp-ribose_hydrolase_1	7dha
seq_417	seq_598	leucine-rich_repeat_and_immunoglobulin-like_domain-containing_nogo_receptor-interacting_protein_1_	4oqt
seq_417	seq_604	spike_protein_s1	7lop
