seq_rep	seq_member	antigen_member	pdb_member
seq_42	seq_28	beta-arrestin-1,soluble_cytochrome_b562	9dng
seq_42	seq_42	nora-bril(3a)_fusion	9b3k
seq_42	seq_124	hyaluronan_synthase_1	8smm
seq_42	seq_178	solute_carrier_organic_anion_transporter_family_member_1b3	8pg0
seq_42	seq_493	chimera_of_soluble_cytochrome_b562_(bril)_and_neuronalacetylcholine_receptor_subunit_alpha-4_	6usf
seq_42	seq_527	ion_transport_protein,voltage-gated_sodium_channel	7pgb
seq_42	seq_791	25_kda_ookinete_surface_antigen	6phc
seq_43	seq_43	glycoprotein_c	9b8j
seq_44	seq_44	hemagglutinin-neuraminidase	9b2w
seq_45	seq_45	nkg2-d_type_ii_integral_membrane_protein	9dh2
seq_47	seq_47	spike_glycoprotein	9c44
seq_48	seq_48	isoform_vegf121_of_vascular_endothelial_growth_factor_a,long_form_	8uwz
seq_51	seq_51	hemagglutinin	9bdg
seq_53	seq_53	hemagglutinin	8us0
seq_54	seq_54	angiopoietin-2	8vgp
seq_54	seq_695	vascular_endothelial_growth_factor_a	2fjg
seq_54	seq_890	neuropilin-1	2qqn
seq_58	seq_58	receptor_tyrosine-protein_kinase_erbb-2/higg1_fc_domainfusion_	8vqd
seq_59	seq_59	ch848_de3_sosip_gp120	8vgv
seq_60	seq_60	spike_protein_s1	8wfh
seq_63	seq_63	spike_glycoprotein	8y4a
seq_65	seq_65	pcrv	9jbq
seq_65	seq_150	envelope_glycoprotein_gp160	8sxj
seq_65	seq_862	ecd	6o9i
seq_66	seq_66	envelope_glycoprotein_e2	8tzy
seq_70	seq_70	outer_surface_protein_a	8tvd
seq_70	seq_835	b-lymphocyte_antigen_cd19	6al5
seq_74	seq_74	spike_glycoprotein	8keo
seq_75	seq_75	9mer_peptide,beta-2-microglobulin,mhc_class_i_antigenchimera_	8tnj
seq_76	seq_76	9mer_peptide,beta-2-microglobulin,mhc_class_i_antigenchimera_	8tnj
seq_77	seq_77	capsid_protein_vp1	8u5l
seq_81	seq_80	spike_glycoprotein	8yww
seq_81	seq_81	spike_protein_s2'	8ywx
seq_82	seq_82	envelope_glycoprotein_e2	8tgv
seq_84	seq_84	transforming_growth_factor_beta-1_proprotein	8udz
seq_85	seq_85	spike_glycoprotein	8q5y
seq_87	seq_87	rh5-34em	8rz1
seq_91	seq_91	spike_protein_s1	8xsj
seq_93	seq_93	erythropoietin_receptor	8vui
seq_95	seq_95	envelope_glycoprotein_b	8rh0
seq_97	seq_14	short_neurotoxin_1	8v13
seq_97	seq_24	spike_glycoprotein	9aru
seq_97	seq_39	t-cell-specific_surface_glycoprotein_cd28	8s6z
seq_97	seq_68	t-cell_immunoglobulin_mucin_receptor_3	8tft
seq_97	seq_88	spike_protein_s1	8xse
seq_97	seq_96	leukocyte_surface_antigen_cd47	8rp8
seq_97	seq_97	programmed_cell_death_1_ligand_1	8rpb
seq_97	seq_122	glycoprotein_g	8k3c
seq_97	seq_247	interleukin-17a	8dy1
seq_97	seq_315	spike_protein_s1	8dxt
seq_97	seq_334	programmed_cell_death_protein_1	8as0
seq_97	seq_376	spike_protein_s1	7wog
seq_97	seq_386	interleukin-17a	2vxs
seq_97	seq_434	spike_protein_s1	7mzk
seq_97	seq_473	spike_protein_s1	7dpm
seq_97	seq_531	hemagglutinin	6ii8
seq_97	seq_590	fibroblast_growth_factor_19	6ktr
seq_97	seq_603	reticulocyte_binding_protein_2b	6wtv
seq_97	seq_608	env	6uta
seq_97	seq_622	membrane-type_serine_protease_1	3bn9
seq_97	seq_623	erythropoietin_receptor	4y5x
seq_97	seq_675	factor_h_binding_protein	7lcv
seq_97	seq_689	reticulocyte_binding_protein_2b	6wtu
seq_97	seq_802	spike_protein_s1	7s0b
seq_97	seq_808	interferon_alpha-1/13	3ux9
seq_97	seq_814	chitinase_3-like_1_(cartilage_glycoprotein-39),_isoformcra_a_	7cj2
seq_97	seq_874	complement_c5	4uu9
seq_98	seq_50	spike_glycoprotein	8wyj
seq_98	seq_98	cne40_sosip_envelope_glycoprotein_gp120	8tr3
seq_98	seq_142	c-x-c_chemokine_receptor_type_4	8u4q
seq_98	seq_192	alkaline_phosphatase,_tissue-nonspecific_isozyme	7yix
seq_98	seq_308	leukocyte_surface_antigen_cd47	7wn8
seq_98	seq_409	fusion_glycoprotein_f0	7lue
seq_98	seq_414	fusion_glycoprotein_f0	7luc
seq_98	seq_441	arginase-1	7lex
seq_98	seq_498	hemagglutinin	5k9o
seq_98	seq_566	neuraminidase	6pzz
seq_98	seq_569	spike_glycoprotein	7m6g
seq_98	seq_715	receptor_tyrosine-protein_kinase_erbb-2	3wlw
seq_98	seq_742	25_kda_ookinete_surface_antigen	6b0g
seq_98	seq_788	kr1	6wh9
seq_98	seq_836	25_kda_ookinete_surface_antigen	6b0e
seq_99	seq_99	asialoglycoprotein_receptor_1	8ts0
seq_100	seq_100	asialoglycoprotein_receptor_2	8urf
seq_101	seq_101	der_p_2_variant_3	8vk1
seq_102	seq_102	glutamate_receptor_ionotropic,_nmda_1	8jiz
seq_103	seq_103	spike_glycoprotein	8hlc
seq_103	seq_186	disintegrin_and_metalloproteinase_domain-containing_protein10_	8gh4
seq_103	seq_249	spike_protein_s1	7wn2
seq_103	seq_276	glypican-2	6wjl
seq_103	seq_471	triggering_receptor_expressed_on_myeloid_cells_2	6yye
seq_103	seq_555	spike_protein_s1	7cdj
seq_103	seq_584	spike_protein_s1	6xkp
seq_104	seq_104	spike_glycoprotein	8hld
seq_105	seq_105	spike_glycoprotein	8jmm
seq_106	seq_106	reticulocyte-binding_protein_homolog_5	8pwv
seq_106	seq_423	spike_glycoprotein	7s6j
seq_107	seq_107	reticulocyte-binding_protein_homolog_5	8pwx
seq_109	seq_109	spike_protein	8r9w
seq_111	seq_111	spike_protein	8r9y
seq_114	seq_114	protein_opg190	8xs3
seq_115	seq_115	spike_glycoprotein	8yro
seq_116	seq_116	spike_glycoprotein	8swh
seq_116	seq_805	spike_glycoprotein	7l2d
seq_117	seq_117	spike_protein_s1	8suo
seq_118	seq_118	spike_glycoprotein	8zby
seq_121	seq_121	tumor_necrosis_factor_receptor_superfamily_member_5	8yx9
seq_123	seq_123	envelope_glycoprotein_gp350	8sm1
seq_123	seq_323	spike_glycoprotein	7x8w
seq_125	seq_125	interleukin-17f	8ruu
seq_125	seq_172	fp15	8fdo
seq_126	seq_126	hemagglutinin-neuraminidase	8tqi
seq_127	seq_127	spike_glycoprotein	8xi6
seq_131	seq_131	spike_protein_s1	8qzr
seq_132	seq_20	spike_glycoprotein,fibritin,spike_glycoprotein,fibritin,spike_glycoprotein,fibritin,expression_tag_	8z6r
seq_132	seq_21	spike_glycoprotein,fibritin,expression_tag	8z6u
seq_132	seq_62	glutamate_receptor_ionotropic,_nmda_1	8vus
seq_132	seq_69	outer_surface_protein_a	8tv3
seq_132	seq_71	outer_surface_protein_a	8tvj
seq_132	seq_78	spike_protein_s1	8sdh
seq_132	seq_112	gn	8wsn
seq_132	seq_132	neuraminidase	8u1c
seq_132	seq_243	spike_protein_s1	8bsf
seq_132	seq_357	spike_glycoprotein	8dzh
seq_132	seq_360	thyrotropin_receptor	7xw7
seq_132	seq_362	spike_glycoprotein	7upl
seq_132	seq_463	interleukin-1_beta	5mvz
seq_132	seq_524	spike_glycoprotein	7m6e
seq_132	seq_542	leukocyte_surface_antigen_cd47	5tz2
seq_132	seq_644	spike_glycoprotein	7k8v
seq_132	seq_716	spike_glycoprotein	7v2a
seq_132	seq_719	surface_glycoprotein	7bnv
seq_132	seq_849	membrane_glycoprotein_polyprotein	5y11
seq_132	seq_853	outer_surface_protein_a	7jwg
seq_132	seq_901	spike_protein_s1	7n4i
seq_133	seq_133	envelope_glycoprotein_e2	8w0v
seq_134	seq_134	envelope_glycoprotein_e2	8w0w
seq_137	seq_137	v-type_immunoglobulin_domain-containing_suppressor_of_t-cell_activation_	8tbq
seq_138	seq_138	tumor_necrosis_factor_receptor_superfamily_member_9	8oz3
seq_139	seq_139	spike_glycoprotein,fibritin	8r1d
seq_141	seq_141	spike_protein_s1	8sit
seq_144	seq_144	neuraminidase	8gav
seq_145	seq_145	t-cell_immunoreceptor_with_ig_and_itim_domains	8jel
seq_151	seq_151	capsid_protein	8i5l
seq_152	seq_152	spike_glycoprotein,fibritin	8qpr
seq_154	seq_143	protein-arginine_deiminase_type-4	8smk
seq_154	seq_154	heme/hemoglobin_uptake_outer_membrane_receptor_phur	8the
seq_155	seq_155	envelope_glycoprotein_b	8kfa
seq_156	seq_156	spike_protein_s1	7y3n
seq_161	seq_18	neuraminidase	8z4e
seq_161	seq_108	pfrh5	8q5d
seq_161	seq_136	long_neurotoxin_2	8sxp
seq_161	seq_161	killer_cell_immunoglobulin-like_receptor_2dl3	8tui
seq_161	seq_241	spike_protein_s1	8dnn
seq_161	seq_274	spike_glycoprotein	7v5k
seq_161	seq_321	spike_glycoprotein	7wtf
seq_161	seq_439	c-c_motif_chemokine_2	4dn4
seq_161	seq_465	virion_spike_glycoprotein_1	7kfh
seq_161	seq_484	4e10_epitope_scaffold_t117	4m8q
seq_161	seq_494	immunoglobulin_g-binding_protein_g_(domain_iii)	6o41
seq_161	seq_495	suppressor_of_tumorigenicity_14_protein	3nps
seq_161	seq_500	spike_protein_s1	7dk0
seq_161	seq_504	c-x-c_motif_chemokine_13	5cbe
seq_161	seq_607	transmembrane_glycoprotein	2cmr
seq_161	seq_630	c-x-c_motif_chemokine_13	5cba
seq_161	seq_672	envelope_glycoprotein_gp120	6u0n
seq_161	seq_683	spike_protein_s1	7wi0
seq_161	seq_762	transmembrane_glycoprotein	3ma9
seq_161	seq_769	spike_glycoprotein	4xak
seq_161	seq_854	interleukin-2_receptor_subunit_alpha	6yio
seq_161	seq_872	hemagglutinin	5vag
seq_161	seq_882	spike_protein_s1	7mf1
seq_161	seq_893	spike_protein	6c6z
seq_163	seq_163	fusion_glycoprotein_f0	8t9z
seq_165	seq_165	spike_protein_s1	8bg1
seq_167	seq_167	neuraminidase	8ez7
seq_168	seq_168	spike_protein_s1	8hes
seq_170	seq_170	protein-glutamine_gamma-glutamyltransferase_e_27_kda_non-catalytic_chain_	8oxv
seq_175	seq_175	programmed_cell_death_protein_1	8gy5
seq_176	seq_176	tumor_necrosis_factor_receptor_superfamily_member_1b,maltose/maltodextrin-binding_periplasmic_protein_	8hlb
seq_177	seq_177	spike_glycoprotein	8i3u
seq_181	seq_181	transforming_growth_factor_beta-1_proprotein	4kv5
seq_183	seq_183	plasma_kallikrein_light_chain	8fgx
seq_183	seq_559	leukocyte_surface_antigen_cd47	5iwl
seq_185	seq_185	spike_protein_s1	8gpy
seq_187	seq_187	guanylyl_cyclase_c	8ghp
seq_189	seq_189	spike_protein_s1	8gf2
seq_189	seq_658	cap228_autologous_scaffolded_v1v2	6fy1
seq_190	seq_190	envelope_glycoprotein_o	8tco
seq_191	seq_191	envelope_protein_ul128	8tea
seq_193	seq_193	envelope_glycoprotein_b	7yrn
seq_195	seq_38	hemagglutinin	8ume
seq_195	seq_195	rsv_fusion_protein	8dzw
seq_195	seq_201	structurally_designed_hmpv_f_protein_hmpv_v3b_d12_ds454,fibritin_	8f6x
seq_195	seq_288	gametocyte_surface_protein_p230	7u9e
seq_195	seq_350	fusion_glycoprotein_f0	7tjq
seq_195	seq_492	receptor_tyrosine-protein_kinase_erbb-2	6att
seq_195	seq_512	induced_myeloid_leukemia_cell_differentiation_protein_mcl-1homolog,induced_myeloid_leukemia_cell_differentiation_protein_mcl-1_	5mes
seq_195	seq_841	circumsporozoite_protein	6b0s
seq_196	seq_196	tumor_necrosis_factor_receptor_superfamily_member_4	7yk4
seq_199	seq_199	circumsporozoite_protein	8dz3
seq_200	seq_197	circumsporozoite_protein	8dyw
seq_200	seq_200	circumsporozoite_protein	8dz4
seq_202	seq_202	beta-mammal_toxin_cn2	2ybr
seq_205	seq_205	spike_protein_s1	7yh6
seq_206	seq_206	spike_protein_s1	8el2
seq_207	seq_207	hcv_e2_ectodomain,_synzip2_scaffold_fusion	8fsj
seq_209	seq_209	adp-ribosyl_cyclase/cyclic_adp-ribose_hydrolase_1	8byu
seq_210	seq_210	spike_glycoprotein	8gto
seq_211	seq_211	neuropilin-2	8ivw
seq_212	seq_212	spike_glycoprotein,fibritin	8cim
seq_213	seq_213	sialic_acid-binding_ig-like_lectin_15	7zoz
seq_214	seq_214	spike_protein_s1	7ytn
seq_215	seq_215	spike_glycoprotein	7yvi
seq_216	seq_216	spike_glycoprotein	7y6l
seq_221	seq_221	mesothelin,_cleaved_form	8cyh
seq_222	seq_222	mesothelin,_cleaved_form	8cz8
seq_223	seq_223	duffy_binding_protein	8a44
seq_224	seq_224	interleukin-13,_human	8blq
seq_225	seq_225	ankyrin_repeat_family_a_protein_2,envelope_e_protein	8cxg
seq_226	seq_220	ankyrin_repeat_family_a_protein_2,envelope_e_protein	8cxi
seq_226	seq_226	glycoprotein_g2	8eji
seq_226	seq_428	envelope_glycoprotein_e	4ut6
seq_228	seq_72	spike_glycoprotein,fibritin,expression_tag	8zhe
seq_228	seq_204	programmed_cell_death_1_ligand_1	5xj4
seq_228	seq_228	spike_protein_s1	7vzt
seq_228	seq_246	spike_protein_s1	7xsb
seq_228	seq_403	spike_glycoprotein	7wwl
seq_228	seq_511	sars-cov-2_spike_glycoprotein	7jva
seq_228	seq_565	sars-cov-2_spike_glycoprotein	7jv4
seq_228	seq_599	neuraminidase	6u02
seq_228	seq_800	spike_glycoprotein	7laa
seq_229	seq_229	leukocyte_surface_antigen_cd47	7xjf
seq_230	seq_162	factor_h-binding_protein	8bk2
seq_230	seq_230	e2_glycoprotein	8dww
seq_231	seq_231	e2_glycoprotein	8dwy
seq_232	seq_232	neuraminidase	8g30
seq_233	seq_233	neuraminidase	8g3m
seq_234	seq_234	neuraminidase	8g3q
seq_236	seq_236	envelope_polyprotein	8ahn
seq_238	seq_238	spike_glycoprotein	8cwj
seq_238	seq_641	spike_glycoprotein	7kzb
seq_239	seq_239	spike_glycoprotein	8cwj
seq_240	seq_240	spike_protein_s1	8cwk
seq_242	seq_242	tyrosine-protein_phosphatase_non-receptor_type_substrate_1	7st5
seq_245	seq_245	spike_protein_s1	8hn7
seq_257	seq_25	hiv-1_bg505_ds-sosip_glycoprotein_gp120	9aug
seq_257	seq_255	envelope_glycoprotein_gp160	8saz
seq_257	seq_257	ch848.10.17_gp120	8sb1
seq_257	seq_443	envelope_glycoprotein_gp120	6um7
seq_258	seq_252	ch848.10.17_gp120	8sas
seq_258	seq_253	ch848.10.17_gp120	8sau
seq_258	seq_258	ch848.10.17.sosip_gp120	8sb2
seq_258	seq_261	ch848.10.17.sosip_gp120	8sb5
seq_259	seq_254	ch848.10.17_gp120	8say
seq_259	seq_256	ch848.10.17.sosip_gp120	8sb0
seq_259	seq_259	ch848.10.17_gp120	8sb3
seq_259	seq_260	ch848.10.17_gp120	8sb4
seq_262	seq_262	ciliary_neurotrophic_factor_receptor_subunit_alpha	8d7e
seq_263	seq_263	ciliary_neurotrophic_factor_receptor_subunit_alpha	8d7e
seq_264	seq_264	adp-ribosyl_cyclase/cyclic_adp-ribose_hydrolase_1	8il3
seq_265	seq_265	spike_glycoprotein	7x95
seq_268	seq_159	spike_protein_s1	8hrd
seq_268	seq_268	spike_glycoprotein	7xdl
seq_268	seq_320	outer_surface_protein_a	7t25
seq_268	seq_764	spike_glycoprotein	7ezv
seq_269	seq_269	spike_glycoprotein	7ru8
seq_271	seq_271	spike_protein_s1	7s5q
seq_280	seq_280	low-density_lipoprotein_receptor-related_protein_6	8ffe
seq_282	seq_282	spike_protein_s1	7wsc
seq_282	seq_294	gametocyte_surface_protein_p230	7ui1
seq_285	seq_285	fusion_glycoprotein_f0	8dg8
seq_287	seq_287	gametocyte_surface_protein_p230	7u9e
seq_289	seq_289	gametocyte_surface_protein_p230	7u9w
seq_290	seq_290	gametocyte_surface_protein_p230	7ua2
seq_292	seq_86	rh5-34em	8rz0
seq_292	seq_292	gametocyte_surface_protein_p230	7ubs
seq_292	seq_485	spike_protein_s1	6xkq
seq_293	seq_293	gametocyte_surface_protein_p230	7ucq
seq_295	seq_295	gametocyte_surface_protein_p230	7uvh
seq_296	seq_296	gametocyte_surface_protein_p230	7uvi
seq_298	seq_298	gametocyte_surface_protein_p230	7uvq
seq_302	seq_301	interleukin-17a	7z2m
seq_302	seq_302	interleukin-1_beta	7z4t
seq_303	seq_303	cadmium_and_zinc_efflux_pump_fief	8f6e
seq_303	seq_740	dass_family_sodium-coupled_anion_symporter	6ww5
seq_304	seq_304	spike_protein_s1	7wr9
seq_307	seq_307	tumor_necrosis_factor_receptor_superfamily_member_9	7yxu
seq_309	seq_309	spike_protein_s1	7wqv
seq_309	seq_437	envelope_glycoprotein_e2	6wo5
seq_309	seq_474	fusion_glycoprotein_f0	4jhw
seq_309	seq_575	fusion_glycoprotein_f0	5udc
seq_311	seq_311	ara_h_2_allergen	8db4
seq_311	seq_406	tyrosine-protein_phosphatase_non-receptor_type_substrate_1	6nms
seq_313	seq_313	spike_glycoprotein	7wh8
seq_316	seq_316	envelope_protein_e	8dv6
seq_316	seq_682	spike_protein_s1	7wi0
seq_317	seq_317	surface_glycoprotein	7wch
seq_318	seq_318	spike_glycoprotein	7ykj
seq_319	seq_319	core_protein	7wur
seq_322	seq_310	spike_glycoprotein	8d48
seq_322	seq_322	4f2_cell-surface_antigen_heavy_chain	7df1
seq_322	seq_505	spike_glycoprotein	7k8w
seq_322	seq_701	spike_glycoprotein	7rw2
seq_322	seq_743	t-cell_immunoreceptor_with_ig_and_itim_domains	7vyt
seq_328	seq_328	spike_protein_s1	8dwa
seq_330	seq_330	hla-a*02	8eb2
seq_331	seq_331	spike_glycoprotein	7u9o
seq_332	seq_332	spike_glycoprotein	7u9p
seq_333	seq_333	spike_glycoprotein	7xmz
seq_336	seq_336	transmembrane_protein_gp41	7sd3
seq_338	seq_338	var2csa	7z12
seq_340	seq_340	envelope_protein	8gpx
seq_341	seq_341	spike_glycoprotein_s1	7vng
seq_341	seq_372	stromal_cell-derived_factor_1	7sk3
seq_343	seq_343	t-cell_surface_glycoprotein_cd8_alpha_chain	7uvf
seq_344	seq_344	merozoite_surface_protein_1	8dfi
seq_345	seq_345	mhc_class_i_chain-related_protein_a	7s7i
seq_348	seq_348	angiotensin-converting_enzyme_2	8e7m
seq_349	seq_349	fusion_glycoprotein_f0	7tjq
seq_352	seq_352	serine_protease_htra1	7sjn
seq_354	seq_158	spike_protein_s1	8k5g
seq_354	seq_166	spike_glycoprotein	8bg8
seq_354	seq_184	spike_protein_s1	8gsb
seq_354	seq_251	spike_glycoprotein	7xj6
seq_354	seq_270	spike_protein_s1	7s5q
seq_354	seq_277	spike_protein_s1	7s5r
seq_354	seq_325	spike_glycoprotein	7x91
seq_354	seq_354	spike_glycoprotein	8dad
seq_354	seq_369	spike_glycoprotein,envelope_glycoprotein	7qti
seq_354	seq_379	spike_protein_s1	7orb
seq_354	seq_510	spike_protein_s1	7x7o
seq_354	seq_521	spike_glycoprotein	7tcc
seq_354	seq_570	spike_glycoprotein	7beo
seq_354	seq_571	clade_a/e_93th057_hiv-1_gp120_core	6mg7
seq_354	seq_602	spike_protein_s1	7qez
seq_354	seq_613	spike_protein_s1	7l7e
seq_354	seq_724	sars-cov-2_spike_glycoprotein	7lrt
seq_354	seq_727	spike_glycoprotein	7e3k
seq_354	seq_760	spike_protein_s1	7r6x
seq_354	seq_851	spike_protein_s1	7rr0
seq_355	seq_13	spike_glycoprotein	9bj3
seq_355	seq_73	spike_glycoprotein	8zho
seq_355	seq_250	spike_glycoprotein	7xj6
seq_355	seq_314	spike_glycoprotein	7x25
seq_355	seq_355	spike_glycoprotein	8dlr
seq_355	seq_364	nucleoprotein	7sue
seq_355	seq_422	spike_protein_s1	7cyv
seq_355	seq_497	spike_protein_s1	7qf1
seq_355	seq_556	glycoprotein_g	6cmg
seq_355	seq_789	spike_protein_s1	7kmg
seq_355	seq_793	s_protein	5gmq
seq_355	seq_795	spike_protein_s1	7djz
seq_356	seq_356	spike_glycoprotein	8dlw
seq_359	seq_359	spike_glycoprotein	7v3l
seq_359	seq_573	surface_glycoprotein	7q9f
seq_359	seq_850	polyprotein	6bkd
seq_361	seq_361	spike_glycoprotein	7zbu
seq_365	seq_365	gametocyte_surface_protein_p45/48	7unb
seq_365	seq_737	mucosal_addressin_cell_adhesion_molecule_1	4hcr
seq_366	seq_366	spike_glycoprotein	7v23
seq_368	seq_208	coagulation_factor_ix_heavy_chain	8ol9
seq_368	seq_368	spike_glycoprotein,envelope_glycoprotein	7qti
seq_373	seq_373	atypical_chemokine_receptor_3	7sk3
seq_373	seq_525	protein_mj0480	5c8j
seq_374	seq_374	spike_glycoprotein	7wo4
seq_374	seq_489	spike_glycoprotein	7dzy
seq_375	seq_273	spike_glycoprotein	7ru4
seq_375	seq_375	spike_glycoprotein	7woa
seq_377	seq_377	spike_protein_s1	7wp0
seq_378	seq_378	spike_protein_s1	7orb
seq_382	seq_382	spike_glycoprotein	7cwn
seq_383	seq_383	interferon_alpha-2	4ypg
seq_384	seq_384	major_pollen_allergen_bet_v_1-a	7mxl
seq_385	seq_385	major_pollen_allergen_bet_v_1-a	7mxl
seq_389	seq_389	envelope_glycoprotein_h	7t4r
seq_390	seq_390	envelope_glycoprotein_h	7t4r
seq_391	seq_391	vrc42_epitope_t117-f_scaffold	6mto
seq_392	seq_392	tumor_necrosis_factor_receptor_superfamily_member_10b	3x3f
seq_393	seq_393	tumor_necrosis_factor_receptor_superfamily_member_4	6okm
seq_394	seq_394	beta-lactoglobulin	2r56
seq_395	seq_286	fusion_glycoprotein_f0	8dg9
seq_395	seq_339	interleukin-27_subunit_alpha	7zxk
seq_395	seq_395	circumsporozoite_protein	7s0x
seq_395	seq_750	circumsporozoite_protein	7rxi
seq_396	seq_396	glycoprotein_41	6cde
seq_397	seq_306	spike_protein_s1	7ycl
seq_397	seq_351	fusion_glycoprotein_f0	7tl0
seq_397	seq_367	thyrotropin_receptor	7t9n
seq_397	seq_397	toll-like_receptor_3	3ulu
seq_398	seq_398	toll-like_receptor_3	3ulu
seq_399	seq_399	integrin_alpha-l	3hi6
seq_402	seq_402	interleukin-17a	4qhu
seq_404	seq_291	gametocyte_surface_protein_p230	7ua8
seq_404	seq_404	clade_a/e_93th057_hiv-1_gp120_core	6mfp
seq_407	seq_407	gp120,_bg505_sosip.664_t332n	7pc2
seq_408	seq_120	spike_protein_s1	8qrf
seq_408	seq_408	spike_glycoprotein	7ws1
seq_410	seq_387	spike_glycoprotein	7mw6
seq_410	seq_410	complement_factor_d	6vmj
seq_411	seq_411	insulin-degrading_enzyme	5uoe
seq_412	seq_412	glucagon_receptor	4ers
seq_413	seq_413	spike_glycoprotein	7eh5
seq_415	seq_135	interleukin-6_receptor_subunit_alpha	8iow
seq_415	seq_415	spike_glycoprotein	7f3q
seq_416	seq_416	spike_glycoprotein	7f3q
seq_418	seq_418	il13	7rew
seq_419	seq_419	megakaryocyte_and_platelet_inhibitory_receptor_g6b	6r0x
seq_420	seq_420	duffy_binding_surface_protein_region_ii	6oao
seq_421	seq_421	hemagglutinin	5ibl
seq_424	seq_424	spike_glycoprotein	7mw3
seq_424	seq_519	interleukin-2_receptor_subunit_alpha	3nfp
seq_425	seq_425	receptor_tyrosine-protein_kinase_erbb-3	5cus
seq_430	seq_430	sgp	6uye
seq_432	seq_432	hemagglutinin	3whe
seq_433	seq_129	vp1	8jg5
seq_433	seq_433	spike_protein_s1	7mzk
seq_435	seq_435	programmed_cell_death_protein_1	7vux
seq_436	seq_436	envelope_glycoprotein_e2	6wo5
seq_438	seq_438	hiv-1_clade_ae_gp120_core	6bf4
seq_440	seq_440	envelope_glycoprotein_gp120	7ly9
