seq_rep	seq_member	antigen_member	pdb_member
seq_117	seq_117	envelope_glycoprotein_e2	8thz
seq_124	seq_124	rh5-34em	8rz1
seq_126	seq_126	spike_protein_s1	8xse
seq_129	seq_45	mhc_class_i_antigen	8t6m
seq_129	seq_66	spike_glycoprotein	9c44
seq_129	seq_114	spike_glycoprotein	8yww
seq_129	seq_115	spike_protein_s2'	8ywx
seq_129	seq_129	spike_protein_s1	8xsj
seq_129	seq_146	spike_glycoprotein	8yz5
seq_129	seq_151	reticulocyte-binding_protein_homolog_5	8pwu
seq_129	seq_155	pfrh5	8q5d
seq_129	seq_178	tumor_necrosis_factor_receptor_superfamily_member_5	8yx1
seq_129	seq_188	spike_protein_s1	8f2x
seq_129	seq_317	spike_protein_s1	8e1g
seq_129	seq_332	spike_glycoprotein	7wt7
seq_129	seq_389	spike_protein_s1	8bcz
seq_129	seq_390	spike_protein_s1	8bcz
seq_129	seq_397	spike_protein_s1	7s5q
seq_129	seq_437	spike_protein_s1	7ycl
seq_129	seq_454	spike_protein_s1	7t72
seq_129	seq_462	spike_glycoprotein	7x91
seq_129	seq_463	spike_glycoprotein	7x92
seq_129	seq_499	fusion_glycoprotein_f0	7tl0
seq_129	seq_511	spike_glycoprotein	7upl
seq_129	seq_524	spike_protein_s1	7t7b
seq_129	seq_629	spike_glycoprotein	7czu
seq_129	seq_666	hepatocyte_growth_factor_receptor	5lsp
seq_129	seq_683	spike_protein_s1	7pqy
seq_129	seq_714	hemagglutinin	7kqh
seq_129	seq_752	hemagglutinin_ha1_chain	7mem
seq_129	seq_788	fusion_glycoprotein_f1,fibritin	7mmn
seq_129	seq_872	epidermal_growth_factor_receptor	5sx4
seq_129	seq_880	neurogenic_locus_notch_homolog_protein_3	5czx
seq_129	seq_902	spike_glycoprotein,fibritin	7zrc
seq_129	seq_919	hemagglutinin	7kqg
seq_129	seq_922	426c.tm4deltav1-3_gp120	5fec
seq_129	seq_965	spike_protein_s1	7fcp
seq_129	seq_974	spike_glycoprotein	7s0c
seq_129	seq_1068	spike_protein_s1	7kmh
seq_129	seq_1075	spike_glycoprotein	7s0d
seq_129	seq_1077	coagulation_factor_xi	6hhc
seq_129	seq_1102	spike_protein_s1	7s0b
seq_129	seq_1103	25_kda_ookinete_surface_antigen	6phb
seq_129	seq_1141	envelope_glycoprotein_l	7m30
seq_129	seq_1150	spike_glycoprotein	7nd3
seq_129	seq_1198	spike_glycoprotein	7czq
seq_129	seq_1248	spike_glycoprotein	7ntc
seq_130	seq_130	pro-secreted_protein_orf2	8pmz
seq_132	seq_132	hemagglutinin	8ghk
seq_132	seq_340	leukocyte_surface_antigen_cd47	7xjf
seq_132	seq_407	t18.1_major_pilin_backbone_protein_t-antigen	8f5n
seq_132	seq_1148	interleukin-1_beta	4g6m
seq_132	seq_1158	interleukin-17a	5n7w
seq_139	seq_139	programmed_cell_death_1_ligand_1	8rpb
seq_141	seq_141	asialoglycoprotein_receptor_1	8ts0
seq_142	seq_142	asialoglycoprotein_receptor_2	8urf
seq_145	seq_145	glutamate_receptor_ionotropic,_nmda_1	8jiz
seq_148	seq_148	spike_glycoprotein	8hld
seq_152	seq_152	reticulocyte-binding_protein_homolog_5	8pwv
seq_153	seq_153	reticulocyte-binding_protein_homolog_5	8pww
seq_159	seq_159	gn	8wsn
seq_161	seq_10	h1h5_ha	9mer
seq_161	seq_161	glycoprotein_c	8wsu
seq_161	seq_348	spike_glycoprotein	8h07
seq_161	seq_356	tyrosine-protein_phosphatase_non-receptor_type_substrate_1	7st5
seq_161	seq_750	hemagglutinin	6e4x
seq_164	seq_164	spike_glycoprotein	8yro
seq_164	seq_671	suppressor_of_tumorigenicity_14_protein	3nps
seq_164	seq_851	growth/differentiation_factor_8	6umx
seq_164	seq_1113	interferon_alpha-1/13	3ux9
seq_165	seq_165	spike_glycoprotein	9fgr
seq_166	seq_52	aquaporin-4	8v9d
seq_166	seq_166	spike_glycoprotein,fibritin	9fgs
seq_166	seq_344	6-deoxyerythronolide_b_synthase	8ee1
seq_166	seq_785	hemagglutinin	6xq0
seq_166	seq_875	envelope_glycoprotein_e2	6uyg
seq_166	seq_926	factor_h_binding_protein	7lcv
seq_166	seq_1133	envelope_glycoprotein_d	3w9e
seq_172	seq_172	hemagglutinin	8tnl
seq_173	seq_173	hemagglutinin	8toa
seq_176	seq_176	spike_protein_s1	8qrf
seq_179	seq_179	tumor_necrosis_factor_receptor_superfamily_member_5	8yx9
seq_183	seq_183	interleukin-17f	8ruu
seq_184	seq_184	hemagglutinin-neuraminidase	8tqi
seq_187	seq_187	spike_glycoprotein	8xi6
seq_193	seq_64	hemagglutinin	8uzc
seq_193	seq_113	spike_glycoprotein	8yww
seq_193	seq_149	spike_glycoprotein	8jmm
seq_193	seq_193	spike_protein_s1	8qzr
seq_193	seq_241	killer_cell_immunoglobulin-like_receptor_2dl3	8tui
seq_193	seq_281	spike_glycoprotein	8gnh
seq_193	seq_302	beta-mammal_toxin_cn2	2ybr
seq_193	seq_418	gametocyte_surface_protein_p230	7ua2
seq_193	seq_422	gametocyte_surface_protein_p230	7ucq
seq_193	seq_428	gametocyte_surface_protein_p230	7uvq
seq_193	seq_432	interleukin-17a	7z2m
seq_193	seq_433	interleukin-1_beta	7z4t
seq_193	seq_446	spike_glycoprotein	7wh8
seq_193	seq_470	spike_glycoprotein	7u9o
seq_193	seq_547	426c_ds-sosip_d3	6myy
seq_193	seq_551	tumor_necrosis_factor_receptor_superfamily_member_10b	3x3f
seq_193	seq_565	spike_glycoprotein	7wwl
seq_193	seq_587	spike_glycoprotein	7s6j
seq_193	seq_608	arginase-1	7lex
seq_193	seq_634	interleukin-1_beta	5mvz
seq_193	seq_680	proprotein_convertase_subtilisin/kexin_type_9	6u36
seq_193	seq_722	spike_glycoprotein	7r40
seq_193	seq_738	epidermal_growth_factor_receptor	3b2u
seq_193	seq_747	tumor_necrosis_factor	5yoy
seq_193	seq_763	programmed_cell_death_1_ligand_1	5ggt
seq_193	seq_805	programmed_cell_death_protein_1	5ggr
seq_193	seq_871	surface_glycoprotein	7pry
seq_193	seq_920	tyrosine-protein_phosphatase_non-receptor_type_substrate_1	6nmu
seq_193	seq_1007	adp-ribosyl_cyclase/cyclic_adp-ribose_hydrolase_1	7dha
seq_193	seq_1042	leucine-rich_repeat_and_immunoglobulin-like_domain-containing_nogo_receptor-interacting_protein_1_	4oqt
seq_193	seq_1052	spike_protein_s1	7lop
seq_193	seq_1072	interleukin-17f	6ppg
seq_193	seq_1215	nucleoprotein	7n3c
seq_193	seq_1222	spike_protein_s1	7e23
seq_193	seq_1253	interleukin-22	3q1s
seq_198	seq_198	envelope_glycoprotein_e2	8w0v
seq_198	seq_274	transforming_growth_factor_beta-1_proprotein	4kv5
seq_198	seq_391	spike_glycoprotein	7xdl
seq_198	seq_632	spike_glycoprotein	7akd
seq_201	seq_201	envelope_glycoprotein_e2	8w0y
seq_204	seq_204	v-type_immunoglobulin_domain-containing_suppressor_of_t-cell_activation_	8tbq
seq_208	seq_208	spike_glycoprotein,fibritin	8r1d
seq_219	seq_219	spike_protein_s2'	8ekd
seq_222	seq_222	spike_protein_s1	8cbd
seq_224	seq_224	spike_protein_s1	8cbe
seq_232	seq_232	envelope_glycoprotein_b	8kfa
seq_233	seq_233	spike_protein_s1	7y3n
seq_233	seq_294	neuraminidase	8e6j
seq_244	seq_244	fusion_glycoprotein_f0	8t9z
seq_246	seq_246	spike_protein_s1	8bg1
seq_255	seq_255	spike_protein_s2'	8pq2
seq_257	seq_88	glutamate_receptor_ionotropic,_nmda_1	8vuj
seq_257	seq_102	spike_glycoprotein,fibritin,expression_tag	8zhe
seq_257	seq_104	spike_glycoprotein	8zho
seq_257	seq_121	transforming_growth_factor_beta-1_proprotein	8udz
seq_257	seq_257	protein-glutamine_gamma-glutamyltransferase_e_27_kda_non-catalytic_chain_	8oxv
seq_257	seq_327	spike_protein_s1	8eoo
seq_257	seq_339	spike_protein_s1	7vzt
seq_257	seq_358	spike_protein_s1	8bsf
seq_257	seq_363	spike_protein_s1	7xsb
seq_257	seq_409	spike_glycoprotein	7u0x
seq_257	seq_436	spike_protein_s1	7yck
seq_257	seq_438	spike_protein_s1	7ycn
seq_257	seq_529	spike_glycoprotein	7wo4
seq_257	seq_531	spike_protein_s1	7wog
seq_257	seq_696	sars-cov-2_spike_glycoprotein	7jva
seq_257	seq_723	hemagglutinin	6ii8
seq_257	seq_864	spike_glycoprotein	7jx3
seq_257	seq_874	spike_glycoprotein	7ttx
seq_257	seq_899	spike_glycoprotein	7m7b
seq_257	seq_923	envelope_glycoprotein_gp120	6u0n
seq_257	seq_944	interleukin-2	5utz
seq_261	seq_261	hemagglutinin	8tp6
seq_262	seq_262	hemagglutinin	8tp7
seq_262	seq_931	1fd6-v1v2_scaffold_zm109_hiv-1_strain	4dqo
seq_265	seq_265	spike_glycoprotein	7ukm
seq_265	seq_272	t-cell_immunoreceptor_with_ig_and_itim_domains	8szy
seq_265	seq_1011	mucosal_addressin_cell_adhesion_molecule_1	4hcr
seq_266	seq_266	programmed_cell_death_protein_1	8gy5
seq_267	seq_267	tumor_necrosis_factor_receptor_superfamily_member_1b,maltose/maltodextrin-binding_periplasmic_protein_	8hlb
seq_268	seq_32	5'-nucleotidase	8znz
seq_268	seq_191	bcl-2_homologous_antagonist/killer	8uky
seq_268	seq_217	t-cell_immunoreceptor_with_ig_and_itim_domains	8jel
seq_268	seq_268	tumor_necrosis_factor_receptor_superfamily_member_1b,maltose/maltodextrin-binding_periplasmic_protein_	8hlb
seq_268	seq_894	programmed_cell_death_protein_1	6jjp
seq_268	seq_951	programmed_cell_death_protein_1	7e9b
seq_275	seq_275	glycoprotein	8awm
seq_276	seq_276	plasma_kallikrein_light_chain	8fgx
seq_282	seq_282	spike_glycoprotein	8h7l
seq_284	seq_284	spike_protein_s1	8gf2
seq_285	seq_285	envelope_glycoprotein_o	8tco
seq_288	seq_288	envelope_glycoprotein_b	7yrn
seq_289	seq_7	spike_protein_s1	9l6c
seq_289	seq_9	spike_protein_s1	9l6c
seq_289	seq_25	spike_glycoprotein	8xsd
seq_289	seq_41	adp-ribosyl_cyclase/cyclic_adp-ribose_hydrolase_1	9gox
seq_289	seq_67	disintegrin_and_metalloproteinase_domain-containing_protein17_	9e6k
seq_289	seq_70	spike_glycoprotein	8wyj
seq_289	seq_89	glutamate_receptor_ionotropic,_nmda_1	8vus
seq_289	seq_90	spike_glycoprotein	8y4a
seq_289	seq_112	spike_protein_s2	8vcr
seq_289	seq_134	spike_protein_s2'	8c0y
seq_289	seq_135	spike_protein_s1	8qh0
seq_289	seq_167	spike_glycoprotein,fibritin	9fgt
seq_289	seq_175	spike_protein_s1	8qrf
seq_289	seq_181	envelope_glycoprotein_gp350	8sm1
seq_289	seq_186	spike_glycoprotein	8xea
seq_289	seq_194	neuraminidase	8u1c
seq_289	seq_199	envelope_glycoprotein_e2	8w0w
seq_289	seq_211	spike_protein_s1	8sis
seq_289	seq_227	spike_protein_s2'	8hp9
seq_289	seq_235	spike_protein_s1	8k5g
seq_289	seq_242	factor_h-binding_protein	8bk2
seq_289	seq_247	spike_protein_s1	8bg2
seq_289	seq_250	spike_glycoprotein	8bg8
seq_289	seq_251	neuraminidase	8ez7
seq_289	seq_254	spike_protein_s1	8bec
seq_289	seq_256	spike_glycoprotein	8hgl
seq_289	seq_260	hemagglutinin	8tp2
seq_289	seq_269	spike_glycoprotein	8i3u
seq_289	seq_277	spike_protein_s1	8gsb
seq_289	seq_283	spike_protein_s1	8gf2
seq_289	seq_289	sars-cov2_trimeric_spike_in_1-up_conformation_in_complexwith_three_fab47_	8a95
seq_289	seq_299	circumsporozoite_protein	8dz3
seq_289	seq_300	circumsporozoite_protein	8dz4
seq_289	seq_320	spike_glycoprotein	7yvg
seq_289	seq_345	neuraminidase	8g30
seq_289	seq_347	neuraminidase	8g3q
seq_289	seq_371	spike_glycoprotein	7xj6
seq_289	seq_383	ciliary_neurotrophic_factor_receptor_subunit_alpha	8d7e
seq_289	seq_396	spike_protein_s1	7s5q
seq_289	seq_399	spike_glycoprotein	7ru4
seq_289	seq_404	spike_protein_s1	7s5r
seq_289	seq_406	spike_protein_s1	7ul1
seq_289	seq_421	gametocyte_surface_protein_p230	7uc8
seq_289	seq_425	gametocyte_surface_protein_p230	7uvi
seq_289	seq_447	spike_glycoprotein	7x25
seq_289	seq_452	surface_glycoprotein	7wcp
seq_289	seq_453	spike_glycoprotein	7ykj
seq_289	seq_455	core_protein	7wur
seq_289	seq_456	outer_surface_protein_a	7t25
seq_289	seq_464	spike_protein_s1	8dw9
seq_289	seq_476	envelope_glycoprotein_h	7s1b
seq_289	seq_487	merozoite_surface_protein_1	8dfg
seq_289	seq_490	mhc_class_i_chain-related_protein_a	7s7i
seq_289	seq_492	spike_protein_s1	7y0c
seq_289	seq_505	spike_glycoprotein	8dlw
seq_289	seq_506	spike_glycoprotein	8dzh
seq_289	seq_510	spike_glycoprotein	7zbu
seq_289	seq_514	nucleoprotein	7str
seq_289	seq_523	spike_glycoprotein,envelope_glycoprotein	7qti
seq_289	seq_530	spike_glycoprotein	7woa
seq_289	seq_534	spike_protein_s1	7jmo
seq_289	seq_540	interferon_alpha-2	4ypg
seq_289	seq_541	major_pollen_allergen_bet_v_1-a	7mxl
seq_289	seq_546	circumsporozoite_protein	6o2b
seq_289	seq_550	vrc42_epitope_t117-f_scaffold	6mto
seq_289	seq_568	tyrosine-protein_phosphatase_non-receptor_type_substrate_1	6nms
seq_289	seq_569	gp120,_bg505_sosip.664_t332n	7pc2
seq_289	seq_591	spike_glycoprotein	7pnq
seq_289	seq_592	immunoglobulin_gamma-1_heavy_chain	5xmh
seq_289	seq_596	interleukin-17a	6wir
seq_289	seq_610	spike_protein_s1	7nx7
seq_289	seq_627	v-type_immunoglobulin_domain-containing_suppressor_of_t-cell_activation_	6mvl
seq_289	seq_636	virion_spike_glycoprotein_1	7kfh
seq_289	seq_652	envelope_glycoprotein_e2	4mwf
seq_289	seq_659	4e10_epitope_scaffold_t117	4m8q
seq_289	seq_665	spike_glycoprotein	7dzy
seq_289	seq_670	immunoglobulin_g-binding_protein_g_(domain_iii)	6o41
seq_289	seq_677	spike_protein_s1	7dk0
seq_289	seq_687	hepatitis_a_virus_cellular_receptor_2	7kql
seq_289	seq_694	spike_protein_s1	7x7o
seq_289	seq_708	spike_glycoprotein	7tcc
seq_289	seq_710	spike_glycoprotein	7ls9
seq_289	seq_725	neuraminidase	6v4o
seq_289	seq_730	spike_protein_s1	7m6d
seq_289	seq_745	spike_glycoprotein	7m6i
seq_289	seq_767	glycoprotein_g	6cmg
seq_289	seq_783	spike_glycoprotein	7po5
seq_289	seq_790	spike_glycoprotein	7m6g
seq_289	seq_792	spike_glycoprotein	7beo
seq_289	seq_795	surface_glycoprotein	7q9f
seq_289	seq_802	beta-klotho	5wi9
seq_289	seq_823	hemagglutinin_ha2_chain	7t3d
seq_289	seq_831	clade_a/e_93th057_hiv-1_gp120_core	5f9w
seq_289	seq_847	spike_protein_s1	7l7e
seq_289	seq_849	alpha-hemolysin	4idj
seq_289	seq_855	spike_glycoprotein	7ljr
seq_289	seq_863	interleukin-34	4dkf
seq_289	seq_868	spike_protein_s1	7n3i
seq_289	seq_883	circumsporozoite_protein	6o25
seq_289	seq_885	envelope_protein_e	7lsf
seq_289	seq_898	spike_glycoprotein	7n5h
seq_289	seq_912	spike_glycoprotein	7l2f
seq_289	seq_916	spike_protein_s1	7s4s
seq_289	seq_935	tetanus_toxin	7ce2
seq_289	seq_960	spike_glycoprotein	7chc
seq_289	seq_966	glycoprotein_120	7rdw
seq_289	seq_979	surface_glycoprotein	7ps5
seq_289	seq_986	surface_glycoprotein	7bnv
seq_289	seq_995	spike_glycoprotein	7e3k
seq_289	seq_1023	t-cell_immunoreceptor_with_ig_and_itim_domains	7vyt
seq_289	seq_1037	surface_glycoprotein	7k8m
seq_289	seq_1044	spike_glycoprotein,fibritin	7zr9
seq_289	seq_1045	spike_protein_s1	7r6x
seq_289	seq_1049	spike_glycoprotein	7ezv
seq_289	seq_1086	5'-nucleotidase,_ecto_(cd73),_isoform_cra_a	6vc9
seq_289	seq_1090	s_protein	5gmq
seq_289	seq_1093	spike_protein_s1	7djz
seq_289	seq_1096	spike_glycoprotein	7lab
seq_289	seq_1098	surface_glycoprotein	7ps1
seq_289	seq_1105	glycoprotein_120	3hi1
seq_289	seq_1121	spike_glycoprotein	7d0c
seq_289	seq_1125	spike_protein_s1	7mzm
seq_289	seq_1126	vrc42_epitope_t117-f_scaffold	6mtq
seq_289	seq_1128	interleukin-13_receptor_subunit_alpha-1	4hwb
seq_289	seq_1132	gastric_inhibitory_polypeptide_receptor	6dkj
seq_289	seq_1139	clade_a/e_93th057_hiv-1_gp120_core	5f9o
seq_289	seq_1143	human_factor_viii	1iqd
seq_289	seq_1171	membrane_glycoprotein_polyprotein	5y11
seq_289	seq_1173	spike_protein_s1	7rr0
seq_289	seq_1181	hemagglutinin	6e56
seq_289	seq_1203	spike_protein_s1	6xe1
seq_289	seq_1211	toxin_b	4np4
seq_289	seq_1212	hemagglutinin_ha1	4hfu
seq_289	seq_1228	neuropilin-1	2qqn
seq_289	seq_1235	fusion_glycoprotein_f0,fibritin	5tpn
seq_289	seq_1236	envelope_glycoprotein_gp160	4j6r
seq_289	seq_1238	hemagglutinin	5w42
seq_289	seq_1246	lipoprot_c_domain-containing_protein	6xzw
seq_289	seq_1249	clade_a/e_93th057_hiv-1_gp120_core	6ofi
seq_289	seq_1250	spike_glycoprotein	7n62
seq_290	seq_290	rsv_fusion_protein	8dzw
seq_291	seq_143	der_p_2_variant_3	8vk1
seq_291	seq_197	spike_glycoprotein	8vye
seq_291	seq_264	spike_glycoprotein	7ukl
seq_291	seq_291	fusion_glycoprotein_f0	8eay
seq_291	seq_504	spike_glycoprotein	8dlr
seq_291	seq_803	low_affinity_immunoglobulin_gamma_fc_region_receptor_iii-a	7seg
seq_291	seq_1230	vp2_of_b19_parvovirus	6nn3
seq_292	seq_292	25_kda_ookinete_surface_antigen	8ezk
seq_293	seq_293	tumor_necrosis_factor_receptor_superfamily_member_4	7yk4
seq_295	seq_295	neuraminidase	8e6k
seq_296	seq_296	hemagglutinin	7tri
seq_297	seq_297	circumsporozoite_protein	8dyw
seq_298	seq_298	circumsporozoite_protein	8dyy
seq_298	seq_891	spike_glycoprotein	7k8v
seq_298	seq_896	spike_glycoprotein	7k8z
seq_298	seq_939	spike_protein_s1	7wi0
seq_306	seq_306	programmed_cell_death_1_ligand_1	7yds
seq_312	seq_312	spike_glycoprotein	8gto
seq_314	seq_314	anrp2-14	8ivx
seq_315	seq_315	spike_glycoprotein,fibritin	8cim
seq_316	seq_316	sialic_acid-binding_ig-like_lectin_15	7zoz
seq_321	seq_278	spike_protein_s1	8gpy
seq_321	seq_308	spike_protein_s1	8el2
seq_321	seq_321	spike_glycoprotein	7yvi
seq_321	seq_563	neuraminidase	6pzw
seq_321	seq_646	neuraminidase	6lxj
seq_321	seq_682	spike_glycoprotein	7k8w
seq_321	seq_690	spike_protein_s1	8dce
seq_321	seq_819	fibroblast_growth_factor_19	6ktr
seq_321	seq_900	programmed_cell_death_1_ligand_1	5grj
seq_321	seq_1008	spike_glycoprotein	7czw
seq_321	seq_1033	spike_protein_s1	7wph
seq_321	seq_1131	spike_glycoprotein	7r8n
seq_321	seq_1182	rsv_fusion_glycoprotein	6dc3
seq_321	seq_1217	spike_protein_s1	7mf1
seq_321	seq_1242	spike_protein_s1	7m42
seq_322	seq_5	spike_glycoprotein	8vpf
seq_322	seq_35	hiv-1_bg505_ds-sosip_glycoprotein_gp120	9aug
seq_322	seq_36	hiv-1_bg505_ds-sosip_glycoprotein_gp120	9auh
seq_322	seq_171	spike_protein_s1	8suo
seq_322	seq_218	spike_glycoprotein	8cin
seq_322	seq_228	spike_glycoprotein,fibritin	8qpr
seq_322	seq_229	spike_glycoprotein,fibritin	8qq0
seq_322	seq_248	spike_protein_s1	8bg3
seq_322	seq_322	spike_glycoprotein	7yvk
seq_322	seq_375	envelope_glycoprotein_gp160	8saz
seq_322	seq_393	spike_glycoprotein	7x08
seq_322	seq_459	spike_glycoprotein	7x8w
seq_322	seq_467	spike_glycoprotein	7wos
seq_322	seq_533	spike_protein_s1	8dcc
seq_322	seq_552	spike_glycoprotein	6xcn
seq_322	seq_611	envelope_glycoprotein_gp120	6um7
seq_322	seq_615	reticulocyte_binding_protein_2b	6wty
seq_322	seq_616	spike_glycoprotein	7nd7
seq_322	seq_804	spike_protein_s1	7jmp
seq_322	seq_826	spike_glycoprotein	7lcn
seq_322	seq_836	spike_glycoprotein	7l2c
seq_322	seq_892	surface_glycoprotein	7z0x
seq_322	seq_976	spike_protein_s1	7e7y
seq_322	seq_1004	sars-cov-2_spike_glycoprotein	6xey
seq_322	seq_1193	erythropoietin_receptor	4y5y
seq_328	seq_328	spike_protein_s1	8eoo
seq_331	seq_331	mesothelin,_cleaved_form	8cz8
seq_334	seq_334	interleukin-13,_human	8blq
seq_343	seq_343	e2_glycoprotein	8dwy
seq_353	seq_353	spike_glycoprotein	8cwj
seq_353	seq_628	hemagglutinin_ha2	5k9q
seq_353	seq_633	interferon_alpha-2	4z5r
seq_353	seq_830	cd40_ligand	1i9r
seq_357	seq_357	spike_glycoprotein	8bse
seq_361	seq_48	ara_h_2_allergen	8sj6
seq_361	seq_361	spike_protein_s1	8hn7
seq_361	seq_765	dengue_1_envelope_diii_domain	6dfj
seq_361	seq_1239	spike_protein_s1	7mzl
seq_372	seq_372	ch848.10.17_gp120	8sas
seq_374	seq_374	ch848.10.17_gp120	8say
seq_376	seq_207	spike_glycoprotein,fibritin	8r1c
seq_376	seq_376	ch848.10.17.sosip_gp120	8sb0
seq_379	seq_379	ch848.10.17_gp120	8sb3
seq_381	seq_373	ch848.10.17_gp120	8sau
seq_381	seq_381	ch848.10.17.sosip_gp120	8sb5
seq_382	seq_382	beta-nerve_growth_factor	4edw
seq_385	seq_78	isoform_1_of_cell_surface_glycoprotein_cd200_receptor_1	9gwt
seq_385	seq_196	neuraminidase	8u1s
seq_385	seq_385	adp-ribosyl_cyclase/cyclic_adp-ribose_hydrolase_1	8il3
seq_386	seq_386	spike_glycoprotein	7x95
seq_388	seq_388	spike_glycoprotein	8bbo
seq_401	seq_401	programmed_cell_death_protein_1	7wsl
seq_412	seq_412	lysosome-associated_membrane_glycoprotein_1	8ath
seq_416	seq_416	gametocyte_surface_protein_p230	7u9e
