seq_rep	seq_member	antigen_member	pdb_member
seq_162	seq_608	surface_glycoprotein	7k8m
seq_162	seq_654	spike_glycoprotein	7d0c
seq_164	seq_164	envelope_glycoprotein_o	8tco
seq_165	seq_165	alkaline_phosphatase,_tissue-nonspecific_isozyme	7yix
seq_166	seq_166	envelope_glycoprotein_b	7yrn
seq_166	seq_261	spike_glycoprotein	7x8y
seq_167	seq_167	sars-cov2_trimeric_spike_in_1-up_conformation_in_complexwith_three_fab47_	8a95
seq_168	seq_168	tumor_necrosis_factor_receptor_superfamily_member_4	7yk4
seq_170	seq_170	beta-mammal_toxin_cn2	2ybr
seq_172	seq_172	programmed_cell_death_1_ligand_1	5xj4
seq_174	seq_174	hcv_e2_ectodomain,_synzip2_scaffold_fusion	8fsj
seq_175	seq_175	coagulation_factor_ix_heavy_chain	8ol9
seq_176	seq_55	outer_surface_protein_a	8tvd
seq_176	seq_83	glutamate_receptor_ionotropic,_nmda_1	8jiz
seq_176	seq_115	envelope_glycoprotein_e2	8w0x
seq_176	seq_176	adp-ribosyl_cyclase/cyclic_adp-ribose_hydrolase_1	8byu
seq_176	seq_185	mesothelin,_cleaved_form	8cyh
seq_176	seq_512	glycoprotein,glycoprotein	6tou
seq_176	seq_523	spike_glycoprotein	7k8v
seq_176	seq_690	reticulocyte_binding_protein_2b	6wqo
seq_176	seq_718	sars-cov-2_spike_glycoprotein	7byr
seq_177	seq_177	neuropilin-2	8ivw
seq_178	seq_178	spike_glycoprotein,fibritin	8cim
seq_178	seq_717	spike_protein_s1	7n4i
seq_179	seq_179	sialic_acid-binding_ig-like_lectin_15	7zoz
seq_180	seq_180	spike_protein_s1	8e1g
seq_181	seq_181	spike_glycoprotein	7yvk
seq_186	seq_186	spike_glycoprotein	7wt7
seq_187	seq_187	glycoprotein_g2	8eji
seq_188	seq_188	cobalt/magnesium_transport_protein_cora	8slb
seq_189	seq_189	sialic_acid-binding_ig-like_lectin_8	7quh
seq_190	seq_190	leukocyte_surface_antigen_cd47	7xjf
seq_192	seq_192	e2_glycoprotein	8dwx
seq_193	seq_193	e2_glycoprotein	8dwy
seq_194	seq_194	6-deoxyerythronolide_b_synthase	8ee1
seq_194	seq_527	spike_glycoprotein	7n5h
seq_194	seq_696	spike_protein_s1	6xe1
seq_199	seq_199	spike_glycoprotein	8cwj
seq_200	seq_200	spike_protein_s1	8cwk
seq_202	seq_202	tyrosine-protein_phosphatase_non-receptor_type_substrate_1	7st5
seq_204	seq_204	spike_protein_s1	8hn6
seq_206	seq_206	spike_protein_s1	7xsa
seq_207	seq_207	spike_protein_s1	7xsb
seq_209	seq_209	spike_protein_s1	7wn2
seq_210	seq_210	spike_glycoprotein	7xj6
seq_212	seq_212	beta-nerve_growth_factor	4edw
seq_214	seq_214	adp-ribosyl_cyclase/cyclic_adp-ribose_hydrolase_1	8il3
seq_215	seq_215	spike_protein_s1	8bbn
seq_218	seq_218	spike_glycoprotein	7xdl
seq_219	seq_219	spike_glycoprotein	7xdl
seq_223	seq_223	spike_protein_s1	7s5q
seq_225	seq_225	spike_glycoprotein	7ru4
seq_226	seq_89	reticulocyte-binding_protein_homolog_5	8pwx
seq_226	seq_226	spike_glycoprotein	7v5k
seq_226	seq_231	low-density_lipoprotein_receptor-related_protein_6	8ffe
seq_226	seq_396	influenza_a_virus	5xku
seq_226	seq_531	linear_di-ubiquitin	3u30
seq_226	seq_557	tumor_necrosis_factor_receptor_superfamily_member_10bprecursor_	2h9g
seq_226	seq_558	vascular_endothelial_growth_factor_a	2fjg
seq_226	seq_685	hepatocyte_growth_factor_activator	2r0k
seq_226	seq_708	fibroblast_growth_factor_receptor_3	3grw
seq_226	seq_716	receptor_tyrosine-protein_kinase_erbb-3	5o4o
seq_226	seq_721	receptor_tyrosine-protein_kinase_erbb-2	5o4g
seq_226	seq_723	nucleoprotein	7n3d
seq_228	seq_228	glypican-2	6wjl
seq_228	seq_446	spike_protein_s1	7cdj
seq_228	seq_542	spike_protein_s1	7q0h
seq_228	seq_620	spike_glycoprotein	4xak
seq_230	seq_230	t18.1_major_pilin_backbone_protein_t-antigen	8f5n
seq_232	seq_232	spike_glycoprotein	7u0x
seq_236	seq_236	gametocyte_surface_protein_p230	7u9w
seq_238	seq_238	gametocyte_surface_protein_p230	7ubs
seq_239	seq_239	gametocyte_surface_protein_p230	7uc8
seq_240	seq_240	gametocyte_surface_protein_p230	7uvq
seq_243	seq_243	interleukin-17a	7z2m
seq_244	seq_244	interleukin-1_beta	7z4t
seq_246	seq_246	spike_protein_s1	7ycl
seq_247	seq_247	spike_protein_s1	7ycn
seq_248	seq_248	tumor_necrosis_factor_receptor_superfamily_member_9	7yxu
seq_249	seq_249	leukocyte_surface_antigen_cd47	7wn8
seq_250	seq_163	spike_protein_s1	8gf2
seq_250	seq_198	spike_glycoprotein	8cwj
seq_250	seq_241	gametocyte_surface_protein_p230	7uvs
seq_250	seq_250	spike_glycoprotein	8d48
seq_250	seq_260	4f2_cell-surface_antigen_heavy_chain	7df1
seq_250	seq_378	cytotoxic_t-lymphocyte_protein_4	5ggv
seq_250	seq_418	spike_glycoprotein	7d0d
seq_250	seq_719	interleukin-2_receptor_subunit_alpha	7f9w
seq_251	seq_251	ara_h_2_allergen	8db4
seq_255	seq_255	interleukin-9	7ox1
seq_256	seq_256	surface_glycoprotein	7wcp
seq_258	seq_9	spike_glycoprotein	9bj3
seq_258	seq_27	aquaporin-4	8v9d
seq_258	seq_141	spike_protein_s1	8bec
seq_258	seq_258	outer_surface_protein_a	7t25
seq_258	seq_397	hepatitis_a_virus_cellular_receptor_2	7kql
seq_258	seq_403	clade_a/e_93th057_hiv-1_gp120_core	5w4l
seq_258	seq_571	spike_glycoprotein	7coe
seq_258	seq_606	factor_h_binding_protein	7ket
seq_258	seq_636	s_protein	5gmq
seq_258	seq_695	envelope_glycoprotein_e2	6wo4
seq_259	seq_259	spike_glycoprotein	7wtf
seq_262	seq_262	spike_glycoprotein	7x90
seq_264	seq_264	spike_protein_s1	8dw9
seq_265	seq_265	spike_protein_s1	8dwa
seq_266	seq_266	spike_glycoprotein	8dxs
seq_267	seq_267	hla-a*02	8eb2
seq_269	seq_269	programmed_cell_death_protein_1	8as0
seq_270	seq_270	envelope_glycoprotein_h	7s07
seq_272	seq_272	transmembrane_protein_gp41	7sd3
seq_273	seq_273	var2csa	7z12
seq_274	seq_274	interleukin-27_subunit_alpha	7zxk
seq_275	seq_275	spike_glycoprotein_s1	7vng
seq_277	seq_277	spike_glycoprotein	8erq
seq_278	seq_278	spike_glycoprotein	7yr1
seq_279	seq_279	t-cell_surface_glycoprotein_cd8_alpha_chain	7uvf
seq_280	seq_280	merozoite_surface_protein_1	8dfg
seq_281	seq_281	angiotensin-converting_enzyme_2	8e7m
seq_282	seq_282	fusion_glycoprotein_f0	7tjq
seq_282	seq_686	icos_ligand	6x4t
seq_284	seq_284	serine_protease_htra1	7sjn
seq_285	seq_285	integrin_alpha-iib	7ubr
seq_286	seq_286	spike_glycoprotein	8dad
seq_288	seq_288	spike_glycoprotein	8dlw
seq_288	seq_701	toxin_b	4np4
seq_289	seq_289	spike_glycoprotein	8dzh
seq_289	seq_300	spike_glycoprotein	7woa
seq_289	seq_515	circumsporozoite_protein	6o25
seq_296	seq_296	spike_glycoprotein,envelope_glycoprotein	7qti
seq_298	seq_298	stromal_cell-derived_factor_1	7sk3
seq_299	seq_299	atypical_chemokine_receptor_3	7sk3
seq_301	seq_301	spike_protein_s1	7orb
seq_304	seq_304	spike_glycoprotein	7cwn
seq_309	seq_208	interleukin-17a	8dy1
seq_309	seq_309	interleukin-17a	2vxs
seq_310	seq_310	spike_glycoprotein	7mw6
seq_313	seq_313	envelope_glycoprotein_h	7t4r
seq_314	seq_314	vrc42_epitope_t117-f_scaffold	6mto
seq_316	seq_316	tumor_necrosis_factor_receptor_superfamily_member_4	6okm
seq_317	seq_227	programmed_cell_death_protein_1	7wsl
seq_317	seq_235	gametocyte_surface_protein_p230	7u9e
seq_317	seq_242	gametocyte_surface_protein_p45/48	7uxl
seq_317	seq_294	gametocyte_surface_protein_p45/48	7unb
seq_317	seq_317	beta-lactoglobulin	2r56
seq_317	seq_364	spike_glycoprotein	7fjo
seq_317	seq_400	env	6plk
seq_317	seq_441	tumor_necrosis_factor_receptor_superfamily_member_10b	6t3j
seq_317	seq_443	envelope_glycoprotein_b	6vn1
seq_317	seq_575	envelope_domain_iii	6ute
seq_318	seq_318	spike_glycoprotein	7bej
seq_319	seq_319	glycoprotein_41	6cde
seq_320	seq_320	toll-like_receptor_3	3ulu
seq_322	seq_322	spike_protein_s1	7te1
seq_323	seq_91	spike_protein	8r9y
seq_323	seq_312	envelope_glycoprotein_h	7t4r
seq_323	seq_323	clade_a/e_93th057_hiv-1_gp120_core	6mfp
seq_324	seq_324	fusion_glycoprotein_f0	7lue
seq_325	seq_78	cne40_sosip_envelope_glycoprotein_gp120	8tr3
seq_325	seq_191	e2_glycoprotein	8dww
seq_325	seq_325	neuraminidase	6v4n
seq_325	seq_537	lymphotoxin-alpha	4mxw
seq_327	seq_327	insulin-degrading_enzyme	5uoe
seq_328	seq_328	glucagon_receptor	4ers
seq_329	seq_20	adp-ribosyl_cyclase/cyclic_adp-ribose_hydrolase_1	9gox
seq_329	seq_137	fusion_glycoprotein_f0	8t9z
seq_329	seq_146	hemagglutinin	8tp2
seq_329	seq_291	spike_protein_s1	7fjc
seq_329	seq_326	complement_factor_d	6vmj
seq_329	seq_329	spike_glycoprotein	7eh5
seq_329	seq_491	env	6uta
seq_329	seq_526	spike_glycoprotein	7k8z
seq_329	seq_547	spike_protein_s1	7wi0
seq_329	seq_648	spike_protein_s1	7f15
seq_329	seq_709	duffy_receptor	6r2s
seq_330	seq_330	spike_glycoprotein	7eh5
seq_332	seq_332	spike_glycoprotein	7chh
seq_332	seq_353	368-2_h	7e8c
seq_334	seq_74	hemagglutinin	8ghk
seq_334	seq_334	megakaryocyte_and_platelet_inhibitory_receptor_g6b	6r0x
seq_336	seq_336	spike_glycoprotein	7mw3
seq_337	seq_337	integrin_alpha-l	3eob
seq_337	seq_495	apolipoprotein_l2	7lf8
seq_337	seq_591	interleukin-13	3l5x
seq_340	seq_340	cd9_antigen	6rlo
seq_341	seq_341	sgp	6uye
seq_343	seq_343	spike_protein_s1	7mzk
seq_345	seq_345	programmed_cell_death_protein_1	7vux
seq_345	seq_395	arginase-1	7lf2
seq_345	seq_405	lysozyme_c	2eks
seq_345	seq_442	tumor_necrosis_factor_receptor_superfamily_member_10b	6t3j
seq_347	seq_216	spike_protein_s1	8bcz
seq_347	seq_347	envelope_glycoprotein_e2	6wo5
seq_348	seq_348	arginase-1	7lex
seq_350	seq_350	spike_glycoprotein	7ej4
seq_350	seq_680	dipeptidase_3	6vgr
seq_350	seq_713	interleukin-1_receptor-like_2	6u6u
seq_351	seq_351	spike_protein_s1	7dk2
seq_352	seq_352	tissue_factor	1jps
seq_352	seq_618	tissue_factor	1uj3
seq_354	seq_37	spike_glycoprotein	9c44
seq_354	seq_62	spike_glycoprotein	8yww
seq_354	seq_63	spike_protein_s2'	8ywx
seq_354	seq_72	spike_protein_s1	8xsj
seq_354	seq_105	hemagglutinin-neuraminidase	8tqi
seq_354	seq_107	spike_protein_s1	8f2x
seq_354	seq_196	spike_protein_s1	7xsc
seq_354	seq_203	spike_glycoprotein	8bse
seq_354	seq_217	spike_protein_s1	8bcz
seq_354	seq_263	spike_glycoprotein	7x92
seq_354	seq_283	fusion_glycoprotein_f0	7tl0
seq_354	seq_354	hemagglutinin_ha2	4hg4
seq_354	seq_357	spike_glycoprotein	7czu
seq_354	seq_370	fusion_glycoprotein_f0	4jhw
seq_354	seq_394	spike_protein_s1	7pqy
seq_354	seq_469	fusion_glycoprotein_f0	5udc
seq_354	seq_538	hemagglutinin	7kqg
seq_354	seq_539	genome_polyprotein	7bu8
seq_354	seq_565	spike_protein_s1	7fcp
seq_354	seq_623	spike_protein_s1	7kmh
seq_354	seq_637	spike_protein_s1	7mzn
seq_355	seq_93	spike_glycoprotein,fibritin	9fgs
seq_355	seq_94	spike_glycoprotein,fibritin	9fgt
seq_355	seq_302	spike_protein_s1	7orb
seq_355	seq_339	immunoglobulin_gamma-1_heavy_chain	5xmh
seq_355	seq_355	v-type_immunoglobulin_domain-containing_suppressor_of_t-cell_activation_	6mvl
seq_355	seq_496	alpha-hemolysin	4idj
seq_356	seq_356	hemagglutinin_ha2	5k9q
seq_358	seq_358	spike_glycoprotein	7sc1
seq_360	seq_360	interferon_alpha-2	4z5r
seq_361	seq_136	killer_cell_immunoglobulin-like_receptor_2dl3	8tui
seq_361	seq_361	interleukin-1_beta	5mvz
seq_362	seq_362	protein_jagged-1	5bo1
seq_363	seq_342	interleukin-17a	6wir
seq_363	seq_363	virion_spike_glycoprotein_1	7kfh
seq_363	seq_541	factor_h_binding_protein	7lcv
seq_365	seq_365	glycoprotein_c	7l7r
seq_366	seq_366	glycoprotein_c	7l7r
seq_367	seq_367	spike_glycoprotein	7e5s
seq_368	seq_368	h(+)/cl(-)_exchange_transporter_clca	2fed
seq_371	seq_371	c-x-c_motif_chemokine_3	6wzk
seq_372	seq_372	envelope_glycoprotein_e2	4mwf
seq_373	seq_373	arginase-1	7ley
seq_374	seq_374	de_novo_design_4e1h_95	6ywc
seq_375	seq_375	butyrophilin_subfamily_3_member_a1	6xlq
seq_379	seq_379	gtpase_hras	2vh5
seq_381	seq_381	spike_glycoprotein	7dzy
seq_382	seq_382	hepatocyte_growth_factor_receptor	5lsp
seq_384	seq_384	receptor_tyrosine-protein_kinase_erbb-2	6att
seq_385	seq_385	immunoglobulin_g-binding_protein_g_(domain_iii)	6o41
seq_386	seq_386	suppressor_of_tumorigenicity_14_protein	3nps
seq_387	seq_10	major_allergen_can_f_1	8vqf
seq_387	seq_86	spike_glycoprotein	8hld
seq_387	seq_387	genome_polyprotein	6kyz
seq_387	seq_607	circumsporozoite_protein	7rxl
seq_387	seq_672	circumsporozoite_protein	6b0s
seq_388	seq_388	spike_protein_s1	7qf1
seq_390	seq_233	spike_protein_s1	7wsc
seq_390	seq_390	spike_glycoprotein	7pnm
seq_390	seq_583	hemagglutinin	5a3i
seq_392	seq_349	human_t-cell_receptor_beta_chain_trbc2	7amr
seq_392	seq_392	human_a6_t-cell_receptor_beta_chain_trbc1	7amq
seq_392	seq_535	interleukin-17a	7wkx
seq_393	seq_393	tumor_necrosis_factor_receptor_superfamily_member_5	6pe9
seq_393	seq_445	tumor_necrosis_factor_receptor_superfamily_member_5	6pe8
seq_393	seq_603	ecd	6o9h
seq_401	seq_401	voltage-sensor_containing_phosphatase	4g80
seq_406	seq_406	iron-regulated_surface_determinant_protein_b	5d1q
seq_407	seq_407	interleukin-2_receptor_subunit_alpha	3nfp
seq_410	seq_377	4e10_epitope_scaffold_t117	4m8q
seq_410	seq_410	spike_glycoprotein	7ls9
seq_411	seq_411	surface_glycoprotein	7kfv
seq_412	seq_412	hemagglutinin	7kqh
seq_413	seq_413	protein_mj0480	5c8j
seq_414	seq_414	toxin_b	5vqm
seq_414	seq_423	disintegrin_and_metalloproteinase_domain-containing_protein10_	5l0q
seq_415	seq_415	ion_transport_protein,voltage-gated_sodium_channel	7pgb
seq_416	seq_416	triggering_receptor_expressed_on_myeloid_cells_2	6ymq
seq_420	seq_58	spike_glycoprotein	8zho
seq_420	seq_420	hemagglutinin	6ii8
seq_420	seq_551	interleukin-2	5utz
seq_421	seq_391	ige_fc	7shy
seq_421	seq_421	ige_fc	7si0
seq_421	seq_518	immunoglobulin_heavy_constant_epsilon	7shu
seq_421	seq_587	ige_fc	7shz
seq_422	seq_422	neuraminidase	6v4o
seq_424	seq_424	spike_protein_s1	7m6d
seq_425	seq_425	spike_glycoprotein	7kml
seq_426	seq_426	programmed_cell_death_protein_1	5ggs
seq_427	seq_427	complement_factor_d	4d9r
seq_429	seq_429	surface_glycoprotein	7kfw
seq_429	seq_576	surface_glycoprotein	7kfy
seq_429	seq_653	surface_glycoprotein	7kfx
seq_430	seq_293	gametocyte_surface_protein_p45/48	7unb
seq_430	seq_430	epidermal_growth_factor_receptor	3b2u
seq_431	seq_81	der_p_2_variant_3	8vk1
seq_431	seq_287	spike_glycoprotein	8dlr
seq_431	seq_431	fusion_glycoprotein_f0	4dag
seq_432	seq_432	spike_glycoprotein	7tb8
seq_434	seq_434	spike_glycoprotein	7m6i
seq_435	seq_435	leukocyte_surface_antigen_cd47	5tz2
seq_436	seq_436	antigen_asf1p	4rrp
seq_438	seq_438	hemagglutinin	6xpz
seq_439	seq_439	hemagglutinin_ha1_chain	7mem
seq_440	seq_440	programmed_cell_death_protein_1	7cgw
seq_444	seq_444	pfs25	6b0h
seq_447	seq_447	spike_protein_s1	7r8l
seq_447	seq_504	spike_protein_s1	7n3i
seq_448	seq_448	spike_protein_s1	7mmo
seq_448	seq_630	spike_glycoprotein	7lss
seq_449	seq_449	frizzled-7	6o3b
seq_450	seq_450	iron-regulated_heme-iron_binding_protein	6p9h
seq_451	seq_19	cytotoxic_t-lymphocyte_protein_4	9dq5
seq_451	seq_398	glycoprotein_gp41	6cdi
seq_451	seq_451	leukocyte_surface_antigen_cd47	5iwl
seq_451	seq_467	leukocyte_surface_antigen_cd47	5tzt
seq_453	seq_453	signal-regulatory_protein_gamma	4i2x
seq_454	seq_454	2-c-methyl-d-erythritol_2,4-cyclodiphosphate_synthase,envelope_glycoprotein_gp160_	5esv
seq_455	seq_455	serine_protease_hepsin	3t2n
seq_456	seq_456	fusion_glycoprotein_f0	6oe4
