seq_rep	seq_member	antigen_member	pdb_member
seq_97	seq_663	programmed_cell_death_protein_1	5ggs
seq_97	seq_664	complement_factor_d	4d9r
seq_97	seq_674	leukocyte_surface_antigen_cd47	5tz2
seq_97	seq_680	hemagglutinin_ha1	5ugy
seq_97	seq_687	tumor_necrosis_factor_receptor_superfamily_member_5	6pe8
seq_97	seq_689	spike_protein_s1	7cdj
seq_97	seq_695	leukocyte_surface_antigen_cd47	5iwl
seq_97	seq_701	serine_protease_hepsin	3t2n
seq_97	seq_706	hiv-1_gp120_envelope_glycoprotein	3jwo
seq_97	seq_715	leukocyte_surface_antigen_cd47	5tzt
seq_97	seq_728	spike_protein_s1	6xkp
seq_97	seq_732	epithelial_cell_adhesion_molecule	6i07
seq_97	seq_746	clade_a/e_93th057_hiv-1_gp120_core	5f9w
seq_97	seq_805	spike_glycoprotein_e2	7sfw
seq_97	seq_813	pfs25	6b08
seq_97	seq_831	spike_glycoprotein	7bep
seq_97	seq_869	gdnf_family_receptor_alpha-like	6wmw
seq_97	seq_871	envelope_glycoprotein_gp140	6b0n
seq_97	seq_895	hemagglutinin	5a3i
seq_97	seq_918	apolipoprotein_l1	7lfb
seq_97	seq_930	c-x-c_motif_chemokine_2	5ob5
seq_97	seq_983	spike_glycoprotein	7lab
seq_97	seq_993	reticulocyte-binding_protein_homolog_5	7phu
seq_97	seq_1002	surface_glycoprotein	7ps4
seq_97	seq_1010	spike_protein_s1	7mzm
seq_97	seq_1028	factor_h_binding_protein_variant_1.1	5o14
seq_97	seq_1046	imv_membrane_protein	6b9j
seq_97	seq_1053	membrane_glycoprotein_polyprotein	5y11
seq_97	seq_1068	receptor_tyrosine-protein_kinase_erbb-3	7d85
seq_97	seq_1089	epidermal_growth_factor_receptor	4uv7
seq_97	seq_1115	envelope_glycoprotein_gp160	4j6r
seq_99	seq_70	spike_protein_s1	8k18
seq_99	seq_99	spike_glycoprotein	8yww
seq_99	seq_217	spike_protein_s1	8bg2
seq_99	seq_327	spike_protein_s1	7wnb
seq_99	seq_823	spike_protein_s1	7s4s
seq_100	seq_98	spike_glycoprotein	8yww
seq_100	seq_100	spike_protein_s2'	8ywx
seq_101	seq_101	envelope_glycoprotein_e2	8tgv
seq_102	seq_22	envelope_protein	8y3h
seq_102	seq_102	envelope_glycoprotein_e2	8thz
seq_102	seq_593	envelope_glycoprotein_e2	4mwf
seq_104	seq_104	transforming_growth_factor_beta-1_proprotein	8udz
seq_104	seq_364	spike_glycoprotein	7u0x
seq_104	seq_384	gametocyte_surface_protein_p45/48	7uxl
seq_104	seq_431	interleukin-27_subunit_alpha	7zxk
seq_104	seq_842	spike_protein_s1	7wi0
seq_104	seq_924	factor_h_binding_protein	7ket
seq_104	seq_1039	thymic_stromal_lymphopoietin	5j13
seq_105	seq_105	spike_glycoprotein	8q5y
seq_111	seq_111	spike_protein_s1	8xsj
seq_113	seq_113	erythropoietin_receptor	8vui
seq_114	seq_114	hemagglutinin	8ghk
seq_115	seq_115	ephrin_type-a_receptor_2	8tv1
seq_115	seq_668	fusion_glycoprotein_f0	4dag
seq_115	seq_1080	kelch-like_ech-associated_protein_1	5f72
seq_116	seq_116	spike_protein_s2'	8c0y
seq_116	seq_280	spike_protein_s1	8e1g
seq_116	seq_956	spike_glycoprotein	7ey0
seq_118	seq_118	envelope_glycoprotein_b	8rh0
seq_123	seq_123	asialoglycoprotein_receptor_2	8urf
seq_125	seq_125	spike_glycoprotein	8xbf
seq_126	seq_126	glutamate_receptor_ionotropic,_nmda_1	8jiz
seq_129	seq_28	5'-nucleotidase	8znz
seq_129	seq_35	cytotoxic_t-lymphocyte_protein_4	9dq3
seq_129	seq_42	conglutin	8sj4
seq_129	seq_110	spike_protein_s1	8xsf
seq_129	seq_129	spike_glycoprotein	8hld
seq_129	seq_164	fusion_glycoprotein_f0	8tqk
seq_129	seq_185	spike_protein_s1	8sis
seq_129	seq_268	programmed_cell_death_1_ligand_1	5xj4
seq_129	seq_505	integrin_alpha-l	3hi6
seq_129	seq_543	spike_protein_s1	7mzk
seq_129	seq_570	hemagglutinin_ha2	5k9q
seq_129	seq_718	receptor_binding_protein	6vy5
seq_129	seq_1074	erythropoietin_receptor	4y5y
seq_129	seq_1097	spike_protein_s1	7swp
seq_130	seq_103	eryai,6-deoxyerythronolide-b_synthase_erya3,_modules_5_and6_	8tjn
seq_130	seq_130	spike_glycoprotein	8jmm
seq_130	seq_491	circumsporozoite_protein	6o2b
seq_131	seq_131	spike_glycoprotein	8jmm
seq_132	seq_132	reticulocyte-binding_protein_homolog_5	8pwu
seq_132	seq_148	spike_glycoprotein	8jio
seq_132	seq_462	nucleoprotein	7str
seq_132	seq_463	nucleoprotein	7sts
seq_132	seq_544	spike_glycoprotein	7czx
seq_132	seq_684	spike_glycoprotein	7czp
seq_132	seq_696	hemagglutinin	4yk4
seq_132	seq_837	tetanus_toxin	7ce2
seq_132	seq_856	spike_protein_s1	7msq
seq_132	seq_904	spike_protein_s1	7m3i
seq_132	seq_1130	nucleoprotein	7n3d
seq_134	seq_134	reticulocyte-binding_protein_homolog_5	8pww
seq_138	seq_138	spike_protein	8r9y
seq_138	seq_1058	interleukin-2_receptor_subunit_alpha	6yio
seq_140	seq_140	gn	8wsn
seq_141	seq_141	gn	8wsp
seq_150	seq_150	spike_protein_s1	8suo
seq_150	seq_193	spike_protein_s2'	8ekd
seq_151	seq_151	spike_protein_s1	8suo
seq_153	seq_153	hemagglutinin	8toa
seq_157	seq_157	spike_glycoprotein	8r8k
seq_165	seq_165	spike_glycoprotein	8xea
seq_165	seq_406	spike_protein_s1	7t72
seq_165	seq_876	hemagglutinin	6xq4
seq_165	seq_1033	spike_glycoprotein	7nd3
seq_165	seq_1044	spike_protein_s1	7qf0
seq_166	seq_166	spike_glycoprotein	8xi6
seq_168	seq_168	vp1	8jg5
seq_169	seq_169	spike_glycoprotein	8khc
seq_171	seq_171	transforming_growth_factor_beta-3	8v52
seq_172	seq_172	spike_protein_s1	8qzr
seq_173	seq_173	neuraminidase	8u1c
seq_177	seq_177	envelope_glycoprotein_e2	8w0y
seq_178	seq_178	interleukin-6_receptor_subunit_alpha	8iow
seq_181	seq_181	tumor_necrosis_factor_receptor_superfamily_member_9	8oz3
seq_183	seq_183	spike_protein_s1	8sdg
seq_184	seq_184	spike_protein_s1	8siq
seq_189	seq_189	vasodilator-stimulated_phosphoprotein,_neuraminidasechimera_	8gau
seq_192	seq_192	spike_glycoprotein	8cin
seq_197	seq_197	spike_protein_s1	8cbe
seq_201	seq_201	spike_glycoprotein,fibritin	8qq0
seq_202	seq_202	heme/hemoglobin_uptake_outer_membrane_receptor_phur	8the
seq_206	seq_206	spike_protein_s1	8k5g
seq_207	seq_207	ara_h_2_allergen	8g4p
seq_207	seq_547	envelope_glycoprotein_e2	6wo5
seq_208	seq_208	spike_protein_s1	8hrd
seq_211	seq_211	killer_cell_immunoglobulin-like_receptor_2dl3	8tui
seq_218	seq_218	spike_protein_s1	8bg3
seq_219	seq_219	spike_protein_s1	8bg4
seq_219	seq_282	spike_glycoprotein	7yvg
seq_220	seq_220	spike_glycoprotein	8bg8
seq_222	seq_222	neuraminidase	8ez8
seq_223	seq_223	spike_protein_s1	8hes
seq_224	seq_224	spike_protein_s1	8bec
seq_225	seq_225	spike_protein_s2'	8pq2
seq_226	seq_226	spike_glycoprotein	8hgl
seq_230	seq_230	hemagglutinin	8tp2
seq_231	seq_231	spike_glycoprotein	7ukl
seq_233	seq_233	programmed_cell_death_protein_1	8gy5
seq_234	seq_234	tumor_necrosis_factor_receptor_superfamily_member_1b,maltose/maltodextrin-binding_periplasmic_protein_	8hlb
seq_234	seq_298	sialic_acid-binding_ig-like_lectin_8	7quh
seq_234	seq_666	stromal_cell-derived_factor_1	4lmq
seq_235	seq_235	tumor_necrosis_factor_receptor_superfamily_member_1b,maltose/maltodextrin-binding_periplasmic_protein_	8hlb
seq_236	seq_236	spike_glycoprotein	8i3u
seq_237	seq_237	tumor_necrosis_factor_receptor_superfamily_member_9	8gye
seq_242	seq_242	glycoprotein	8awm
seq_244	seq_244	spike_protein_s1	8gsb
seq_249	seq_249	spike_glycoprotein	8h7l
seq_249	seq_466	spike_glycoprotein	7v23
seq_251	seq_251	spike_protein_s1	8gf2
seq_252	seq_252	envelope_glycoprotein_o	8tco
seq_253	seq_253	envelope_protein_ul128	8tea
seq_257	seq_5	spike_protein_s1	9l6c
seq_257	seq_6	spike_protein_s1	9l6c
seq_257	seq_18	short_neurotoxin_1	8v13
seq_257	seq_23	envelope_protein	8y3i
seq_257	seq_29	5'-nucleotidase	8znz
seq_257	seq_30	spike_glycoprotein	9aru
seq_257	seq_40	receptor_tyrosine-protein_kinase_erbb-2	9l1s
seq_257	seq_45	hemagglutinin	8ume
seq_257	seq_46	t-cell-specific_surface_glycoprotein_cd28	8s6z
seq_257	seq_54	hemagglutinin-neuraminidase	9b2w
seq_257	seq_55	nkg2-d_type_ii_integral_membrane_protein	9dh2
seq_257	seq_56	hemagglutinin	8uzc
seq_257	seq_63	b-lymphocyte_antigen_cd20	8vgn
seq_257	seq_84	t-cell_immunoglobulin_mucin_receptor_3	8tbb
seq_257	seq_85	t-cell_immunoglobulin_mucin_receptor_3	8tft
seq_257	seq_89	spike_glycoprotein,fibritin,expression_tag	8zhe
seq_257	seq_106	rh5-34em	8rz0
seq_257	seq_108	spike_protein_s1	8xse
seq_257	seq_109	spike_protein_s1	8xse
seq_257	seq_119	leukocyte_surface_antigen_cd47	8rp8
seq_257	seq_120	programmed_cell_death_1_ligand_1	8rpb
seq_257	seq_121	cne40_sosip_envelope_glycoprotein_gp120	8tr3
seq_257	seq_124	der_p_2_variant_3	8vk1
seq_257	seq_135	reticulocyte-binding_protein_homolog_5	8pwx
seq_257	seq_137	spike_protein	8r9w
seq_257	seq_139	spike_protein	8r9y
seq_257	seq_142	glycoprotein_c	8wsu
seq_257	seq_163	hemagglutinin-neuraminidase	8tqi
seq_257	seq_167	spike_protein_s1	8f2x
seq_257	seq_187	c-x-c_chemokine_receptor_type_4	8u4q
seq_257	seq_199	capsid_protein	8i5l
seq_257	seq_212	factor_h-binding_protein	8bk2
seq_257	seq_214	fusion_glycoprotein_f0	8t9z
seq_257	seq_228	spike_protein_s1	8eqf
seq_257	seq_240	spike_protein_s1	8f0i
seq_257	seq_243	plasma_kallikrein_light_chain	8fgx
seq_257	seq_247	guanylyl_cyclase_c	8ghp
seq_257	seq_254	alkaline_phosphatase,_tissue-nonspecific_isozyme	7yix
seq_257	seq_257	rsv_fusion_protein	8dzw
seq_257	seq_263	circumsporozoite_protein	8dz3
seq_257	seq_265	structurally_designed_hmpv_f_protein_hmpv_v3b_d12_ds454,fibritin_	8f6x
seq_257	seq_267	cytotoxic_t-lymphocyte_protein_4	5xj3
seq_257	seq_279	sialic_acid-binding_ig-like_lectin_15	7zoz
seq_257	seq_288	spike_protein_s1	8eoo
seq_257	seq_295	ankyrin_repeat_family_a_protein_2,envelope_e_protein	8cxg
seq_257	seq_296	glycoprotein_g2	8eji
seq_257	seq_299	spike_protein_s1	7vzt
seq_257	seq_301	e2_glycoprotein	8dww
seq_257	seq_307	spike_glycoprotein	8h07
seq_257	seq_309	envelope_polyprotein	8ahn
seq_257	seq_310	spike_protein_s1	8cwi
seq_257	seq_318	spike_glycoprotein	8csj
seq_257	seq_320	spike_protein_s1	8hn7
seq_257	seq_344	spike_glycoprotein	7x95
seq_257	seq_347	spike_protein_s1	8bcz
seq_257	seq_352	spike_protein_s1	7s5q
seq_257	seq_356	programmed_cell_death_protein_1	7wsl
seq_257	seq_360	spike_protein_s1	7ul0
seq_257	seq_366	spike_glycoprotein	7xcz
seq_257	seq_368	fusion_glycoprotein_f0	8dg8
seq_257	seq_375	gametocyte_surface_protein_p230	7ubs
seq_257	seq_377	gametocyte_surface_protein_p230	7ucq
seq_257	seq_379	gametocyte_surface_protein_p230	7uvh
seq_257	seq_389	spike_protein_s1	7yck
seq_257	seq_393	leukocyte_surface_antigen_cd47	7wn8
seq_257	seq_401	spike_protein_s1	8dxt
seq_257	seq_410	4f2_cell-surface_antigen_heavy_chain	7df1
seq_257	seq_420	hla-a*02	8eb2
seq_257	seq_424	programmed_cell_death_protein_1	8as0
seq_257	seq_440	mhc_class_i_chain-related_protein_a	7s7i
seq_257	seq_443	angiotensin-converting_enzyme_2	8e7m
seq_257	seq_446	fusion_glycoprotein_f0	7tjq
seq_257	seq_454	spike_glycoprotein	8dzh
seq_257	seq_475	spike_glycoprotein	7wo4
seq_257	seq_477	spike_protein_s1	7wog
seq_257	seq_483	spike_glycoprotein	7cwn
seq_257	seq_485	interferon_alpha-2	4ypg
seq_257	seq_487	major_pollen_allergen_bet_v_1-a	7mxl
seq_257	seq_489	interleukin-17a	2vxs
seq_257	seq_508	interleukin-17a	4qhu
seq_257	seq_510	clade_a/e_93th057_hiv-1_gp120_core	6mfp
seq_257	seq_511	phosphatidylcholine-sterol_acyltransferase	4xx1
seq_257	seq_512	tyrosine-protein_phosphatase_non-receptor_type_substrate_1	6nms
seq_257	seq_517	complement_factor_d	6vmj
seq_257	seq_519	glucagon_receptor	4ers
seq_257	seq_524	spike_glycoprotein	7f3q
seq_257	seq_526	il13	7rew
seq_257	seq_529	hemagglutinin	5ibl
seq_257	seq_532	spike_glycoprotein	7mw3
seq_257	seq_542	spike_protein_s1	7mzk
seq_257	seq_545	programmed_cell_death_protein_1	7vux
seq_257	seq_556	spike_glycoprotein	7ej4
seq_257	seq_557	spike_protein_s1	7dk2
seq_257	seq_567	reticulocyte_binding_protein_homologue_5	6rcv
seq_257	seq_571	spike_glycoprotein	7czu
seq_257	seq_576	interleukin-1_beta	5mvz
seq_257	seq_582	glycoprotein_c	7l7r
seq_257	seq_588	spike_protein_s1	7dpm
seq_257	seq_596	spike_protein_s1	7si2
seq_257	seq_601	cytotoxic_t-lymphocyte_protein_4	5ggv
seq_257	seq_602	gtpase_hras	2vh5
seq_257	seq_605	spike_glycoprotein	7dzy
seq_257	seq_608	receptor_tyrosine-protein_kinase_erbb-2	6att
seq_257	seq_612	genome_polyprotein	6kyz
seq_257	seq_614	hemagglutinin	5k9o
seq_257	seq_615	spike_glycoprotein	7pnm
seq_257	seq_619	proprotein_convertase_subtilisin/kexin_type_9	6u36
seq_257	seq_621	spike_glycoprotein	7k8w
seq_257	seq_630	sars-cov-2_spike_glycoprotein	7jva
seq_257	seq_631	induced_myeloid_leukemia_cell_differentiation_protein_mcl-1homolog,induced_myeloid_leukemia_cell_differentiation_protein_mcl-1_	5mes
seq_257	seq_633	clade_a/e_93th057_hiv-1_gp120_core	5w4l
seq_257	seq_640	interleukin-2_receptor_subunit_alpha	3nfp
seq_257	seq_654	spike_glycoprotein	7r40
seq_257	seq_655	hemagglutinin	6ii8
seq_257	seq_665	5'-nucleotidase,_ecto_(cd73),_isoform_cra_a	6vca
seq_257	seq_671	spike_glycoprotein	7tb8
seq_257	seq_679	hemagglutinin_ha1_chain	7mem
seq_257	seq_699	spike_glycoprotein	7m6h
seq_257	seq_702	sars-cov-2_spike_glycoprotein	7jv4
seq_257	seq_710	spike_glycoprotein	7m6g
seq_257	seq_722	low_affinity_immunoglobulin_gamma_fc_region_receptor_iii-a	7seg
seq_257	seq_735	fibroblast_growth_factor_19	6ktr
seq_257	seq_739	hemagglutinin_ha2_chain	7t3d
seq_257	seq_740	spike_glycoprotein	7czy
seq_257	seq_744	neuraminidase	6u02
seq_257	seq_753	lymphocyte_activation_gene_3_protein	7tzh
seq_257	seq_755	env	6uta
seq_257	seq_765	growth/differentiation_factor_8	6umx
seq_257	seq_770	membrane-type_serine_protease_1	3bn9
seq_257	seq_772	erythropoietin_receptor	4y5x
seq_257	seq_774	spike_protein_s1	7q0i
seq_257	seq_777	interleukin-34	4dkf
seq_257	seq_784	hepatocyte_growth_factor_receptor	6wvz
seq_257	seq_792	circumsporozoite_protein	6o25
seq_257	seq_802	programmed_cell_death_protein_1	6jjp
seq_257	seq_803	erythropoietin_receptor	4y5v
seq_257	seq_804	spike_glycoprotein	7k8z
seq_257	seq_807	programmed_cell_death_1_ligand_1	5grj
seq_257	seq_817	hepatitis_a_virus_cellular_receptor_2	6txz
seq_257	seq_824	spike_protein_s1	7ly3
seq_257	seq_825	lymphotoxin-alpha	4mxw
seq_257	seq_827	tyrosine-protein_phosphatase_non-receptor_type_substrate_1	6nmu
seq_257	seq_832	factor_h_binding_protein	7lcv
seq_257	seq_841	spike_protein_s1	7wi0
seq_257	seq_845	natural_cytotoxicity_triggering_receptor_3_ligand_1	4zso
seq_257	seq_857	spike_glycoprotein	7k9z
seq_257	seq_862	spike_glycoprotein	7kqb
seq_257	seq_863	spike_glycoprotein	7rw2
seq_257	seq_870	gdnf_family_receptor_alpha-like	6wmw
seq_257	seq_873	spike_glycoprotein	7s0c
seq_257	seq_905	mucosal_addressin_cell_adhesion_molecule_1	4hcr
seq_257	seq_911	proprotein_convertase_subtilisin/kexin_type_9	4k8r
seq_257	seq_913	programmed_cell_death_protein_1	7cu5
seq_257	seq_914	25_kda_ookinete_surface_antigen	6b0g
seq_257	seq_915	t-cell_immunoreceptor_with_ig_and_itim_domains	7vyt
seq_257	seq_920	ecd	6o9h
seq_257	seq_925	circumsporozoite_protein	7rxl
seq_257	seq_931	receptor_tyrosine-protein_kinase_erbb-3	4p59
seq_257	seq_932	type_iii_secretion_system_protein	6cyf
seq_257	seq_933	leucine-rich_repeat_and_immunoglobulin-like_domain-containing_nogo_receptor-interacting_protein_1_	4oqt
seq_257	seq_958	proprotein_convertase_subtilisin/kexin_type_9	3sqo
seq_257	seq_964	spike_glycoprotein	7s0d
seq_257	seq_989	spike_protein_s1	7s0b
seq_257	seq_995	programmed_cell_death_protein_1	6xkr
seq_257	seq_999	interferon_alpha-1/13	3ux9
seq_257	seq_1004	platelet-derived_growth_factor_subunit_b	4qci
seq_257	seq_1019	vitamin_k-dependent_protein_c_heavy_chain	6m3b
seq_257	seq_1021	spike_protein_s1	7n4l
seq_257	seq_1029	envelope_protein	7bpk
seq_257	seq_1030	polcalcin_phl_p_7	5otj
seq_257	seq_1034	b-lymphocyte_antigen_cd19	6al5
seq_257	seq_1040	interleukin-17a	5n7w
seq_257	seq_1041	circumsporozoite_protein	6b0s
seq_257	seq_1043	hemagglutinin	6ii4
seq_257	seq_1049	spike_glycoprotein	7eng
seq_257	seq_1059	spike_protein_s1	7e3o
seq_257	seq_1064	icos_ligand	6x4t
seq_257	seq_1073	plasmodium_vivax_reticulocyte_binding_protein_2b	6wno
seq_257	seq_1078	clade_a/e_93th057_hiv-1_gp120_core	6oej
seq_257	seq_1086	complement_c5	4uu9
seq_257	seq_1096	nucleoprotein	7n3c
seq_257	seq_1100	spike_glycoprotein	7dzx
seq_257	seq_1101	angiogenin	1h0d
seq_257	seq_1102	spike_glycoprotein	2ghw
seq_257	seq_1107	spike_protein_s1	7ps6
seq_257	seq_1108	neuropilin-1	2qqn
seq_257	seq_1113	envelope_protein	4al8
seq_257	seq_1122	sars-cov-2_spike_glycoprotein	7byr
seq_257	seq_1127	spike_glycoprotein	7ntc
seq_257	seq_1129	spike_glycoprotein	7n62
seq_258	seq_258	fusion_glycoprotein_f0	8eay
seq_258	seq_260	hemagglutinin	7tri
seq_258	seq_488	major_pollen_allergen_bet_v_1-a	7mxl
seq_259	seq_259	tumor_necrosis_factor_receptor_superfamily_member_4	7yk4
seq_259	seq_363	low-density_lipoprotein_receptor-related_protein_6	8ffe
seq_259	seq_403	surface_glycoprotein	7wch
seq_259	seq_811	programmed_cell_death_1_ligand_1	5x8l
seq_261	seq_261	circumsporozoite_protein	8dyw
seq_262	seq_262	circumsporozoite_protein	8dyy
seq_269	seq_269	programmed_cell_death_1_ligand_1	7yds
seq_270	seq_270	spike_protein_s1	7yh6
seq_273	seq_273	coagulation_factor_ix_heavy_chain	8ol9
seq_281	seq_281	spike_protein_s1	7ytn
seq_281	seq_867	spike_protein_s1	7vyr
seq_283	seq_283	spike_glycoprotein	7yvi
seq_286	seq_286	spike_protein_s1	8j1q
seq_287	seq_287	long_neurotoxin_1	8d9y
seq_290	seq_290	mesothelin,_cleaved_form	8cyh
seq_291	seq_291	mesothelin,_cleaved_form	8cz8
seq_292	seq_210	spike_protein_s2'	8hws
seq_292	seq_292	spike_glycoprotein	7wt7
seq_292	seq_1084	spike_protein_s1	6xe1
seq_297	seq_297	cobalt/magnesium_transport_protein_cora	8slb
seq_297	seq_628	voltage-sensor_containing_phosphatase	4g80
seq_297	seq_982	maltose_binding_protein	5bk1
seq_304	seq_304	neuraminidase	8g30
seq_305	seq_305	neuraminidase	8g3m
seq_306	seq_306	neuraminidase	8g3q
seq_312	seq_312	spike_glycoprotein	8cwj
seq_313	seq_313	spike_protein_s1	8cwk
seq_314	seq_314	spike_protein_s1	8dnn
seq_314	seq_558	reticulocyte_binding_protein_2b	6wty
seq_315	seq_315	tyrosine-protein_phosphatase_non-receptor_type_substrate_1	7st5
seq_317	seq_317	spike_protein_s1	8bsf
seq_321	seq_321	spike_protein_s1	7xsb
seq_322	seq_322	interleukin-17a	8dy1
seq_331	seq_331	ch848.10.17_gp120	8sau
seq_332	seq_332	ch848.10.17_gp120	8say
