pdb	CDR	Cluster_Label
8cbd	SEQ_H2	1
8cbd	SEQ_H2	1
8cbd	SEQ_H2	1
8vvk	SEQ_H2	1
8vvk	SEQ_H2	1
8zhp	SEQ_H2	1
8zhp	SEQ_H2	1
8zho	SEQ_H2	1
8y4c	SEQ_H2	1
8y4c	SEQ_H2	1
8y4c	SEQ_H2	1
8jqm	SEQ_H2	1
8jqm	SEQ_H2	1
8vef	SEQ_H2	1
8vef	SEQ_H2	1
8vef	SEQ_H2	1
4g7y	SEQ_H2	1
5w2b	SEQ_H2	1
5bk1	SEQ_H2	1
5bk1	SEQ_H2	1
6kn9	SEQ_H2	1
6kn9	SEQ_H2	1
6kn9	SEQ_H2	1
4g7v	SEQ_H2	1
5vkd	SEQ_H2	1
7mnl	SEQ_H2	1
7mnl	SEQ_H2	1
4nnp	SEQ_H2	1
4nnp	SEQ_H2	1
5bjz	SEQ_H2	1
5bjz	SEQ_H2	1
7sk8	SEQ_H2	1
7sk4	SEQ_H2	1
7sk3	SEQ_H2	1
7vng	SEQ_H2	1
8slb	SEQ_H2	1
8trt	SEQ_H2	1
8trt	SEQ_H2	1
8trs	SEQ_H2	1
8trv	SEQ_H2	1
8trv	SEQ_H2	1
6pdx	SEQ_H2	1
6pdx	SEQ_H2	1
6pdx	SEQ_H2	1
9dx6	SEQ_H2	1
7qnx	SEQ_H2	1
8u1q	SEQ_H2	1
7qnw	SEQ_H2	1
2qr0	SEQ_H2	1
2qr0	SEQ_H2	1
2qr0	SEQ_H2	1
2qr0	SEQ_H2	1
2qr0	SEQ_H2	1
2qr0	SEQ_H2	1
2qr0	SEQ_H2	1
2qr0	SEQ_H2	1
8vvo	SEQ_H2	1
8vvo	SEQ_H2	1
8vvm	SEQ_H2	1
8vui	SEQ_H2	1
8vvm	SEQ_H2	1
5ucb	SEQ_H2	1
6ukj	SEQ_H2	1
2fjh	SEQ_H2	1
2fjh	SEQ_H2	1
6ayz	SEQ_H2	1
6ayz	SEQ_H2	1
6pi7	SEQ_H2	1
6pi7	SEQ_H2	1
8uwz	SEQ_H2	1
8uwz	SEQ_H2	1
9avo	SEQ_H2	1
9awe	SEQ_H2	1
6o3a	SEQ_H2	1
4dke	SEQ_H2	1
4dke	SEQ_H2	1
5eu7	SEQ_H2	1
5eu7	SEQ_H2	1
5uek	SEQ_H2	1
6az2	SEQ_H2	1
6az2	SEQ_H2	1
5uea	SEQ_H2	1
5uea	SEQ_H2	1
4rrp	SEQ_H2	1
4rrp	SEQ_H2	1
4rrp	SEQ_H2	1
4rrp	SEQ_H2	1
4rrp	SEQ_H2	1
4rrp	SEQ_H2	1
5c8j	SEQ_H2	1
5c8j	SEQ_H2	1
5c8j	SEQ_H2	1
5c8j	SEQ_H2	1
7sk9	SEQ_H2	1
7sk8	SEQ_H2	1
7sk6	SEQ_H2	1
7sk4	SEQ_H2	1
7sk3	SEQ_H2	1
8the	SEQ_H2	1
8sml	SEQ_H2	1
8sml	SEQ_H2	1
8smk	SEQ_H2	1
8smk	SEQ_H2	1
8tnj	SEQ_H2	1
8vc7	SEQ_H2	1
8vc7	SEQ_H2	1
2qql	SEQ_H2	1
4hwb	SEQ_H2	1
6a3w	SEQ_H2	1
6a3w	SEQ_H2	1
6a3w	SEQ_H2	1
6a3w	SEQ_H2	1
2qqk	SEQ_H2	1
6mi2	SEQ_H2	1
6mi2	SEQ_H2	1
6dfj	SEQ_H2	1
6dfi	SEQ_H2	1
7wly	SEQ_H2	1
7wly	SEQ_H2	1
7ey0	SEQ_H2	1
7e9n	SEQ_H2	1
7e9n	SEQ_H2	1
7e9n	SEQ_H2	1
7qny	SEQ_H2	1
7e9p	SEQ_H2	1
7wm0	SEQ_H2	1
7uvo	SEQ_H2	1
7e9q	SEQ_H2	1
7e9q	SEQ_H2	1
7e9q	SEQ_H2	1
7e9o	SEQ_H2	1
7e9o	SEQ_H2	1
8ix3	SEQ_H2	1
7e9o	SEQ_H2	1
5w1k	SEQ_H2	1
5w1k	SEQ_H2	1
5w1k	SEQ_H2	1
5w1k	SEQ_H2	1
8bg1	SEQ_H2	1
8bg1	SEQ_H2	1
8bg1	SEQ_H2	1
8pwx	SEQ_H2	1
8bg1	SEQ_H2	1
8qrf	SEQ_H2	1
8ol9	SEQ_H2	1
7rew	SEQ_H2	1
7rew	SEQ_H2	1
7xst	SEQ_H2	1
7xst	SEQ_H2	1
7xst	SEQ_H2	1
7xmz	SEQ_H2	1
7xmz	SEQ_H2	1
7xmz	SEQ_H2	1
5n09	SEQ_H2	1
5n09	SEQ_H2	1
4utb	SEQ_H2	1
4utb	SEQ_H2	1
5n0a	SEQ_H2	1
5n0a	SEQ_H2	1
8cxi	SEQ_H2	1
8eji	SEQ_H2	1
7n62	SEQ_H2	1
7xdk	SEQ_H2	1
7xdk	SEQ_H2	1
7xdk	SEQ_H2	1
7xcz	SEQ_H2	1
7ukl	SEQ_H2	1
7ukl	SEQ_H2	1
7ukl	SEQ_H2	1
8y4a	SEQ_H2	1
8y4a	SEQ_H2	1
9l6c	SEQ_H2	1
7e39	SEQ_H2	1
8dz4	SEQ_H2	1
8dz4	SEQ_H2	1
8dz4	SEQ_H2	1
8dz4	SEQ_H2	1
8dz4	SEQ_H2	1
8dz4	SEQ_H2	1
8dz4	SEQ_H2	1
8dz4	SEQ_H2	1
8dz4	SEQ_H2	1
8dz4	SEQ_H2	1
8dz4	SEQ_H2	1
8dyw	SEQ_H2	1
8dyw	SEQ_H2	1
8dyw	SEQ_H2	1
8dyw	SEQ_H2	1
8dyw	SEQ_H2	1
8dyw	SEQ_H2	1
8dyw	SEQ_H2	1
8dyw	SEQ_H2	1
8dyw	SEQ_H2	1
8dyw	SEQ_H2	1
4jm2	SEQ_H2	1
4nzr	SEQ_H2	1
3wd5	SEQ_H2	1
5tpn	SEQ_H2	1
3tyg	SEQ_H2	1
5t33	SEQ_H2	1
5ugy	SEQ_H2	1
5ugy	SEQ_H2	1
5ugy	SEQ_H2	1
8sja	SEQ_H2	1
8sja	SEQ_H2	1
8si1	SEQ_H2	1
8si1	SEQ_H2	1
8si1	SEQ_H2	1
8kfa	SEQ_H2	1
8kfa	SEQ_H2	1
8kfa	SEQ_H2	1
2h9g	SEQ_H2	1
2h9g	SEQ_H2	1
7su1	SEQ_H2	1
7su0	SEQ_H2	1
7su0	SEQ_H2	1
7rdw	SEQ_H2	1
7rdw	SEQ_H2	1
7rdw	SEQ_H2	1
7rdw	SEQ_H2	1
1i9r	SEQ_H2	1
1i9r	SEQ_H2	1
8v5l	SEQ_H2	1
1i9r	SEQ_H2	1
6ogx	SEQ_H2	1
6okm	SEQ_H2	1
8sdf	SEQ_H2	1
8sdf	SEQ_H2	1
7ua8	SEQ_H2	1
7x95	SEQ_H2	1
7ua8	SEQ_H2	1
7l5b	SEQ_H2	1
8hlb	SEQ_H2	1
8fsj	SEQ_H2	1
8t9z	SEQ_H2	1
6ofi	SEQ_H2	1
7kra	SEQ_H2	1
7e23	SEQ_H2	1
7e5o	SEQ_H2	1
6mlk	SEQ_H2	1
7kqe	SEQ_H2	1
7kqe	SEQ_H2	1
7kqe	SEQ_H2	1
7ll2	SEQ_H2	1
7ll2	SEQ_H2	1
7ll2	SEQ_H2	1
7m7b	SEQ_H2	1
7po5	SEQ_H2	1
7po5	SEQ_H2	1
7po5	SEQ_H2	1
7pnq	SEQ_H2	1
7pnq	SEQ_H2	1
7pnq	SEQ_H2	1
8hhz	SEQ_H2	1
8hhz	SEQ_H2	1
8hhz	SEQ_H2	1
7ycn	SEQ_H2	1
7ycn	SEQ_H2	1
7ycn	SEQ_H2	1
7ycn	SEQ_H2	1
8ee1	SEQ_H2	1
8gnh	SEQ_H2	1
8ee1	SEQ_H2	1
8gpx	SEQ_H2	1
7xdk	SEQ_H2	1
7xdk	SEQ_H2	1
7xdk	SEQ_H2	1
7xda	SEQ_H2	1
7xcz	SEQ_H2	1
7xdl	SEQ_H2	1
7xdl	SEQ_H2	1
7xdl	SEQ_H2	1
8w0y	SEQ_H2	1
8w0y	SEQ_H2	1
4r4f	SEQ_H2	1
4r4n	SEQ_H2	1
4r4n	SEQ_H2	1
4p59	SEQ_H2	1
7so7	SEQ_H2	1
7so7	SEQ_H2	1
6pzy	SEQ_H2	1
6pzy	SEQ_H2	1
6pzy	SEQ_H2	1
6pzy	SEQ_H2	1
6ii9	SEQ_H2	1
6ii9	SEQ_H2	1
6ii9	SEQ_H2	1
7so9	SEQ_H2	1
7so9	SEQ_H2	1
7so9	SEQ_H2	1
7lxy	SEQ_H2	1
7lxy	SEQ_H2	1
7lxy	SEQ_H2	1
7ly2	SEQ_H2	1
7ly2	SEQ_H2	1
7ly2	SEQ_H2	1
7n8h	SEQ_H2	1
7n8h	SEQ_H2	1
7n8h	SEQ_H2	1
7lxz	SEQ_H2	1
7lxz	SEQ_H2	1
7lxz	SEQ_H2	1
7k43	SEQ_H2	1
7k43	SEQ_H2	1
7k43	SEQ_H2	1
8dlw	SEQ_H2	1
8dlw	SEQ_H2	1
8dlw	SEQ_H2	1
4nzt	SEQ_H2	1
9dwe	SEQ_H2	1
9dwe	SEQ_H2	1
9dwe	SEQ_H2	1
8uzp	SEQ_H2	1
8uzp	SEQ_H2	1
3u30	SEQ_H2	1
3u30	SEQ_H2	1
8qpr	SEQ_H2	1
3p30	SEQ_H2	1
8kep	SEQ_H2	1
8keo	SEQ_H2	1
8keo	SEQ_H2	1
8keo	SEQ_H2	1
5ngv	SEQ_H2	1
5nhr	SEQ_H2	1
5nhr	SEQ_H2	1
5nh3	SEQ_H2	1
5nh3	SEQ_H2	1
8qzr	SEQ_H2	1
8qzr	SEQ_H2	1
8dxu	SEQ_H2	1
7t5o	SEQ_H2	1
8rh2	SEQ_H2	1
8rh2	SEQ_H2	1
8rh2	SEQ_H2	1
8rh0	SEQ_H2	1
8rh0	SEQ_H2	1
8rh0	SEQ_H2	1
5vl7	SEQ_H2	1
7x8w	SEQ_H2	1
8sm1	SEQ_H2	1
8ty1	SEQ_H2	1
4hkx	SEQ_H2	1
9azt	SEQ_H2	1
9azv	SEQ_H2	1
8znz	SEQ_H2	1
8znz	SEQ_H2	1
8hn7	SEQ_H2	1
8hn7	SEQ_H2	1
2ghw	SEQ_H2	1
2ghw	SEQ_H2	1
7enf	SEQ_H2	1
7eng	SEQ_H2	1
6ii4	SEQ_H2	1
6ii4	SEQ_H2	1
7nxb	SEQ_H2	1
7bpk	SEQ_H2	1
7bpk	SEQ_H2	1
7n4l	SEQ_H2	1
7zf3	SEQ_H2	1
7cwm	SEQ_H2	1
7cwm	SEQ_H2	1
7cwm	SEQ_H2	1
7z0y	SEQ_H2	1
6w7s	SEQ_H2	1
7cr5	SEQ_H2	1
7nx6	SEQ_H2	1
7cwo	SEQ_H2	1
7rks	SEQ_H2	1
7rks	SEQ_H2	1
7tbf	SEQ_H2	1
7u2e	SEQ_H2	1
6zer	SEQ_H2	1
6zer	SEQ_H2	1
6zer	SEQ_H2	1
7kqb	SEQ_H2	1
7kqb	SEQ_H2	1
7nx9	SEQ_H2	1
7nx8	SEQ_H2	1
7pry	SEQ_H2	1
7pry	SEQ_H2	1
7k8t	SEQ_H2	1
7k8t	SEQ_H2	1
7k8t	SEQ_H2	1
7rkv	SEQ_H2	1
7rkv	SEQ_H2	1
7rkv	SEQ_H2	1
7czv	SEQ_H2	1
7czv	SEQ_H2	1
7czv	SEQ_H2	1
7cwl	SEQ_H2	1
7cwl	SEQ_H2	1
7cwl	SEQ_H2	1
7qnx	SEQ_H2	1
7ora	SEQ_H2	1
7ora	SEQ_H2	1
7cwu	SEQ_H2	1
7cwu	SEQ_H2	1
7cwu	SEQ_H2	1
7e5r	SEQ_H2	1
7e5r	SEQ_H2	1
7e5r	SEQ_H2	1
7tca	SEQ_H2	1
7tca	SEQ_H2	1
5yoy	SEQ_H2	1
5yoy	SEQ_H2	1
5yoy	SEQ_H2	1
5yoy	SEQ_H2	1
5yoy	SEQ_H2	1
5yoy	SEQ_H2	1
7tb8	SEQ_H2	1
7tb8	SEQ_H2	1
7tb8	SEQ_H2	1
7tcc	SEQ_H2	1
7tcc	SEQ_H2	1
7tcc	SEQ_H2	1
7qnw	SEQ_H2	1
6kyz	SEQ_H2	1
6kyz	SEQ_H2	1
7nxa	SEQ_H2	1
7k8s	SEQ_H2	1
7k8s	SEQ_H2	1
7k8s	SEQ_H2	1
7e5s	SEQ_H2	1
7e5s	SEQ_H2	1
7czu	SEQ_H2	1
7czu	SEQ_H2	1
7nx7	SEQ_H2	1
6pzw	SEQ_H2	1
6pzw	SEQ_H2	1
6pzw	SEQ_H2	1
6pzw	SEQ_H2	1
7l2e	SEQ_H2	1
7l2e	SEQ_H2	1
7l2e	SEQ_H2	1
7bel	SEQ_H2	1
7bel	SEQ_H2	1
7cwn	SEQ_H2	1
7cwn	SEQ_H2	1
7cwn	SEQ_H2	1
6zdh	SEQ_H2	1
6zdh	SEQ_H2	1
6zdh	SEQ_H2	1
7x90	SEQ_H2	1
8hhx	SEQ_H2	1
7yck	SEQ_H2	1
7yck	SEQ_H2	1
7x2h	SEQ_H2	1
7x2h	SEQ_H2	1
8bcz	SEQ_H2	1
8bcz	SEQ_H2	1
8bbn	SEQ_H2	1
8bbn	SEQ_H2	1
8bbn	SEQ_H2	1
7zjl	SEQ_H2	1
7zjl	SEQ_H2	1
7zjl	SEQ_H2	1
8h08	SEQ_H2	1
8h08	SEQ_H2	1
8h08	SEQ_H2	1
8h07	SEQ_H2	1
8h07	SEQ_H2	1
8h07	SEQ_H2	1
8j26	SEQ_H2	1
8j1q	SEQ_H2	1
8h7z	SEQ_H2	1
8h7l	SEQ_H2	1
8h7l	SEQ_H2	1
8h7l	SEQ_H2	1
8smi	SEQ_H2	1
8cbe	SEQ_H2	1
8cbd	SEQ_H2	1
8cbd	SEQ_H2	1
8cbd	SEQ_H2	1
8f2x	SEQ_H2	1
8wsu	SEQ_H2	1
8jqn	SEQ_H2	1
8wsu	SEQ_H2	1
3thm	SEQ_H2	1
3tje	SEQ_H2	1
8u31	SEQ_H2	1
7yvj	SEQ_H2	1
7yvi	SEQ_H2	1
7yvi	SEQ_H2	1
7yvi	SEQ_H2	1
6bp2	SEQ_H2	1
7nd4	SEQ_H2	1
7nd4	SEQ_H2	1
7nd4	SEQ_H2	1
7bel	SEQ_H2	1
7tri	SEQ_H2	1
7bel	SEQ_H2	1
8u32	SEQ_H2	1
8u32	SEQ_H2	1
4hcr	SEQ_H2	1
4hcr	SEQ_H2	1
7m42	SEQ_H2	1
6m3b	SEQ_H2	1
8iow	SEQ_H2	1
7f3q	SEQ_H2	1
8e7m	SEQ_H2	1
6pe8	SEQ_H2	1
6pe8	SEQ_H2	1
4gxu	SEQ_H2	1
4gxu	SEQ_H2	1
4gxu	SEQ_H2	1
4gxu	SEQ_H2	1
4gxu	SEQ_H2	1
5njd	SEQ_H2	1
4gxu	SEQ_H2	1
8sit	SEQ_H2	1
8sit	SEQ_H2	1
8sit	SEQ_H2	1
8sit	SEQ_H2	1
8fdo	SEQ_H2	1
8dfg	SEQ_H2	1
8dfg	SEQ_H2	1
7e72	SEQ_H2	1
7e72	SEQ_H2	1
3eoa	SEQ_H2	1
3eoa	SEQ_H2	1
3eob	SEQ_H2	1
3eob	SEQ_H2	1
6plk	SEQ_H2	1
6plk	SEQ_H2	1
8tbq	SEQ_H2	1
8tbq	SEQ_H2	1
9dh2	SEQ_H2	1
9dh2	SEQ_H2	1
9dh2	SEQ_H2	1
9dh2	SEQ_H2	1
5vic	SEQ_H2	1
7d85	SEQ_H2	1
7d85	SEQ_H2	1
4qci	SEQ_H2	1
4qci	SEQ_H2	1
1dee	SEQ_H2	1
1dee	SEQ_H2	1
1hez	SEQ_H2	1
1hez	SEQ_H2	1
6was	SEQ_H2	1
6was	SEQ_H2	1
7lbg	SEQ_H2	1
7lbf	SEQ_H2	1
7lbe	SEQ_H2	1
7t4r	SEQ_H2	1
7t4r	SEQ_H2	1
5yy5	SEQ_H2	1
5yy5	SEQ_H2	1
8yzk	SEQ_H2	1
8yzk	SEQ_H2	1
8vdg	SEQ_H2	1
9bhb	SEQ_H2	1
7lsg	SEQ_H2	1
7lsf	SEQ_H2	1
7lse	SEQ_H2	1
8xsj	SEQ_H2	1
3g6d	SEQ_H2	1
4g3y	SEQ_H2	1
5d1q	SEQ_H2	1
5d1x	SEQ_H2	1
5vig	SEQ_H2	1
7ps2	SEQ_H2	1
5vig	SEQ_H2	1
5a3i	SEQ_H2	1
5a3i	SEQ_H2	1
7kde	SEQ_H2	1
7kde	SEQ_H2	1
7kde	SEQ_H2	1
6yor	SEQ_H2	1
6yor	SEQ_H2	1
7lm9	SEQ_H2	1
6xc3	SEQ_H2	1
7lop	SEQ_H2	1
7lop	SEQ_H2	1
7lm8	SEQ_H2	1
7kzb	SEQ_H2	1
7qez	SEQ_H2	1
7r8l	SEQ_H2	1
7m6d	SEQ_H2	1
6xc7	SEQ_H2	1
6yla	SEQ_H2	1
6yla	SEQ_H2	1
7a5r	SEQ_H2	1
7a5r	SEQ_H2	1
7a5s	SEQ_H2	1
7a5s	SEQ_H2	1
7jn5	SEQ_H2	1
6w41	SEQ_H2	1
8dw3	SEQ_H2	1
8dw2	SEQ_H2	1
8cwj	SEQ_H2	1
8siq	SEQ_H2	1
8cwj	SEQ_H2	1
3mxw	SEQ_H2	1
7seg	SEQ_H2	1
7seg	SEQ_H2	1
5um8	SEQ_H2	1
6nnf	SEQ_H2	1
4np4	SEQ_H2	1
4np4	SEQ_H2	1
6mu6	SEQ_H2	1
5u7m	SEQ_H2	1
4tvp	SEQ_H2	1
6mu8	SEQ_H2	1
6nm6	SEQ_H2	1
7kmd	SEQ_H2	1
6mu7	SEQ_H2	1
6ch7	SEQ_H2	1
5uty	SEQ_H2	1
6nnj	SEQ_H2	1
6utk	SEQ_H2	1
6mug	SEQ_H2	1
5fyl	SEQ_H2	1
5utf	SEQ_H2	1
5v7j	SEQ_H2	1
6wix	SEQ_H2	1
5w6d	SEQ_H2	1
6mdt	SEQ_H2	1
6ck9	SEQ_H2	1
6vzi	SEQ_H2	1
6mco	SEQ_H2	1
6mtj	SEQ_H2	1
5cez	SEQ_H2	1
6muf	SEQ_H2	1
6ieq	SEQ_H2	1
6w03	SEQ_H2	1
6mtn	SEQ_H2	1
8d4r	SEQ_H2	1
5u7o	SEQ_H2	1
4fqj	SEQ_H2	1
7y3o	SEQ_H2	1
7y3n	SEQ_H2	1
7y3n	SEQ_H2	1
7y3n	SEQ_H2	1
7si2	SEQ_H2	1
7si2	SEQ_H2	1
7si2	SEQ_H2	1
6xpz	SEQ_H2	1
6xpz	SEQ_H2	1
7zbu	SEQ_H2	1
7e3o	SEQ_H2	1
7z0x	SEQ_H2	1
6iea	SEQ_H2	1
7u2d	SEQ_H2	1
7prz	SEQ_H2	1
7u9p	SEQ_H2	1
7unb	SEQ_H2	1
3ulv	SEQ_H2	1
7wvf	SEQ_H2	1
3ulu	SEQ_H2	1
8jeo	SEQ_H2	1
8jeo	SEQ_H2	1
7epu	SEQ_H2	1
7o52	SEQ_H2	1
5k9k	SEQ_H2	1
5k9k	SEQ_H2	1
6ztr	SEQ_H2	1
6ztr	SEQ_H2	1
4j4p	SEQ_H2	1
4j4p	SEQ_H2	1
7xxl	SEQ_H2	1
8ag1	SEQ_H2	1
8ykh	SEQ_H2	1
8ykg	SEQ_H2	1
8yk4	SEQ_H2	1
8ykg	SEQ_H2	1
6mb3	SEQ_H2	1
6mb3	SEQ_H2	1
6mb3	SEQ_H2	1
6mb3	SEQ_H2	1
6mb3	SEQ_H2	1
6mb3	SEQ_H2	1
6mb3	SEQ_H2	1
6mb3	SEQ_H2	1
6mb3	SEQ_H2	1
6mhg	SEQ_H2	1
6mhg	SEQ_H2	1
6mhg	SEQ_H2	1
6mhg	SEQ_H2	1
6mhg	SEQ_H2	1
6mhg	SEQ_H2	1
6mhg	SEQ_H2	1
6mhg	SEQ_H2	1
6mhg	SEQ_H2	1
6mhg	SEQ_H2	1
6mhg	SEQ_H2	1
8dyx	SEQ_H2	1
8dyx	SEQ_H2	1
8dyx	SEQ_H2	1
8dyx	SEQ_H2	1
8dyx	SEQ_H2	1
8dyx	SEQ_H2	1
8dyx	SEQ_H2	1
8dyx	SEQ_H2	1
8dyx	SEQ_H2	1
8dyx	SEQ_H2	1
8dyx	SEQ_H2	1
9dq3	SEQ_H2	1
9dq4	SEQ_H2	1
6umx	SEQ_H2	1
6umx	SEQ_H2	1
7wsc	SEQ_H2	1
7bsd	SEQ_H2	1
7bsd	SEQ_H2	1
7bsc	SEQ_H2	1
7uc8	SEQ_H2	1
7uc8	SEQ_H2	1
7uc8	SEQ_H2	1
8dz3	SEQ_H2	1
8dz3	SEQ_H2	1
8dz3	SEQ_H2	1
8dz3	SEQ_H2	1
8dz3	SEQ_H2	1
8dz3	SEQ_H2	1
8dz3	SEQ_H2	1
4hf5	SEQ_H2	1
5wt9	SEQ_H2	1
7l2f	SEQ_H2	1
7l2f	SEQ_H2	1
7l2f	SEQ_H2	1
5ggr	SEQ_H2	1
5ggr	SEQ_H2	1
7x92	SEQ_H2	1
7uxl	SEQ_H2	1
8dyy	SEQ_H2	1
8dyy	SEQ_H2	1
8dyy	SEQ_H2	1
8dyy	SEQ_H2	1
8dyy	SEQ_H2	1
8dyy	SEQ_H2	1
8dyy	SEQ_H2	1
8dyy	SEQ_H2	1
8dyy	SEQ_H2	1
8awm	SEQ_H2	1
8ezm	SEQ_H2	1
7phu	SEQ_H2	1
6xkq	SEQ_H2	1
6rcv	SEQ_H2	1
6rcv	SEQ_H2	1
8rz0	SEQ_H2	1
8rz0	SEQ_H2	1
8rz0	SEQ_H2	1
8rz0	SEQ_H2	1
7kn3	SEQ_H2	1
7kn3	SEQ_H2	1
7swp	SEQ_H2	1
7elx	SEQ_H2	1
5tru	SEQ_H2	1
6rp8	SEQ_H2	1
5xj3	SEQ_H2	1
5xj3	SEQ_H2	1
5xj3	SEQ_H2	1
5xj3	SEQ_H2	1
5xf1	SEQ_H2	1
5xf1	SEQ_H2	1
5xez	SEQ_H2	1
4ers	SEQ_H2	1
5xez	SEQ_H2	1
7yh7	SEQ_H2	1
7yh7	SEQ_H2	1
7yh6	SEQ_H2	1
7yh7	SEQ_H2	1
7mmn	SEQ_H2	1
7mmn	SEQ_H2	1
7mmn	SEQ_H2	1
8v5q	SEQ_H2	1
6wno	SEQ_H2	1
6wno	SEQ_H2	1
5j13	SEQ_H2	1
7ly0	SEQ_H2	1
4xwg	SEQ_H2	1
7deo	SEQ_H2	1
7deo	SEQ_H2	1
7ur4	SEQ_H2	1
7ur4	SEQ_H2	1
7ur4	SEQ_H2	1
7czt	SEQ_H2	1
7czt	SEQ_H2	1
7lxy	SEQ_H2	1
7lxy	SEQ_H2	1
7lxy	SEQ_H2	1
7ly2	SEQ_H2	1
7ly2	SEQ_H2	1
7ly2	SEQ_H2	1
7pqz	SEQ_H2	1
7ly3	SEQ_H2	1
7ly3	SEQ_H2	1
6o25	SEQ_H2	1
7q0i	SEQ_H2	1
7q0i	SEQ_H2	1
7lxw	SEQ_H2	1
6vca	SEQ_H2	1
6vca	SEQ_H2	1
6vca	SEQ_H2	1
6vca	SEQ_H2	1
5bv7	SEQ_H2	1
5ggv	SEQ_H2	1
4xx1	SEQ_H2	1
4xx1	SEQ_H2	1
4xx1	SEQ_H2	1
8eoo	SEQ_H2	1
8eoo	SEQ_H2	1
8smt	SEQ_H2	1
8smt	SEQ_H2	1
8smt	SEQ_H2	1
8smt	SEQ_H2	1
8f0i	SEQ_H2	1
8f0i	SEQ_H2	1
8f0i	SEQ_H2	1
7ukm	SEQ_H2	1
7ukm	SEQ_H2	1
7ukm	SEQ_H2	1
8f2j	SEQ_H2	1
8f2j	SEQ_H2	1
8f2j	SEQ_H2	1
8f2j	SEQ_H2	1
8xsf	SEQ_H2	1
8xsi	SEQ_H2	1
6ocb	SEQ_H2	1
6oc3	SEQ_H2	1
6oc3	SEQ_H2	1
9mer	SEQ_H2	1
9mev	SEQ_H2	1
8t6m	SEQ_H2	1
7sn3	SEQ_H2	1
7sn3	SEQ_H2	1
4g6j	SEQ_H2	1
5bvp	SEQ_H2	1
8d7e	SEQ_H2	1
8eqf	SEQ_H2	1
6xy2	SEQ_H2	1
4xnq	SEQ_H2	1
4xnq	SEQ_H2	1
4xrc	SEQ_H2	1
4xrc	SEQ_H2	1
4xnm	SEQ_H2	1
4xnm	SEQ_H2	1
2vxq	SEQ_H2	1
4ybl	SEQ_H2	1
4ybl	SEQ_H2	1
4yc2	SEQ_H2	1
4yc2	SEQ_H2	1
8vvh	SEQ_H2	1
8vuy	SEQ_H2	1
8vuy	SEQ_H2	1
