pdb	CDR	Cluster_Label
6vy5	SEQ_L1	1
5cus	SEQ_L1	1
7u9e	SEQ_L1	1
7ps4	SEQ_L1	1
8uzp	SEQ_L1	1
8zby	SEQ_L1	1
7yve	SEQ_L1	1
7xmz	SEQ_L1	1
4yjz	SEQ_L1	1
7mzk	SEQ_L1	1
8zgu	SEQ_L1	1
6e63	SEQ_L1	1
7t9n	SEQ_L1	1
7e5y	SEQ_L1	1
6umx	SEQ_L1	1
8k3c	SEQ_L1	1
8tea	SEQ_L1	1
8ykt	SEQ_L1	1
7mzh	SEQ_L1	1
6oao	SEQ_L1	1
7v2a	SEQ_L1	1
9bj2	SEQ_L1	1
7bel	SEQ_L1	1
7tat	SEQ_L1	1
6u0n	SEQ_L1	1
8rz1	SEQ_L1	1
4y5x	SEQ_L1	1
4v1d	SEQ_L1	1
7e3o	SEQ_L1	1
7uar	SEQ_L1	1
8jmm	SEQ_L1	1
5mes	SEQ_L1	1
8ez8	SEQ_L1	1
7wrj	SEQ_L1	1
4hj0	SEQ_L1	1
8gto	SEQ_L1	1
6pzy	SEQ_L1	1
3nps	SEQ_L1	1
3ux9	SEQ_L1	1
7kn4	SEQ_L1	1
7d85	SEQ_L1	1
6pdx	SEQ_L1	1
7xw7	SEQ_L1	1
7m6e	SEQ_L1	1
7bpk	SEQ_L1	1
5jz7	SEQ_L1	1
6pze	SEQ_L1	1
7cm4	SEQ_L1	1
7sj0	SEQ_L1	1
7cws	SEQ_L1	1
8bsf	SEQ_L1	1
5yy5	SEQ_L1	1
7kdd	SEQ_L1	1
4ot1	SEQ_L1	1
7x95	SEQ_L1	1
7t17	SEQ_L1	1
8dfh	SEQ_L1	1
8ezk	SEQ_L1	1
8vym	SEQ_L1	1
7dm2	SEQ_L1	1
4fqj	SEQ_L1	1
2j6e	SEQ_L1	1
7mdp	SEQ_L1	1
7u9g	SEQ_L1	1
8i5l	SEQ_L1	1
7sts	SEQ_L1	1
8y3h	SEQ_L1	1
8dv6	SEQ_L1	1
5wk3	SEQ_L1	2
6xkr	SEQ_L1	2
6pe8	SEQ_L1	2
6pe9	SEQ_L1	2
6o9h	SEQ_L1	2
6xq4	SEQ_L1	2
6ye3	SEQ_L1	2
7fjo	SEQ_L1	2
6bf4	SEQ_L1	2
8ekd	SEQ_L1	2
8d48	SEQ_L1	2
7eng	SEQ_L1	2
7prz	SEQ_L1	2
8gf2	SEQ_L1	2
8cwj	SEQ_L1	2
6rlo	SEQ_L1	2
7mzk	SEQ_L1	2
7zxk	SEQ_L1	2
7f9w	SEQ_L1	2
7kn3	SEQ_L1	2
7oly	SEQ_L1	2
5if0	SEQ_L1	2
7k9z	SEQ_L1	2
7czy	SEQ_L1	2
7d0d	SEQ_L1	2
7ps2	SEQ_L1	2
7czx	SEQ_L1	2
7df1	SEQ_L1	2
7uvs	SEQ_L1	2
7ubs	SEQ_L1	2
8dnn	SEQ_L1	2
8b7h	SEQ_L1	2
8suo	SEQ_L1	2
8s6z	SEQ_L1	2
8rmx	SEQ_L1	2
8ume	SEQ_L1	2
8ved	SEQ_L1	2
5vgj	SEQ_L1	2
9b2w	SEQ_L1	2
7n0a	SEQ_L1	2
8tnl	SEQ_L1	2
8bg1	SEQ_L1	2
7rxp	SEQ_L1	2
6wgl	SEQ_L1	2
7pnm	SEQ_L1	2
7e8c	SEQ_L1	2
6iuv	SEQ_L1	2
7t4r	SEQ_L1	2
5a3i	SEQ_L1	2
6phc	SEQ_L1	2
7wsc	SEQ_L1	2
6c6z	SEQ_L1	2
6oej	SEQ_L1	2
6mlk	SEQ_L1	2
7jie	SEQ_L1	2
7deo	SEQ_L1	2
7chh	SEQ_L1	2
7e9o	SEQ_L1	2
8tjn	SEQ_L1	2
8zr4	SEQ_L1	2
8us0	SEQ_L1	2
6u36	SEQ_L1	2
8dy1	SEQ_L1	2
2vxs	SEQ_L1	2
8dfi	SEQ_L1	2
5iwl	SEQ_L1	2
2xqb	SEQ_L1	2
4uv7	SEQ_L1	2
8xs3	SEQ_L1	2
7so5	SEQ_L1	2
5k9o	SEQ_L1	2
8u4q	SEQ_L1	2
6wo5	SEQ_L1	2
7lue	SEQ_L1	2
8eoo	SEQ_L1	2
9aru	SEQ_L1	2
6b0e	SEQ_L1	2
8eb2	SEQ_L1	2
9dq5	SEQ_L1	2
8rgz	SEQ_L1	2
7wkx	SEQ_L1	2
6o9i	SEQ_L1	2
8yx9	SEQ_L1	2
8toa	SEQ_L1	2
7amr	SEQ_L1	2
7amq	SEQ_L1	2
6wmw	SEQ_L1	2
4dtg	SEQ_L1	2
5t33	SEQ_L1	2
8pwv	SEQ_L1	2
7ukm	SEQ_L1	2
6i07	SEQ_L1	2
4hcr	SEQ_L1	2
5d1x	SEQ_L1	2
8swh	SEQ_L1	2
8dm3	SEQ_L1	2
7luc	SEQ_L1	2
6b0g	SEQ_L1	2
7uvh	SEQ_L1	2
1hez	SEQ_L1	2
1dee	SEQ_L1	2
7ey0	SEQ_L1	2
7zfd	SEQ_L1	2
8tco	SEQ_L1	2
8dwa	SEQ_L1	2
8g4p	SEQ_L1	2
7s07	SEQ_L1	2
7kra	SEQ_L1	2
7x8y	SEQ_L1	2
8u1p	SEQ_L1	2
7yrn	SEQ_L1	2
7v5k	SEQ_L1	2
8bbn	SEQ_L1	2
7n4l	SEQ_L1	2
5tzt	SEQ_L1	2
7ua2	SEQ_L1	2
8tbb	SEQ_L1	2
8e6j	SEQ_L1	2
8zhq	SEQ_L1	2
8v5s	SEQ_L1	2
6xq2	SEQ_L1	2
4ydl	SEQ_L1	2
8oz3	SEQ_L1	2
7cj2	SEQ_L1	2
9mer	SEQ_L1	2
6mlm	SEQ_L1	2
8gy5	SEQ_L1	2
6v4n	SEQ_L1	2
8jqm	SEQ_L1	2
8qkr	SEQ_L1	2
9l6c	SEQ_L1	2
3hi6	SEQ_L1	2
8szy	SEQ_L1	2
8e6k	SEQ_L1	2
6xpy	SEQ_L1	2
7n3d	SEQ_L1	2
7mzj	SEQ_L1	2
7np1	SEQ_L1	2
7n4i	SEQ_L1	2
6u02	SEQ_L1	2
7yr1	SEQ_L1	2
8a44	SEQ_L1	2
8db4	SEQ_L1	2
7uvf	SEQ_L1	2
6cmg	SEQ_L1	2
6okm	SEQ_L1	2
7ll1	SEQ_L1	2
7qti	SEQ_L1	2
7m30	SEQ_L1	2
4g6m	SEQ_L1	2
6vug	SEQ_L1	2
5ggv	SEQ_L1	2
7zoz	SEQ_L1	2
6bft	SEQ_L1	2
5ob5	SEQ_L1	2
5tzu	SEQ_L1	2
3d85	SEQ_L1	2
7eya	SEQ_L1	2
9fgs	SEQ_L1	2
6q20	SEQ_L1	2
6vgr	SEQ_L1	2
6vc9	SEQ_L1	2
9dpc	SEQ_L1	2
7t01	SEQ_L1	2
8eqf	SEQ_L1	2
7vux	SEQ_L1	2
8v52	SEQ_L1	2
7wb5	SEQ_L1	2
6att	SEQ_L1	2
8r8k	SEQ_L1	2
7wi0	SEQ_L1	2
7yds	SEQ_L1	2
5k59	SEQ_L1	2
7tht	SEQ_L1	2
3kr3	SEQ_L1	2
5o1r	SEQ_L1	2
7x90	SEQ_L1	2
7ru8	SEQ_L1	2
7y3n	SEQ_L1	2
8tr3	SEQ_L1	2
9bdg	SEQ_L1	2
8xsj	SEQ_L1	2
7woa	SEQ_L1	2
7lf2	SEQ_L1	2
2eks	SEQ_L1	2
7k9z	SEQ_L1	2
6wzk	SEQ_L1	2
6t3j	SEQ_L1	2
8f5n	SEQ_L1	2
8v5l	SEQ_L1	2
4edw	SEQ_L1	2
6was	SEQ_L1	2
4ut6	SEQ_L1	2
6cdi	SEQ_L1	2
8rpb	SEQ_L1	2
8y4c	SEQ_L1	2
3wsq	SEQ_L1	2
8hlb	SEQ_L1	2
9gwt	SEQ_L1	2
4i77	SEQ_L1	2
6ywc	SEQ_L1	2
6wmw	SEQ_L1	2
1h0d	SEQ_L1	2
7mw3	SEQ_L1	2
7e5s	SEQ_L1	2
7sjn	SEQ_L1	2
6b0n	SEQ_L1	2
7su0	SEQ_L1	2
7mw6	SEQ_L1	2
7bsc	SEQ_L1	2
8ruu	SEQ_L1	2
8il3	SEQ_L1	2
6m3c	SEQ_L1	2
7cgw	SEQ_L1	2
8ywq	SEQ_L1	2
3mxw	SEQ_L1	2
6xpx	SEQ_L1	2
6cde	SEQ_L1	2
6al5	SEQ_L1	2
1uj3	SEQ_L1	2
5kw9	SEQ_L1	2
4ye4	SEQ_L1	2
6eyo	SEQ_L1	2
7shu	SEQ_L1	2
7shy	SEQ_L1	2
7si0	SEQ_L1	2
4khx	SEQ_L1	2
3ma9	SEQ_L1	2
8dg8	SEQ_L1	2
7wr9	SEQ_L1	2
7sfw	SEQ_L1	2
7ps7	SEQ_L1	2
4jb9	SEQ_L1	2
7usl	SEQ_L1	2
8gye	SEQ_L1	2
6fax	SEQ_L1	2
8pwu	SEQ_L1	2
7kqg	SEQ_L1	2
7ps0	SEQ_L1	2
8vkx	SEQ_L1	2
8cxi	SEQ_L1	2
7kde	SEQ_L1	2
3t2n	SEQ_L1	2
7lfa	SEQ_L1	2
8pq2	SEQ_L1	2
7xsb	SEQ_L1	2
8dwy	SEQ_L1	2
6xqw	SEQ_L1	2
8udz	SEQ_L1	2
7u0x	SEQ_L1	2
7m7b	SEQ_L1	2
7jva	SEQ_L1	2
7ycn	SEQ_L1	2
7yck	SEQ_L1	2
7vzt	SEQ_L1	2
8zhe	SEQ_L1	2
8zho	SEQ_L1	2
8oxv	SEQ_L1	2
6ii4	SEQ_L1	2
5utz	SEQ_L1	2
7ttx	SEQ_L1	2
7jx3	SEQ_L1	2
6ii8	SEQ_L1	2
7wog	SEQ_L1	2
7wo4	SEQ_L1	2
8vuj	SEQ_L1	2
8eoo	SEQ_L1	2
5l0q	SEQ_L1	2
6aru	SEQ_L1	2
6uqr	SEQ_L1	2
7eh5	SEQ_L1	2
6rps	SEQ_L1	2
6w16	SEQ_L1	2
5vqm	SEQ_L1	2
4g3y	SEQ_L1	2
7ubr	SEQ_L1	2
7te1	SEQ_L1	2
7e72	SEQ_L1	2
4cni	SEQ_L1	2
8tqi	SEQ_L1	2
7mmn	SEQ_L1	2
8e1g	SEQ_L1	2
7e88	SEQ_L1	2
7fcp	SEQ_L1	2
8bcz	SEQ_L1	2
8bse	SEQ_L1	2
8yww	SEQ_L1	2
8ywx	SEQ_L1	2
5n7w	SEQ_L1	2
9c44	SEQ_L1	2
4hg4	SEQ_L1	2
7bu8	SEQ_L1	2
8q5d	SEQ_L1	2
7mem	SEQ_L1	2
2xra	SEQ_L1	2
8tp9	SEQ_L1	2
7xsc	SEQ_L1	2
7x91	SEQ_L1	2
8k18	SEQ_L1	2
7m30	SEQ_L1	2
8pww	SEQ_L1	2
7t7b	SEQ_L1	2
7t72	SEQ_L1	2
6xpz	SEQ_L1	2
6phb	SEQ_L1	2
8f2x	SEQ_L1	2
6oe4	SEQ_L1	2
7czq	SEQ_L1	2
7ntc	SEQ_L1	2
7s0b	SEQ_L1	2
6hhc	SEQ_L1	2
7s0d	SEQ_L1	2
7kmh	SEQ_L1	2
7s0c	SEQ_L1	2
5fec	SEQ_L1	2
5sx4	SEQ_L1	2
7pqy	SEQ_L1	2
5lsp	SEQ_L1	2
7czu	SEQ_L1	2
7upl	SEQ_L1	2
7x92	SEQ_L1	2
7ycl	SEQ_L1	2
7s5q	SEQ_L1	2
8bcz	SEQ_L1	2
8tbq	SEQ_L1	2
8d9y	SEQ_L1	2
8wyj	SEQ_L1	2
7y0w	SEQ_L1	2
7tl0	SEQ_L1	2
7kqh	SEQ_L1	2
7nd3	SEQ_L1	2
8t6m	SEQ_L1	2
8yz5	SEQ_L1	2
5uqy	SEQ_L1	2
7wt7	SEQ_L1	2
4jhw	SEQ_L1	2
5udc	SEQ_L1	2
8sxj	SEQ_L1	2
9bif	SEQ_L1	2
7sd3	SEQ_L1	2
7ucq	SEQ_L1	2
6mto	SEQ_L1	2
5tz2	SEQ_L1	2
5f9o	SEQ_L1	2
4hfu	SEQ_L1	2
7wcp	SEQ_L1	2
6wqo	SEQ_L1	2
3lev	SEQ_L1	2
6bkd	SEQ_L1	2
8znz	SEQ_L1	2
8wsu	SEQ_L1	2
8uwz	SEQ_L1	2
7ui1	SEQ_L1	2
5xhv	SEQ_L1	2
4j6r	SEQ_L1	2
7chz	SEQ_L1	2
7chy	SEQ_L1	2
4rx4	SEQ_L1	2
4rwy	SEQ_L1	2
6xxv	SEQ_L1	2
3q1s	SEQ_L1	2
9dq3	SEQ_L1	2
8tqk	SEQ_L1	2
7dzx	SEQ_L1	2
4xak	SEQ_L1	2
6aod	SEQ_L1	2
6cyf	SEQ_L1	2
5gzo	SEQ_L1	2
4ers	SEQ_L1	2
8hlc	SEQ_L1	2
8vef	SEQ_L1	2
9bdf	SEQ_L1	2
8q5y	SEQ_L1	2
8veb	SEQ_L1	2
8w0y	SEQ_L1	2
7wtf	SEQ_L1	2
8bbo	SEQ_L1	2
6uye	SEQ_L1	2
6plk	SEQ_L1	2
5d1q	SEQ_L1	2
6ute	SEQ_L1	2
7k8z	SEQ_L1	2
2qad	SEQ_L1	2
6b0h	SEQ_L1	2
6x4t	SEQ_L1	2
6wvz	SEQ_L1	2
4p59	SEQ_L1	2
7cu5	SEQ_L1	2
7y6l	SEQ_L1	2
7zrc	SEQ_L1	2
8rz0	SEQ_L1	2
7tjq	SEQ_L1	2
5vig	SEQ_L1	2
8sj4	SEQ_L1	2
8jkh	SEQ_L1	2
8t9z	SEQ_L1	2
6vn1	SEQ_L1	2
3jwo	SEQ_L1	2
5k9q	SEQ_L1	2
8e7m	SEQ_L1	2
9b8j	SEQ_L1	2
7xs8	SEQ_L1	2
7bep	SEQ_L1	2
6tou	SEQ_L1	2
6kz0	SEQ_L1	2
7ley	SEQ_L1	2
7dpm	SEQ_L1	2
8r9y	SEQ_L1	2
6wo5	SEQ_L1	2
3ulu	SEQ_L1	2
8hn6	SEQ_L1	2
7uow	SEQ_L1	2
8wpw	SEQ_L1	2
7kzb	SEQ_L1	2
7y0c	SEQ_L1	2
7kzb	SEQ_L1	2
7or9	SEQ_L1	2
8dw9	SEQ_L1	2
8bg2	SEQ_L1	2
8h07	SEQ_L1	2
5esv	SEQ_L1	2
8ez7	SEQ_L1	2
8yww	SEQ_L1	2
7r40	SEQ_L1	2
8kdr	SEQ_L1	2
9dh2	SEQ_L1	2
7ey5	SEQ_L1	2
7ur4	SEQ_L1	2
6mfp	SEQ_L1	2
7e5o	SEQ_L1	2
3wd5	SEQ_L1	2
8gau	SEQ_L1	2
7e39	SEQ_L1	2
7t4r	SEQ_L1	2
7tzh	SEQ_L1	2
7t3d	SEQ_L1	2
8fdo	SEQ_L1	2
8cwi	SEQ_L1	2
7ezv	SEQ_L1	2
5cd5	SEQ_L1	2
2cmr	SEQ_L1	2
7bq5	SEQ_L1	2
8z4e	SEQ_L1	2
8ix3	SEQ_L1	2
8eay	SEQ_L1	2
7lfb	SEQ_L1	2
6yxd	SEQ_L1	2
3ulu	SEQ_L1	2
1bvk	SEQ_L1	2
8si1	SEQ_L1	2
7jr7	SEQ_L1	2
6r0x	SEQ_L1	2
7yk4	SEQ_L1	2
7xjf	SEQ_L1	2
8ghk	SEQ_L1	2
3idy	SEQ_L1	2
7mzn	SEQ_L1	2
7ua8	SEQ_L1	2
6mg7	SEQ_L1	2
2vxq	SEQ_L1	2
8v5q	SEQ_L1	2
5czv	SEQ_L1	2
8ts0	SEQ_L1	2
7wwl	SEQ_L1	2
8urf	SEQ_L1	2
6svl	SEQ_L1	2
6xy2	SEQ_L1	2
8i3u	SEQ_L1	2
8eji	SEQ_L1	2
4ywg	SEQ_L1	2
9bjg	SEQ_L1	2
7mlh	SEQ_L1	2
9bjh	SEQ_L1	2
4idj	SEQ_L1	2
7y0v	SEQ_L1	2
7ly3	SEQ_L1	2
7uxl	SEQ_L1	2
8cw9	SEQ_L1	2
5usl	SEQ_L1	2
8jqn	SEQ_L1	2
7cyv	SEQ_L1	2
6dfh	SEQ_L1	2
4irz	SEQ_L1	2
8h7l	SEQ_L1	2
8ath	SEQ_L1	2
8cwj	SEQ_L1	2
8cwk	SEQ_L1	2
6xq0	SEQ_L1	2
7z12	SEQ_L1	2
4ydk	SEQ_L1	2
1jps	SEQ_L1	2
8sow	SEQ_L1	2
8soz	SEQ_L1	2
4mxw	SEQ_L1	3
5eii	SEQ_L1	3
5f72	SEQ_L1	3
6o39	SEQ_L1	3
3pgf	SEQ_L1	3
5eu7	SEQ_L1	3
6ukj	SEQ_L1	3
5bk1	SEQ_L1	3
5uek	SEQ_L1	3
7niw	SEQ_L1	3
6ww5	SEQ_L1	3
7tpg	SEQ_L1	3
7klg	SEQ_L1	3
4g7v	SEQ_L1	3
5vkd	SEQ_L1	3
5bk2	SEQ_L1	3
7mnl	SEQ_L1	3
4nnp	SEQ_L1	3
6o3a	SEQ_L1	3
6pi7	SEQ_L1	3
6o3b	SEQ_L1	3
4rrp	SEQ_L1	3
7kml	SEQ_L1	3
7pgb	SEQ_L1	3
5c8j	SEQ_L1	3
4g80	SEQ_L1	3
6usf	SEQ_L1	3
6e1k	SEQ_L1	3
5bjz	SEQ_L1	3
7mtb	SEQ_L1	3
5uoe	SEQ_L1	3
7sk3	SEQ_L1	3
7sk3	SEQ_L1	3
7vng	SEQ_L1	3
8f6e	SEQ_L1	3
8slb	SEQ_L1	3
8pg0	SEQ_L1	3
8the	SEQ_L1	3
8smk	SEQ_L1	3
8smm	SEQ_L1	3
8tv1	SEQ_L1	3
8vui	SEQ_L1	3
8tnj	SEQ_L1	3
8tnj	SEQ_L1	3
8vqd	SEQ_L1	3
9b3k	SEQ_L1	3
8vc7	SEQ_L1	3
9avo	SEQ_L1	3
9dng	SEQ_L1	3
3p0y	SEQ_L1	3
7tri	SEQ_L1	3
4wv1	SEQ_L1	3
8pwh	SEQ_L1	3
6bgt	SEQ_L1	3
3grw	SEQ_L1	3
2r0k	SEQ_L1	3
3r1g	SEQ_L1	3
2qqk	SEQ_L1	3
2fjg	SEQ_L1	3
2h9g	SEQ_L1	3
4dke	SEQ_L1	3
3u30	SEQ_L1	3
5x8l	SEQ_L1	3
2wub	SEQ_L1	3
5vl7	SEQ_L1	3
8ffe	SEQ_L1	3
5bo1	SEQ_L1	3
6vmj	SEQ_L1	3
7f15	SEQ_L1	3
8znz	SEQ_L1	3
4al8	SEQ_L1	3
7eh5	SEQ_L1	3
8ivx	SEQ_L1	3
5wux	SEQ_L1	3
8fgx	SEQ_L1	3
9l1s	SEQ_L1	3
8pwh	SEQ_L1	3
6jjp	SEQ_L1	3
8jel	SEQ_L1	3
8uky	SEQ_L1	3
7wsl	SEQ_L1	3
7e9b	SEQ_L1	3
8hlb	SEQ_L1	3
4i2x	SEQ_L1	3
7u9e	SEQ_L1	3
7byr	SEQ_L1	3
6r2s	SEQ_L1	3
6yio	SEQ_L1	3
7ahv	SEQ_L1	3
7mzf	SEQ_L1	3
6uta	SEQ_L1	3
4u6v	SEQ_L1	3
4ogx	SEQ_L1	3
7fjc	SEQ_L1	3
7v3l	SEQ_L1	3
7uxl	SEQ_L1	3
6wjl	SEQ_L1	3
7xdl	SEQ_L1	3
7xj6	SEQ_L1	3
8ol9	SEQ_L1	3
8fsj	SEQ_L1	3
8u1q	SEQ_L1	3
8tma	SEQ_L1	3
3skj	SEQ_L1	3
7wi0	SEQ_L1	3
8u1s	SEQ_L1	3
8sdg	SEQ_L1	3
8xbf	SEQ_L1	3
8dyy	SEQ_L1	3
5czx	SEQ_L1	3
7k8v	SEQ_L1	3
8jiz	SEQ_L1	3
7l7r	SEQ_L1	3
7u9w	SEQ_L1	3
7qnw	SEQ_L1	3
7unb	SEQ_L1	3
5vic	SEQ_L1	3
6n8d	SEQ_L1	3
7lf8	SEQ_L1	3
3eob	SEQ_L1	3
3l5x	SEQ_L1	3
4ps4	SEQ_L1	3
7kfx	SEQ_L1	3
7r8l	SEQ_L1	3
7vmu	SEQ_L1	3
7b3o	SEQ_L1	3
7chs	SEQ_L1	3
7bz5	SEQ_L1	3
7kfy	SEQ_L1	3
7rw2	SEQ_L1	3
7msq	SEQ_L1	3
7q0h	SEQ_L1	3
7che	SEQ_L1	3
3bn9	SEQ_L1	3
7czs	SEQ_L1	3
7cdj	SEQ_L1	3
7neg	SEQ_L1	3
7kfw	SEQ_L1	3
4r4n	SEQ_L1	3
7nd5	SEQ_L1	3
7kfv	SEQ_L1	3
7sc1	SEQ_L1	3
7bej	SEQ_L1	3
7wbz	SEQ_L1	3
7wn2	SEQ_L1	3
8j1t	SEQ_L1	3
8bg4	SEQ_L1	3
5vn8	SEQ_L1	3
2fjh	SEQ_L1	3
2r56	SEQ_L1	3
2xtj	SEQ_L1	3
9cci	SEQ_L1	3
8dxt	SEQ_L1	3
8xse	SEQ_L1	3
8byu	SEQ_L1	3
8jio	SEQ_L1	3
8hc2	SEQ_L1	3
7yix	SEQ_L1	3
7f3q	SEQ_L1	3
4ydi	SEQ_L1	3
8cyh	SEQ_L1	3
8dwx	SEQ_L1	3
7kmi	SEQ_L1	3
7cjf	SEQ_L1	3
6i04	SEQ_L1	3
3hmx	SEQ_L1	3
6iw2	SEQ_L1	3
7rbu	SEQ_L1	3
7tb8	SEQ_L1	3
6xlq	SEQ_L1	3
7orb	SEQ_L1	3
