PDB_ID	CDR	Cluster_Label
6xkq	SEQ_H1	1
7orb	SEQ_H1	1
6pzw	SEQ_H1	1
8kdr	SEQ_H1	1
6wn1	SEQ_H1	1
8gpy	SEQ_H1	1
5ug0	SEQ_H1	1
5w4l	SEQ_H1	1
5lbs	SEQ_H1	1
8d48	SEQ_H1	1
8bcz	SEQ_H1	1
8vus	SEQ_H1	1
8h07	SEQ_H1	1
7qez	SEQ_H1	1
7orb	SEQ_H1	1
7beo	SEQ_H1	1
8gsb	SEQ_H1	1
7ps5	SEQ_H1	1
7mf1	SEQ_H1	1
7y0c	SEQ_H1	1
7k9z	SEQ_H1	1
8cw9	SEQ_H1	1
8zr4	SEQ_H1	1
7xsb	SEQ_H1	1
7q9f	SEQ_H1	1
8sdh	SEQ_H1	1
8sis	SEQ_H1	1
8rh0	SEQ_H1	1
7wi0	SEQ_H1	1
6utk	SEQ_H1	1
8a96	SEQ_H1	1
7u9e	SEQ_H1	1
7rxj	SEQ_H1	1
7ukm	SEQ_H1	1
7e5s	SEQ_H1	1
7wch	SEQ_H1	1
7bu8	SEQ_H1	1
8kfa	SEQ_H1	2
7r7n	SEQ_H1	2
7sue	SEQ_H1	2
7ru4	SEQ_H1	2
8qrf	SEQ_H1	2
8cim	SEQ_H1	2
2dd8	SEQ_H1	2
5vag	SEQ_H1	2
4xak	SEQ_H1	2
7zr9	SEQ_H1	2
7tht	SEQ_H1	2
7dx4	SEQ_H1	2
7m6i	SEQ_H1	2
7dk0	SEQ_H1	2
7s6j	SEQ_H1	2
7cyv	SEQ_H1	2
7v3l	SEQ_H1	2
7x25	SEQ_H1	2
7wqv	SEQ_H1	2
7xj6	SEQ_H1	2
8pwv	SEQ_H1	2
8z4e	SEQ_H1	2
8zho	SEQ_H1	2
8yro	SEQ_H1	2
8dlr	SEQ_H1	2
8gye	SEQ_H1	2
6xy2	SEQ_H1	2
7l2f	SEQ_H1	2
7tcc	SEQ_H1	2
7cgw	SEQ_H1	2
7s07	SEQ_H1	2
8sdg	SEQ_H1	2
8jiz	SEQ_H1	2
3p0y	SEQ_H1	2
8pq2	SEQ_H1	2
5w42	SEQ_H1	2
4hfu	SEQ_H1	2
9dpc	SEQ_H1	2
8gto	SEQ_H1	2
8vye	SEQ_H1	2
8erq	SEQ_H1	2
8r1d	SEQ_H1	2
7laa	SEQ_H1	2
8gdr	SEQ_H1	2
7wee	SEQ_H1	2
8rgz	SEQ_H1	2
6urm	SEQ_H1	2
8tp2	SEQ_H1	2
7ycy	SEQ_H1	2
8r9y	SEQ_H1	2
7yvk	SEQ_H1	2
7mmo	SEQ_H1	2
7yve	SEQ_H1	2
7t01	SEQ_H1	2
4dag	SEQ_H1	2
7kn3	SEQ_H1	2
7lss	SEQ_H1	2
7cm4	SEQ_H1	2
7d0d	SEQ_H1	2
8hp9	SEQ_H1	2
7xsa	SEQ_H1	2
8gnh	SEQ_H1	2
5w4l	SEQ_H1	2
7xdl	SEQ_H1	2
7uc8	SEQ_H1	2
8xi6	SEQ_H1	2
8dy1	SEQ_H1	2
8dg9	SEQ_H1	2
6lxj	SEQ_H1	2
7ntc	SEQ_H1	2
9cci	SEQ_H1	2
6nmu	SEQ_H1	2
2ghw	SEQ_H1	2
8pwx	SEQ_H1	2
7vux	SEQ_H1	2
6woz	SEQ_H1	2
7s0x	SEQ_H1	2
7wwm	SEQ_H1	2
7cwn	SEQ_H1	2
7v2a	SEQ_H1	2
5vkd	SEQ_H1	2
5eii	SEQ_H1	2
5n0a	SEQ_H1	2
4kxz	SEQ_H1	2
5uea	SEQ_H1	2
7e39	SEQ_H1	2
8f2j	SEQ_H1	2
7zbu	SEQ_H1	2
7wr9	SEQ_H1	2
8k5g	SEQ_H1	2
7wsc	SEQ_H1	2
6xpz	SEQ_H1	2
7x08	SEQ_H1	2
7u9w	SEQ_H1	2
7u9p	SEQ_H1	2
7wwl	SEQ_H1	2
8dv6	SEQ_H1	2
6wm9	SEQ_H1	2
7ezv	SEQ_H1	2
7r6x	SEQ_H1	2
7lrt	SEQ_H1	2
7tcc	SEQ_H1	2
7s5r	SEQ_H1	2
7qtj	SEQ_H1	2
8dad	SEQ_H1	2
7x7o	SEQ_H1	2
7wp0	SEQ_H1	2
8s6m	SEQ_H1	2
9au2	SEQ_H1	2
7n62	SEQ_H1	2
7mem	SEQ_H1	2
8dg8	SEQ_H1	2
7ucq	SEQ_H1	2
7djz	SEQ_H1	2
7wi0	SEQ_H1	2
7e3k	SEQ_H1	2
7xj6	SEQ_H1	2
7rr0	SEQ_H1	2
8bg8	SEQ_H1	2
6wo4	SEQ_H1	2
7l7e	SEQ_H1	2
7x92	SEQ_H1	2
4ut6	SEQ_H1	2
7dzx	SEQ_H1	2
6oej	SEQ_H1	2
7e3o	SEQ_H1	2
7eng	SEQ_H1	2
6ii4	SEQ_H1	2
6b0s	SEQ_H1	2
7bpk	SEQ_H1	2
7n4l	SEQ_H1	2
7s0b	SEQ_H1	2
7s0d	SEQ_H1	2
7rxl	SEQ_H1	2
7cu5	SEQ_H1	2
7s0c	SEQ_H1	2
7kqb	SEQ_H1	2
7wi0	SEQ_H1	2
7ly3	SEQ_H1	2
5grj	SEQ_H1	2
7k8z	SEQ_H1	2
4y5v	SEQ_H1	2
6jjp	SEQ_H1	2
6o25	SEQ_H1	2
7q0i	SEQ_H1	2
4y5x	SEQ_H1	2
6u02	SEQ_H1	2
7jv4	SEQ_H1	2
7tb8	SEQ_H1	2
6ii8	SEQ_H1	2
7r40	SEQ_H1	2
7jva	SEQ_H1	2
7pnm	SEQ_H1	2
6kyz	SEQ_H1	2
6att	SEQ_H1	2
7dzy	SEQ_H1	2
5ggv	SEQ_H1	2
7si2	SEQ_H1	2
7dpm	SEQ_H1	2
7czu	SEQ_H1	2
7dk2	SEQ_H1	2
7ej4	SEQ_H1	2
7f3q	SEQ_H1	2
6nms	SEQ_H1	2
4qhu	SEQ_H1	2
2vxs	SEQ_H1	2
7cwn	SEQ_H1	2
7wog	SEQ_H1	2
7wo4	SEQ_H1	2
8dzh	SEQ_H1	2
7tjq	SEQ_H1	2
8as0	SEQ_H1	2
8dxt	SEQ_H1	2
7yck	SEQ_H1	2
7xcz	SEQ_H1	2
7wsl	SEQ_H1	2
7x95	SEQ_H1	2
8cwi	SEQ_H1	2
8dww	SEQ_H1	2
7vzt	SEQ_H1	2
8eoo	SEQ_H1	2
5xj3	SEQ_H1	2
8dz3	SEQ_H1	2
8e2u	SEQ_H1	2
8f0i	SEQ_H1	2
8eqf	SEQ_H1	2
8f2x	SEQ_H1	2
8r9y	SEQ_H1	2
8r9w	SEQ_H1	2
8rpb	SEQ_H1	2
8rp8	SEQ_H1	2
8xse	SEQ_H1	2
8xse	SEQ_H1	2
8zhe	SEQ_H1	2
8uzc	SEQ_H1	2
8ume	SEQ_H1	2
9aru	SEQ_H1	2
9l6c	SEQ_H1	2
9l6c	SEQ_H1	2
8cbd	SEQ_H1	2
7ua2	SEQ_H1	2
8h7l	SEQ_H1	2
7v23	SEQ_H1	2
8x0y	SEQ_H1	3
7y0v	SEQ_H1	3
8y4c	SEQ_H1	3
7ttx	SEQ_H1	3
8ezk	SEQ_H1	3
6pdx	SEQ_H1	3
7wph	SEQ_H1	3
6dfh	SEQ_H1	3
8vuj	SEQ_H1	3
5gzo	SEQ_H1	3
7q0h	SEQ_H1	3
6uig	SEQ_H1	3
7pry	SEQ_H1	3
7akd	SEQ_H1	3
3hi1	SEQ_H1	3
4xnm	SEQ_H1	3
7ps7	SEQ_H1	3
6pze	SEQ_H1	3
5xwd	SEQ_H1	3
7rbu	SEQ_H1	3
8dcc	SEQ_H1	3
7bel	SEQ_H1	3
7n3d	SEQ_H1	3
7m3i	SEQ_H1	3
7msq	SEQ_H1	3
4yk4	SEQ_H1	3
7czp	SEQ_H1	3
7czx	SEQ_H1	3
7sts	SEQ_H1	3
8jio	SEQ_H1	3
7str	SEQ_H1	3
7qnw	SEQ_H1	3
8e6j	SEQ_H1	3
7ps0	SEQ_H1	3
6phb	SEQ_H1	3
8u1q	SEQ_H1	3
7czw	SEQ_H1	3
8ved	SEQ_H1	3
7kn4	SEQ_H1	3
8cbd	SEQ_H1	3
7n5h	SEQ_H1	3
4m5z	SEQ_H1	3
8toa	SEQ_H1	3
6e4x	SEQ_H1	3
7e23	SEQ_H1	3
7e5o	SEQ_H1	3
6ii9	SEQ_H1	3
7m7b	SEQ_H1	3
7po5	SEQ_H1	3
7pnq	SEQ_H1	3
8w0x	SEQ_H1	3
7ycn	SEQ_H1	3
8veb	SEQ_H1	3
8zho	SEQ_H1	3
6wqo	SEQ_H1	3
5kjr	SEQ_H1	3
8vef	SEQ_H1	3
5w1k	SEQ_H1	3
7qf1	SEQ_H1	3
7shz	SEQ_H1	3
6pzy	SEQ_H1	3
7shy	SEQ_H1	3
7si0	SEQ_H1	3
8tp6	SEQ_H1	3
8eoo	SEQ_H1	3
6iut	SEQ_H1	3
7tri	SEQ_H1	3
8tnl	SEQ_H1	3
8eay	SEQ_H1	3
8v5s	SEQ_H1	3
8tp7	SEQ_H1	3
8pww	SEQ_H1	3
8yx1	SEQ_H1	3
7s1b	SEQ_H1	3
6wo5	SEQ_H1	3
7yds	SEQ_H1	3
6xpy	SEQ_H1	3
8tp9	SEQ_H1	3
6v4n	SEQ_H1	3
7bq5	SEQ_H1	3
8pwu	SEQ_H1	3
8r1c	SEQ_H1	3
8u1s	SEQ_H1	3
5sx4	SEQ_H1	3
8dwx	SEQ_H1	3
8v5q	SEQ_H1	3
3b2u	SEQ_H1	3
7mzf	SEQ_H1	3
7e88	SEQ_H1	3
7wcp	SEQ_H1	3
7chc	SEQ_H1	3
8c0y	SEQ_H1	3
7ey0	SEQ_H1	3
8wpw	SEQ_H1	3
8e1g	SEQ_H1	3
7s4s	SEQ_H1	3
7wnb	SEQ_H1	3
8bg2	SEQ_H1	3
8yww	SEQ_H1	3
9bj2	SEQ_H1	3
8k18	SEQ_H1	3
8xbf	SEQ_H1	3
8bec	SEQ_H1	3
7bz5	SEQ_H1	3
7k8m	SEQ_H1	3
7cjf	SEQ_H1	3
7cho	SEQ_H1	3
7e86	SEQ_H1	3
8hws	SEQ_H1	3
7wt7	SEQ_H1	3
7ejz	SEQ_H1	3
6xe1	SEQ_H1	3
7np1	SEQ_H1	3
7r8l	SEQ_H1	3
7ul1	SEQ_H1	3
7uow	SEQ_H1	3
9l6c	SEQ_H1	3
7xs8	SEQ_H1	3
7yvg	SEQ_H1	3
8xsd	SEQ_H1	3
8qh0	SEQ_H1	3
8bg3	SEQ_H1	3
7e5y	SEQ_H1	3
8e6k	SEQ_H1	3
6oc3	SEQ_H1	3
7b3o	SEQ_H1	3
7mzn	SEQ_H1	3
7kmh	SEQ_H1	3
7sc1	SEQ_H1	3
7nx7	SEQ_H1	3
7yr1	SEQ_H1	3
8hc2	SEQ_H1	3
8j1t	SEQ_H1	3
8hn6	SEQ_H1	3
7vmu	SEQ_H1	3
7e7y	SEQ_H1	3
7bej	SEQ_H1	3
7nd5	SEQ_H1	3
7kmi	SEQ_H1	3
7czq	SEQ_H1	3
7d0c	SEQ_H1	3
7chs	SEQ_H1	3
7kfy	SEQ_H1	3
7z0x	SEQ_H1	3
7n3i	SEQ_H1	3
7m6f	SEQ_H1	3
7jmp	SEQ_H1	3
7czs	SEQ_H1	3
7kfw	SEQ_H1	3
7kfv	SEQ_H1	3
7pqy	SEQ_H1	3
6xcn	SEQ_H1	3
7jmo	SEQ_H1	3
7wos	SEQ_H1	3
7s5p	SEQ_H1	3
8bse	SEQ_H1	3
8gf2	SEQ_H1	3
7xsc	SEQ_H1	3
7m6d	SEQ_H1	3
8bcz	SEQ_H1	3
8yz5	SEQ_H1	3
8bg4	SEQ_H1	3
7qf0	SEQ_H1	3
7nd3	SEQ_H1	3
6xq4	SEQ_H1	3
7wbz	SEQ_H1	3
8xea	SEQ_H1	3
7t72	SEQ_H1	3
9fgr	SEQ_H1	3
9fgt	SEQ_H1	3
8dce	SEQ_H1	3
7kfx	SEQ_H1	3
