pdb	CDR	Cluster_Label
8ykt	SEQ_L3	1
7t17	SEQ_L3	1
8eay	SEQ_L3	1
7q9j	SEQ_L3	1
7f3q	SEQ_L3	1
1adq	SEQ_L3	1
7ly3	SEQ_L3	1
4xnm	SEQ_L3	1
6fy1	SEQ_L3	1
6b0s	SEQ_L3	1
6kyz	SEQ_L3	1
7rxl	SEQ_L3	1
8f2j	SEQ_L3	1
7s0x	SEQ_L3	1
7wr9	SEQ_L3	1
7sfw	SEQ_L3	1
4xx1	SEQ_L3	1
8dlr	SEQ_L3	1
4dag	SEQ_L3	1
7rew	SEQ_L3	1
6dfh	SEQ_L3	1
8vk1	SEQ_L3	1
8hld	SEQ_L3	1
8rh0	SEQ_L3	1
8vvk	SEQ_L3	1
8blq	SEQ_L3	1
6b08	SEQ_L3	1
6h2y	SEQ_L3	1
7wjy	SEQ_L3	1
7qny	SEQ_L3	1
7z3a	SEQ_L3	1
7ey0	SEQ_L3	1
6u36	SEQ_L3	1
7rxi	SEQ_L3	1
8awm	SEQ_L3	1
8u5l	SEQ_L3	1
6oan	SEQ_L3	1
7q0i	SEQ_L3	1
2dd8	SEQ_L3	1
8u1p	SEQ_L3	1
7m3i	SEQ_L3	1
7zlk	SEQ_L3	1
6rcv	SEQ_L3	1
8sit	SEQ_L3	1
5ugy	SEQ_L3	1
5j13	SEQ_L3	1
6vy5	SEQ_L3	1
5xwd	SEQ_L3	1
7s5p	SEQ_L3	1
9azr	SEQ_L3	1
8f0h	SEQ_L3	1
8si1	SEQ_L3	1
7ly9	SEQ_L3	1
9azt	SEQ_L3	1
8xi6	SEQ_L3	1
6ii4	SEQ_L3	1
8dzw	SEQ_L3	1
8f6x	SEQ_L3	1
3nps	SEQ_L3	1
8hrd	SEQ_L3	1
7jx3	SEQ_L3	1
7m7b	SEQ_L3	1
3hi1	SEQ_L3	1
8oxv	SEQ_L3	1
7xsb	SEQ_L3	1
7wo4	SEQ_L3	1
5usl	SEQ_L3	1
7ycn	SEQ_L3	1
7lxw	SEQ_L3	1
7ukl	SEQ_L3	1
8dg9	SEQ_L3	1
7seg	SEQ_L3	1
7ytn	SEQ_L3	1
7vyr	SEQ_L3	1
8udz	SEQ_L3	1
8dy1	SEQ_L3	1
2vxs	SEQ_L3	1
8vye	SEQ_L3	1
6phf	SEQ_L3	1
7v23	SEQ_L3	1
8r1d	SEQ_L3	1
7rxj	SEQ_L3	1
6urm	SEQ_L3	1
7phu	SEQ_L3	1
4m5z	SEQ_L3	1
8vqf	SEQ_L3	1
6nn3	SEQ_L3	1
6dc3	SEQ_L3	1
3g6d	SEQ_L3	1
8v13	SEQ_L3	1
6wn1	SEQ_L3	1
6was	SEQ_L3	1
6wtv	SEQ_L3	1
6wtu	SEQ_L3	1
6wzk	SEQ_L3	1
3ux9	SEQ_L3	1
7x8w	SEQ_L3	1
5bv7	SEQ_L3	1
7ur4	SEQ_L3	1
8wsp	SEQ_L3	1
4od2	SEQ_L3	1
8khc	SEQ_L3	1
8dg8	SEQ_L3	1
5y9j	SEQ_L3	1
7kej	SEQ_L3	1
8tp7	SEQ_L3	1
7czp	SEQ_L3	1
8vpf	SEQ_L3	1
4qci	SEQ_L3	1
8bg3	SEQ_L3	1
8dcc	SEQ_L3	1
6xey	SEQ_L3	1
8qq0	SEQ_L3	1
8qpr	SEQ_L3	1
7x08	SEQ_L3	1
7nd7	SEQ_L3	1
7lcn	SEQ_L3	1
4y5y	SEQ_L3	1
7wos	SEQ_L3	1
6xkq	SEQ_L3	1
6xcn	SEQ_L3	1
6wty	SEQ_L3	1
8e1p	SEQ_L3	1
7ugq	SEQ_L3	1
6txz	SEQ_L3	1
5w08	SEQ_L3	1
7dm1	SEQ_L3	1
8hes	SEQ_L3	1
7ps0	SEQ_L3	1
7k8x	SEQ_L3	1
8sb1	SEQ_L3	1
8cin	SEQ_L3	1
8saz	SEQ_L3	1
7l2c	SEQ_L3	1
8suo	SEQ_L3	1
4ut6	SEQ_L3	1
8s6m	SEQ_L3	1
9au2	SEQ_L3	1
8cz8	SEQ_L3	1
8jqn	SEQ_L3	1
7uxl	SEQ_L3	1
7ul0	SEQ_L3	1
7ps6	SEQ_L3	1
7e7y	SEQ_L3	1
7jmp	SEQ_L3	1
7z0x	SEQ_L3	1
8sb4	SEQ_L3	1
6um7	SEQ_L3	1
8sb3	SEQ_L3	1
8sb0	SEQ_L3	1
9aug	SEQ_L3	1
9auh	SEQ_L3	1
8sas	SEQ_L3	1
8sb5	SEQ_L3	1
8sb2	SEQ_L3	1
8vgv	SEQ_L3	1
8sau	SEQ_L3	1
7tcc	SEQ_L3	1
4qhu	SEQ_L3	1
6vca	SEQ_L3	1
6ywd	SEQ_L3	1
6utk	SEQ_L3	1
7yds	SEQ_L3	1
5nh3	SEQ_L3	1
5cbe	SEQ_L3	1
6mi2	SEQ_L3	1
8bsf	SEQ_L3	1
6pze	SEQ_L3	1
5t3z	SEQ_L3	1
6e63	SEQ_L3	1
8wfh	SEQ_L3	1
7uvo	SEQ_L3	1
8gpy	SEQ_L3	1
6wm9	SEQ_L3	1
6wno	SEQ_L3	1
8r1c	SEQ_L3	1
5vn8	SEQ_L3	1
6pzw	SEQ_L3	1
8qrf	SEQ_L3	1
7lss	SEQ_L3	1
7ycy	SEQ_L3	1
7m42	SEQ_L3	1
6iut	SEQ_L3	1
7yvk	SEQ_L3	1
7mf1	SEQ_L3	1
8j1q	SEQ_L3	1
8say	SEQ_L3	1
7r8n	SEQ_L3	1
8erq	SEQ_L3	1
7l2d	SEQ_L3	1
7yvi	SEQ_L3	1
7sue	SEQ_L3	1
9clp	SEQ_L3	1
7czw	SEQ_L3	1
8el2	SEQ_L3	1
3wlw	SEQ_L3	1
6lxj	SEQ_L3	1
6xkp	SEQ_L3	1
8dce	SEQ_L3	1
5grj	SEQ_L3	1
7mmo	SEQ_L3	1
7l5b	SEQ_L3	1
7k8w	SEQ_L3	1
7wph	SEQ_L3	1
7xsa	SEQ_L3	1
7e7x	SEQ_L3	1
7l56	SEQ_L3	1
4rfo	SEQ_L3	1
8z4e	SEQ_L3	1
8jg5	SEQ_L3	1
5vkd	SEQ_L3	1
7mnl	SEQ_L3	1
6e1k	SEQ_L3	1
8pg0	SEQ_L3	1
8smm	SEQ_L3	1
8vc7	SEQ_L3	1
9b3k	SEQ_L3	1
8cim	SEQ_L3	1
5c8j	SEQ_L3	1
7ljr	SEQ_L3	1
8the	SEQ_L3	1
5wi9	SEQ_L3	1
7ua8	SEQ_L3	1
5eu7	SEQ_L3	1
3hi6	SEQ_L3	1
4m8q	SEQ_L3	1
7ls9	SEQ_L3	1
7ttx	SEQ_L3	1
7vzt	SEQ_L3	1
7yck	SEQ_L3	1
8zhe	SEQ_L3	1
8eoo	SEQ_L3	1
8vuj	SEQ_L3	1
7cyv	SEQ_L3	1
7cho	SEQ_L3	1
6ii9	SEQ_L3	1
7swp	SEQ_L3	1
7u0x	SEQ_L3	1
5utz	SEQ_L3	1
8zho	SEQ_L3	1
6ii8	SEQ_L3	1
7wog	SEQ_L3	1
7jva	SEQ_L3	1
8gav	SEQ_L3	1
5ush	SEQ_L3	1
2vxq	SEQ_L3	1
7kde	SEQ_L3	1
7m6f	SEQ_L3	1
7tjq	SEQ_L3	1
4tsb	SEQ_L3	1
8csj	SEQ_L3	1
4ttd	SEQ_L3	1
7laa	SEQ_L3	1
7m6h	SEQ_L3	1
7wp0	SEQ_L3	1
8ahn	SEQ_L3	1
8y4c	SEQ_L3	1
8siq	SEQ_L3	1
7wi0	SEQ_L3	1
6m3b	SEQ_L3	1
4tsa	SEQ_L3	1
7dx4	SEQ_L3	1
3whe	SEQ_L3	1
8zho	SEQ_L3	1
7wqv	SEQ_L3	1
3ulu	SEQ_L3	2
1bvk	SEQ_L3	2
8ts0	SEQ_L3	2
6svl	SEQ_L3	2
7ey0	SEQ_L3	2
5d1q	SEQ_L3	2
8swh	SEQ_L3	2
8dm3	SEQ_L3	2
6mlk	SEQ_L3	2
9aru	SEQ_L3	2
7luc	SEQ_L3	2
8u4q	SEQ_L3	2
6b0e	SEQ_L3	2
4uv7	SEQ_L3	2
8ved	SEQ_L3	2
8eoo	SEQ_L3	2
6b0g	SEQ_L3	2
5k9o	SEQ_L3	2
5d1x	SEQ_L3	2
8gh4	SEQ_L3	2
4g6m	SEQ_L3	2
7e5o	SEQ_L3	2
6xy2	SEQ_L3	2
6cde	SEQ_L3	2
3b2u	SEQ_L3	2
7yk4	SEQ_L3	2
8szy	SEQ_L3	2
7eh5	SEQ_L3	2
4xak	SEQ_L3	2
7cdj	SEQ_L3	2
7q0h	SEQ_L3	2
8pwu	SEQ_L3	2
7kn3	SEQ_L3	2
8pww	SEQ_L3	2
7yix	SEQ_L3	2
7wn2	SEQ_L3	2
8hc2	SEQ_L3	2
5bjz	SEQ_L3	2
8vgp	SEQ_L3	2
3q1s	SEQ_L3	2
8us0	SEQ_L3	2
7upl	SEQ_L3	2
8wyj	SEQ_L3	2
8dxt	SEQ_L3	2
8toa	SEQ_L3	2
6phc	SEQ_L3	2
4dtg	SEQ_L3	2
7rxp	SEQ_L3	2
8tnl	SEQ_L3	2
7e9o	SEQ_L3	2
7kra	SEQ_L3	2
6iuv	SEQ_L3	2
6c6z	SEQ_L3	2
7s0b	SEQ_L3	2
7deo	SEQ_L3	2
7chh	SEQ_L3	2
7e8c	SEQ_L3	2
5a3i	SEQ_L3	2
7wsc	SEQ_L3	2
7pnm	SEQ_L3	2
6wgl	SEQ_L3	2
7jie	SEQ_L3	2
9b2w	SEQ_L3	2
8bg1	SEQ_L3	2
8tjn	SEQ_L3	2
8zr4	SEQ_L3	2
7so5	SEQ_L3	2
8ume	SEQ_L3	2
8dnn	SEQ_L3	2
8q5y	SEQ_L3	2
7ezv	SEQ_L3	2
7oly	SEQ_L3	2
8cwk	SEQ_L3	2
2qqk	SEQ_L3	2
7ubr	SEQ_L3	2
7s0d	SEQ_L3	2
5vl7	SEQ_L3	2
5x8l	SEQ_L3	2
7lue	SEQ_L3	2
6wo5	SEQ_L3	2
8rp8	SEQ_L3	2
7zxk	SEQ_L3	2
7n0a	SEQ_L3	2
7u9w	SEQ_L3	2
7ucq	SEQ_L3	2
7t4r	SEQ_L3	2
5vgj	SEQ_L3	2
8s6z	SEQ_L3	2
6i07	SEQ_L3	2
7wt7	SEQ_L3	2
7wcp	SEQ_L3	2
6w16	SEQ_L3	2
6phb	SEQ_L3	2
7t7b	SEQ_L3	2
7mzn	SEQ_L3	2
7kmh	SEQ_L3	2
4hg4	SEQ_L3	2
8bse	SEQ_L3	2
8yww	SEQ_L3	2
8ywx	SEQ_L3	2
7wtf	SEQ_L3	2
6wjl	SEQ_L3	2
6xpz	SEQ_L3	2
8w0y	SEQ_L3	2
6vmj	SEQ_L3	2
6e56	SEQ_L3	2
7czq	SEQ_L3	2
6vc9	SEQ_L3	2
7czu	SEQ_L3	2
7x92	SEQ_L3	2
8kfa	SEQ_L3	2
7yxu	SEQ_L3	2
6cyf	SEQ_L3	2
6pe9	SEQ_L3	2
6pe8	SEQ_L3	2
7mmn	SEQ_L3	2
8e1g	SEQ_L3	2
7s5q	SEQ_L3	2
7wbz	SEQ_L3	2
7pqy	SEQ_L3	2
7nd3	SEQ_L3	2
9c44	SEQ_L3	2
7tl0	SEQ_L3	2
7kqg	SEQ_L3	2
5udc	SEQ_L3	2
4jhw	SEQ_L3	2
8bcz	SEQ_L3	2
7xsc	SEQ_L3	2
8xsj	SEQ_L3	2
8f2x	SEQ_L3	2
8tqi	SEQ_L3	2
4zs6	SEQ_L3	2
7wnb	SEQ_L3	2
4ers	SEQ_L3	2
6xxv	SEQ_L3	2
7f7h	SEQ_L3	2
8hn6	SEQ_L3	2
7dzx	SEQ_L3	2
8wsu	SEQ_L3	2
5sx4	SEQ_L3	2
7xs8	SEQ_L3	2
8h7l	SEQ_L3	2
6wo5	SEQ_L3	2
8z4e	SEQ_L3	2
6q20	SEQ_L3	2
7ntc	SEQ_L3	2
7lex	SEQ_L3	2
5ggs	SEQ_L3	2
7t72	SEQ_L3	2
7e88	SEQ_L3	2
7mem	SEQ_L3	2
9bdf	SEQ_L3	2
5gzo	SEQ_L3	2
8fsj	SEQ_L3	2
8t6m	SEQ_L3	2
7bq5	SEQ_L3	2
8vcr	SEQ_L3	2
7chs	SEQ_L3	2
7e39	SEQ_L3	2
8cwi	SEQ_L3	2
7dpm	SEQ_L3	2
8q5d	SEQ_L3	2
6o9h	SEQ_L3	2
9b8j	SEQ_L3	2
7lfb	SEQ_L3	2
4cni	SEQ_L3	2
8znz	SEQ_L3	2
8hlc	SEQ_L3	2
8r9w	SEQ_L3	2
8i3u	SEQ_L3	2
7mxl	SEQ_L3	2
7pc2	SEQ_L3	2
3t2n	SEQ_L3	2
7z4t	SEQ_L3	2
5vqm	SEQ_L3	2
5l0q	SEQ_L3	2
5yoy	SEQ_L3	2
7u9o	SEQ_L3	2
7lop	SEQ_L3	2
6ppg	SEQ_L3	2
7uvh	SEQ_L3	2
2ghw	SEQ_L3	2
7wwm	SEQ_L3	2
7dha	SEQ_L3	2
7pry	SEQ_L3	2
5e8e	SEQ_L3	2
7mxl	SEQ_L3	2
7r40	SEQ_L3	2
7n3c	SEQ_L3	2
8sj6	SEQ_L3	2
6dfj	SEQ_L3	2
7e23	SEQ_L3	2
7wh8	SEQ_L3	2
3x3f	SEQ_L3	2
6woz	SEQ_L3	2
5mvz	SEQ_L3	2
7mzl	SEQ_L3	2
8gnh	SEQ_L3	2
7lf2	SEQ_L3	2
5ggr	SEQ_L3	2
8hn7	SEQ_L3	2
5ggt	SEQ_L3	2
7m30	SEQ_L3	2
8sxj	SEQ_L3	2
5f9w	SEQ_L3	2
7dzy	SEQ_L3	2
5f9o	SEQ_L3	2
8dwy	SEQ_L3	2
8ath	SEQ_L3	2
4irz	SEQ_L3	2
8g30	SEQ_L3	2
8g3q	SEQ_L3	2
7uvi	SEQ_L3	2
7dk0	SEQ_L3	2
8vus	SEQ_L3	2
8g3m	SEQ_L3	2
4hfu	SEQ_L3	2
9gox	SEQ_L3	2
8tp2	SEQ_L3	2
8wsn	SEQ_L3	2
7lsf	SEQ_L3	2
8y4a	SEQ_L3	2
7t3d	SEQ_L3	2
5tpn	SEQ_L3	2
7akd	SEQ_L3	2
6dkj	SEQ_L3	2
7eh5	SEQ_L3	2
7xic	SEQ_L3	2
5y11	SEQ_L3	2
7yvg	SEQ_L3	2
7fjc	SEQ_L3	2
7ui1	SEQ_L3	2
8cxg	SEQ_L3	2
8uzc	SEQ_L3	2
8pmz	SEQ_L3	2
9jbq	SEQ_L3	2
4lmq	SEQ_L3	2
3wd5	SEQ_L3	2
9bif	SEQ_L3	2
8gau	SEQ_L3	2
7bep	SEQ_L3	2
7vng	SEQ_L3	2
6ofi	SEQ_L3	2
6myy	SEQ_L3	2
5fec	SEQ_L3	2
5cd5	SEQ_L3	2
4jb9	SEQ_L3	2
4xny	SEQ_L3	2
4ydl	SEQ_L3	2
4ydi	SEQ_L3	2
6kz0	SEQ_L3	2
7ey5	SEQ_L3	2
7ley	SEQ_L3	2
6mfp	SEQ_L3	2
8r9y	SEQ_L3	2
7t4r	SEQ_L3	2
7z12	SEQ_L3	2
6b0n	SEQ_L3	2
7cjf	SEQ_L3	2
8iow	SEQ_L3	2
8d9y	SEQ_L3	2
7chy	SEQ_L3	2
5uoe	SEQ_L3	2
7chz	SEQ_L3	2
7wi0	SEQ_L3	2
8yx1	SEQ_L3	2
4dke	SEQ_L3	2
5uqy	SEQ_L3	2
7m30	SEQ_L3	2
4k8r	SEQ_L3	2
6q1z	SEQ_L3	2
7jwg	SEQ_L3	2
7s07	SEQ_L3	2
7b3o	SEQ_L3	2
8tvd	SEQ_L3	2
6wqo	SEQ_L3	2
8cbe	SEQ_L3	2
7xcz	SEQ_L3	2
8jkh	SEQ_L3	2
3jwo	SEQ_L3	2
6mtq	SEQ_L3	2
7orb	SEQ_L3	2
7tb8	SEQ_L3	2
7neg	SEQ_L3	2
7czs	SEQ_L3	2
7che	SEQ_L3	2
2wub	SEQ_L3	2
8jio	SEQ_L3	2
8dwx	SEQ_L3	2
8xse	SEQ_L3	2
7rbu	SEQ_L3	2
6wvz	SEQ_L3	2
6hhc	SEQ_L3	2
7f3q	SEQ_L3	2
7x91	SEQ_L3	2
6i04	SEQ_L3	2
5k9q	SEQ_L3	2
6aru	SEQ_L3	2
6eyo	SEQ_L3	2
6al5	SEQ_L3	2
7uvq	SEQ_L3	2
9mer	SEQ_L3	2
8vgn	SEQ_L3	2
4i77	SEQ_L3	2
8hlb	SEQ_L3	2
6m3c	SEQ_L3	2
9bjg	SEQ_L3	2
7uvf	SEQ_L3	2
7uow	SEQ_L3	2
7kqh	SEQ_L3	2
3bn9	SEQ_L3	2
7msq	SEQ_L3	2
3l5x	SEQ_L3	2
4edw	SEQ_L3	2
3eob	SEQ_L3	2
7lf8	SEQ_L3	2
7rw2	SEQ_L3	2
5d1z	SEQ_L3	2
8ix3	SEQ_L3	2
3r1g	SEQ_L3	2
7s6j	SEQ_L3	2
8f5n	SEQ_L3	2
3idy	SEQ_L3	2
9bdg	SEQ_L3	2
8cwj	SEQ_L3	2
7ukm	SEQ_L3	2
2vh5	SEQ_L3	2
7bu8	SEQ_L3	2
7fcp	SEQ_L3	2
8bcz	SEQ_L3	2
6ywc	SEQ_L3	2
7wwl	SEQ_L3	2
7ua2	SEQ_L3	2
7uvq	SEQ_L3	2
8f6e	SEQ_L3	2
4hcr	SEQ_L3	2
7xjf	SEQ_L3	2
6o3b	SEQ_L3	2
7kmi	SEQ_L3	2
7st5	SEQ_L3	2
8tv1	SEQ_L3	2
5tz2	SEQ_L3	2
8tvj	SEQ_L3	2
8dz4	SEQ_L3	2
7k9z	SEQ_L3	2
5tzu	SEQ_L3	2
3d85	SEQ_L3	2
8as0	SEQ_L3	2
8jiz	SEQ_L3	2
7ycl	SEQ_L3	2
2xtj	SEQ_L3	2
8hp9	SEQ_L3	2
5lsp	SEQ_L3	2
7s0c	SEQ_L3	2
7bnv	SEQ_L3	2
8yz5	SEQ_L3	2
8dfg	SEQ_L3	2
7xj6	SEQ_L3	2
6p9h	SEQ_L3	2
6xlq	SEQ_L3	2
8tbq	SEQ_L3	2
6pi7	SEQ_L3	2
8pq2	SEQ_L3	2
5k59	SEQ_L3	2
8ivw	SEQ_L3	3
6t3j	SEQ_L3	3
7uxl	SEQ_L3	3
7unb	SEQ_L3	3
8e7m	SEQ_L3	3
6xpx	SEQ_L3	3
6ute	SEQ_L3	3
7eya	SEQ_L3	3
8x0y	SEQ_L3	3
7eng	SEQ_L3	3
6okm	SEQ_L3	3
6xkr	SEQ_L3	3
4i2x	SEQ_L3	3
2r56	SEQ_L3	3
7d0d	SEQ_L3	3
7e9b	SEQ_L3	3
7kml	SEQ_L3	3
7kzb	SEQ_L3	3
7rdw	SEQ_L3	3
8urf	SEQ_L3	3
8hlb	SEQ_L3	3
6r2s	SEQ_L3	3
4al8	SEQ_L3	3
6u6u	SEQ_L3	3
4dn4	SEQ_L3	3
3lev	SEQ_L3	3
8tv3	SEQ_L3	3
7mlh	SEQ_L3	3
7ej4	SEQ_L3	3
6vgr	SEQ_L3	3
8oz3	SEQ_L3	3
7ll1	SEQ_L3	3
7te1	SEQ_L3	3
6yye	SEQ_L3	3
7z2m	SEQ_L3	3
6xq2	SEQ_L3	3
7cwn	SEQ_L3	3
4g7v	SEQ_L3	3
4rrp	SEQ_L3	3
7cu5	SEQ_L3	3
6ye3	SEQ_L3	3
7zfd	SEQ_L3	3
4kv5	SEQ_L3	3
7ubs	SEQ_L3	3
8tnj	SEQ_L3	3
8dxs	SEQ_L3	3
6vug	SEQ_L3	3
8gye	SEQ_L3	3
7uc8	SEQ_L3	3
4ywg	SEQ_L3	3
6plk	SEQ_L3	3
7u9e	SEQ_L3	3
6vn1	SEQ_L3	3
8pwv	SEQ_L3	3
4u6v	SEQ_L3	3
6oe4	SEQ_L3	3
5czv	SEQ_L3	3
4ps4	SEQ_L3	3
8b7h	SEQ_L3	3
6tou	SEQ_L3	3
8cbd	SEQ_L3	3
7fjo	SEQ_L3	3
7tjq	SEQ_L3	3
4ogx	SEQ_L3	3
7f15	SEQ_L3	3
8gf2	SEQ_L3	3
5czx	SEQ_L3	3
8cwj	SEQ_L3	3
7f9w	SEQ_L3	3
6rlo	SEQ_L3	3
5ggv	SEQ_L3	3
3hmx	SEQ_L3	3
8d48	SEQ_L3	3
8r9y	SEQ_L3	3
8t9z	SEQ_L3	3
8rz0	SEQ_L3	3
5xhv	SEQ_L3	3
6iw2	SEQ_L3	3
7k8v	SEQ_L3	3
7byr	SEQ_L3	3
7bz5	SEQ_L3	3
6fax	SEQ_L3	3
2cmr	SEQ_L3	3
8byu	SEQ_L3	3
8cyh	SEQ_L3	3
9b8j	SEQ_L3	3
7sk3	SEQ_L3	3
6wmw	SEQ_L3	3
8w0x	SEQ_L3	3
7mzf	SEQ_L3	3
6nmu	SEQ_L3	3
5bk2	SEQ_L3	3
9l1s	SEQ_L3	3
8pwh	SEQ_L3	3
6yio	SEQ_L3	3
8h07	SEQ_L3	3
5wux	SEQ_L3	3
8qkr	SEQ_L3	3
7df1	SEQ_L3	3
7prz	SEQ_L3	3
5wk3	SEQ_L3	3
6xq4	SEQ_L3	3
7klg	SEQ_L3	3
5kw9	SEQ_L3	3
8slb	SEQ_L3	3
7sk3	SEQ_L3	3
3nh7	SEQ_L3	3
8gdr	SEQ_L3	3
7fcp	SEQ_L3	3
8yx9	SEQ_L3	3
7tri	SEQ_L3	3
6o9i	SEQ_L3	3
7wkx	SEQ_L3	3
7amr	SEQ_L3	3
7amq	SEQ_L3	3
4dqo	SEQ_L3	3
3u4e	SEQ_L3	3
9fgr	SEQ_L3	3
8tp6	SEQ_L3	3
6v4o	SEQ_L3	3
8dv6	SEQ_L3	3
5cba	SEQ_L3	3
8cxi	SEQ_L3	3
5w4l	SEQ_L3	3
6ktr	SEQ_L3	3
8y3i	SEQ_L3	3
7v2a	SEQ_L3	3
8cw9	SEQ_L3	3
5t33	SEQ_L3	3
8xsd	SEQ_L3	3
5otj	SEQ_L3	3
8w0w	SEQ_L3	3
8zhq	SEQ_L3	3
4g6j	SEQ_L3	3
8rgz	SEQ_L3	3
5ug0	SEQ_L3	3
5vic	SEQ_L3	3
8eb2	SEQ_L3	3
5tzt	SEQ_L3	3
5iwl	SEQ_L3	3
9dq5	SEQ_L3	3
6cdi	SEQ_L3	3
6ymq	SEQ_L3	3
7ru4	SEQ_L3	3
7l7e	SEQ_L3	3
8rpb	SEQ_L3	3
7d85	SEQ_L3	3
8u1c	SEQ_L3	3
7ox1	SEQ_L3	3
3p0y	SEQ_L3	3
7mw3	SEQ_L3	3
4dkf	SEQ_L3	3
6wmw	SEQ_L3	3
1h0d	SEQ_L3	3
7e5s	SEQ_L3	3
7mw6	SEQ_L3	3
7bsc	SEQ_L3	3
8tco	SEQ_L3	3
7wch	SEQ_L3	3
7t01	SEQ_L3	3
4g3y	SEQ_L3	3
7vux	SEQ_L3	3
2fed	SEQ_L3	3
8v52	SEQ_L3	3
6n8d	SEQ_L3	3
9dh2	SEQ_L3	3
4z5r	SEQ_L3	3
5ob5	SEQ_L3	3
1jps	SEQ_L3	3
1uj3	SEQ_L3	3
9gwt	SEQ_L3	3
1i9r	SEQ_L3	3
5veb	SEQ_L3	3
4ye4	SEQ_L3	3
3grw	SEQ_L3	3
2r0k	SEQ_L3	3
2fjg	SEQ_L3	3
2h9g	SEQ_L3	3
8ffe	SEQ_L3	3
3u30	SEQ_L3	3
8pwh	SEQ_L3	3
6bgt	SEQ_L3	3
5bo1	SEQ_L3	3
7mzj	SEQ_L3	3
5w42	SEQ_L3	3
8jkf	SEQ_L3	3
7n4l	SEQ_L3	3
8ghp	SEQ_L3	3
1iqd	SEQ_L3	3
4y5v	SEQ_L3	3
7wee	SEQ_L3	3
4uu9	SEQ_L3	3
3nfp	SEQ_L3	3
7x90	SEQ_L3	3
7mzk	SEQ_L3	3
7x8y	SEQ_L3	3
8fdo	SEQ_L3	3
7ejz	SEQ_L3	3
8eqf	SEQ_L3	3
8d7e	SEQ_L3	3
7tht	SEQ_L3	3
7n3d	SEQ_L3	3
5o4g	SEQ_L3	3
5o4o	SEQ_L3	3
8pwx	SEQ_L3	3
7v5k	SEQ_L3	3
3pgf	SEQ_L3	3
9l6c	SEQ_L3	3
6uig	SEQ_L3	3
7uvs	SEQ_L3	3
8jqm	SEQ_L3	3
8ivx	SEQ_L3	3
6xpy	SEQ_L3	3
6mg7	SEQ_L3	3
8sxp	SEQ_L3	3
7u9p	SEQ_L3	3
7k9z	SEQ_L3	3
7e86	SEQ_L3	3
8e6k	SEQ_L3	3
7ws1	SEQ_L3	3
5vag	SEQ_L3	3
7kmg	SEQ_L3	3
7r7n	SEQ_L3	3
1hez	SEQ_L3	3
7k8s	SEQ_L3	3
7ru8	SEQ_L3	3
7cwn	SEQ_L3	3
7quh	SEQ_L3	3
7dk2	SEQ_L3	3
6n81	SEQ_L3	3
7n4i	SEQ_L3	3
2fjh	SEQ_L3	3
9dpc	SEQ_L3	3
8gy5	SEQ_L3	3
7yrn	SEQ_L3	3
7yr1	SEQ_L3	3
4p59	SEQ_L3	3
6mlm	SEQ_L3	3
